quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
67/2	0.5	12	12		1/8	1/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	106
34	0.5	12	12		1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	107
69/2	0.5	12	12		3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	108
35	0.5	12	12		1/2	1/2	3/4	2	1	1/8	1/8	1		2	50	D3	3	109
71/2	0.5	12	12		5/8	5/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	110
36	0.5	13	13		0	0	3/4	2	1	1/8	1/8	1		-1	53	F3	3	116
36	1.0	13	13		0	0	3/4	1	1	1/4	1/4	1		3	81	A5	5	111
73/2	0.5	13	13		1/8	1/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	117
37	2.0	13	13		1/4	1/4	3/4	2	1	1/2	1/2	1	1	-1	53	F3	3	118
37	0.5	13	13		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	112
75/2	0.5	13	13		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	113
38	0.5	13	13		1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	114
77/2	0.5	13	13		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	115
39	0.5	14	14		0	0	3/4	2	1	1/8	1/8	1	-1	-1	53	F3	3	122
39	1.0	14	14		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	119
79/2	0.5	14	14		1/8	1/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	123
40	0.5	14	14		1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	124
40	1.0	14	14		1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	120
81/2	0.5	14	14		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	125
41	0.5	14	14		1/2	1/2	3/4	2	1	1/8	1/8	1		3	57	A3	3	126
41	1.0	14	14		1/2	1/2	3/4	1	1	1/4	1/4	1	1	0	72	C5	5	121
83/2	0.5	14	14		5/8	5/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	127
42	0.5	15	15		0	0	3/4	2	1	1/8	1/8	1		-1	53	F3	3	132
42	0.5	15	15		0	0	3/4	1	1	1/8	1/8	1	-1	0	72	C5	5	128
85/2	0.5	15	15		1/8	1/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	133
85/2	0.5	15	15		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	129
43	1.0	15	15		1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	134
43	1.5	15	15		1/4	1/4	3/4	1	1	3/8	1/4	3/2		2	74	D5	5	130
44	1.0	15	15		1/2	1/2	3/4	2	1	1/4	1/4	1		1	43	G2	2	135
89/2	0.5	15	15		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	131
	0.5	16	16	1	0	0	3/4	2	1	1/8	1/8	1		0	48	C3	3	137
	3.0	16	16	1	0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	136
	0.5	16	16	1	1/8	1/8	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	138
	0.5	16	16	1	1/4	1/4	3/4	2	1	1/8	1/8	1		0	48	C3	3	139
	0.5	16	16	1	3/8	3/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	140
	0.5	16	16	1	1/2	1/2	3/4	2	1	1/8	1/8	1		0	48	C3	3	141
	0.5	16	16	1	5/8	5/8	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	142
	1.0	17	1	1	0	0	3/4	2	1	1/4	1/4	1		3	45	A2	2	148
	0.5	17	1	1	0	0	3/4	1	1	1/8	1/8	1		-1	65	F4	4	143
	0.5	17	1	1	1/8	1/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	144
	1.0	17	1	1	1/4	1/4	3/4	2	1	1/4	1/4	1		-2	46	Bb2	2	149
	1.5	17	1	1	1/4	1/4	3/4	1	1	3/8	1/4	3/2		1	67	G4	4	145
	1.0	17	1	1	1/2	1/2	3/4	2	1	1/4	1/4	1		0	48	C3	3	150
	0.25	17	1	1	5/8	5/8	3/4	1	1	1/16	1/16	1		-1	65	F4	4	146
	0.25	17	1	1	11/16	11/16	3/4	1	1	1/16	1/16	1		1	67	G4	4	147
45	1.0	18	16	2	0	0	3/4	2	1	1/4	1/4	1		0	48	C3	3	152
45	3.0	18	16	2	0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	151
46	1.0	18	16	2	1/4	1/4	3/4	2	1	1/4	1/4	1		4	52	E3	3	153
47	1.0	18	16	2	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	154
48	0.5	19	17		0	0	3/4	2	1	1/8	1/8	1		0	60	C4	4	160
48	0.5	19	17		0	0	3/4	1	1	1/8	1/8	1		4	76	E5	5	155
97/2	0.5	19	17		1/8	1/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	161
97/2	0.5	19	17		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	156
49	0.5	19	17		1/4	1/4	3/4	2	1	1/8	1/8	1		3	57	A3	3	162
49	1.5	19	17		1/4	1/4	3/4	1	1	3/8	1/4	3/2		-1	77	F5	5	157
99/2	0.5	19	17		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	163
50	0.5	19	17		1/2	1/2	3/4	2	1	1/8	1/8	1		3	57	A3	3	164
101/2	0.5	19	17		5/8	5/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	165
101/2	0.25	19	17		5/8	5/8	3/4	1	1	1/16	1/16	1		4	76	E5	5	158
203/4	0.25	19	17		11/16	11/16	3/4	1	1	1/16	1/16	1		-1	77	F5	5	159
51	1.0	20	18		0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	172
51	0.5	20	18		0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	166
103/2	0.5	20	18		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	167
52	1.0	20	18		1/4	1/4	3/4	2	1	1/4	1/4	1		0	48	C3	3	173
52	0.5	20	18		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	168
105/2	0.5	20	18		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	169
53	1.0	20	18		1/2	1/2	3/4	2	1	1/4	1/4	1		-2	46	Bb2	2	174
53	0.5	20	18		1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	170
107/2	0.5	20	18		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	171
54	0.5	21	19		0	0	3/4	2	1	1/8	1/8	1		3	45	A2	2	180
54	0.5	21	19		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	175
109/2	0.5	21	19		1/8	1/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	181
109/2	0.5	21	19		1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	176
55	0.5	21	19		1/4	1/4	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	182
55	1.5	21	19		1/4	1/4	3/4	1	1	3/8	1/4	3/2		1	79	G5	5	177
111/2	0.5	21	19		3/8	3/8	3/4	2	1	1/8	1/8	1		3	45	A2	2	183
56	0.5	21	19		1/2	1/2	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	184
113/2	0.5	21	19		5/8	5/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	185
113/2	0.25	21	19		5/8	5/8	3/4	1	1	1/16	1/16	1		-1	77	F5	5	178
227/4	0.25	21	19		11/16	11/16	3/4	1	1	1/16	1/16	1		1	79	G5	5	179
57	1.0	22	20		0	0	3/4	2	1	1/4	1/4	1		-1	41	F2	2	187
57	3.0	22	20		0	0	3/4	1	1	3/4	1/2	3/2		3	81	A5	5	186
58	0.5	22	20		1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	188
117/2	0.5	22	20		3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	189
59	0.5	22	20		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	190
119/2	0.5	22	20		5/8	5/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	191
60	0.5	23	21		0	0	3/4	2	1	1/8	1/8	1		7	49	C#3	3	196
60	0.5	23	21		0	0	3/4	1	1	1/8	1/8	1		3	69	A4	4	192
121/2	0.5	23	21		1/8	1/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	197
121/2	0.5	23	21		1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	193
61	0.5	23	21		1/4	1/4	3/4	2	1	1/8	1/8	1		4	52	E3	3	198
61	1.0	23	21		1/4	1/4	3/4	1	1	1/4	1/4	1		7	73	C#5	5	194
123/2	0.5	23	21		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	199
62	0.5	23	21		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	200
62	1.0	23	21		1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	195
125/2	0.5	23	21		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	201
63	0.5	24	22		0	0	3/4	2	1	1/8	1/8	1		3	45	A2	2	206
63	0.5	24	22		0	0	3/4	1	1	1/8	1/8	1		7	73	C#5	5	202
127/2	0.5	24	22		1/8	1/8	3/4	2	1	1/8	1/8	1		5	47	B2	2	207
127/2	0.5	24	22		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	203
64	0.5	24	22		1/4	1/4	3/4	2	1	1/8	1/8	1		7	49	C#3	3	208
64	1.0	24	22		1/4	1/4	3/4	1	1	1/4	1/4	1		4	76	E5	5	204
129/2	0.5	24	22		3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	209
65	0.5	24	22		1/2	1/2	3/4	2	1	1/8	1/8	1		2	50	D3	3	210
65	1.0	24	22		1/2	1/2	3/4	1	1	1/4	1/4	1		-1	77	F5	5	205
131/2	0.5	24	22		5/8	5/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	211
66	1.0	25	23		0	0	3/4	2	1	1/4	1/4	1		-2	46	Bb2	2	218
66	0.5	25	23		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	212
133/2	0.5	25	23		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	213
67	1.0	25	23		1/4	1/4	3/4	2	1	1/4	1/4	1		1	43	G2	2	219
67	0.5	25	23		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	214
135/2	0.5	25	23		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	215
68	1.0	25	23		1/2	1/2	3/4	2	1	1/4	1/4	1		3	45	A2	2	220
68	0.5	25	23		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	216
137/2	0.5	25	23		5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	217
69	0.5	26	24		0	0	3/4	2	1	1/8	1/8	1		2	38	D2	2	222
69	3.0	26	24		0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	221
139/2	0.5	26	24		1/8	1/8	3/4	2	1	1/8	1/8	1		3	45	A2	2	223
70	0.5	26	24		1/4	1/4	3/4	2	1	1/8	1/8	1		2	50	D3	3	224
141/2	0.5	26	24		3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	225
71	0.5	26	24		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	226
143/2	0.5	26	24		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	227
72	0.5	27	25		0	0	3/4	2	1	1/8	1/8	1		3	57	A3	3	233
72	1.0	27	25		0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5	228
145/2	0.5	27	25		1/8	1/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	234
73	0.5	27	25		1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	235
73	0.5	27	25		1/4	1/4	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	229
147/2	0.5	27	25		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	236
147/2	0.5	27	25		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	230
74	1.0	27	25		1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	237
74	0.5	27	25		1/2	1/2	3/4	1	1	1/8	1/8	1		0	72	C5	5	231
149/2	0.5	27	25		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	232
75	1.0	28	26		0	0	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	243
75	0.5	28	26		0	0	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	238
151/2	0.5	28	26		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	239
76	0.5	28	26		1/4	1/4	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	244
76	0.5	28	26		1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	240
153/2	0.5	28	26		3/8	3/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	245
153/2	0.5	28	26		3/8	3/8	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	241
77	0.5	28	26		1/2	1/2	3/4	2	1	1/8	1/8	1		1	55	G3	3	246
77	1.0	28	26		1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	242
155/2	0.5	28	26		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	247
78	0.5	29	27		0	0	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	253
78	1.0	29	27		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	248
157/2	0.5	29	27		1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	254
79	0.5	29	27		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	255
79	0.5	29	27		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	249
159/2	0.5	29	27		3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	256
159/2	0.5	29	27		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	250
80	1.0	29	27		1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	257
80	0.5	29	27		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	251
161/2	0.5	29	27		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	252
81	1.0	30	28		0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	264
81	0.5	30	28		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	258
163/2	0.5	30	28		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	259
82	0.5	30	28		1/4	1/4	3/4	2	1	1/8	1/8	1		0	48	C3	3	265
82	0.5	30	28		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	260
165/2	0.5	30	28		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	266
165/2	0.5	30	28		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	261
83	0.5	30	28		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	267
83	0.5	30	28		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	262
167/2	0.5	30	28		5/8	5/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	268
167/2	0.5	30	28		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	263
84	0.5	31	29		0	0	3/4	2	1	1/8	1/8	1		3	57	A3	3	274
84	0.5	31	29		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	269
169/2	0.5	31	29		1/8	1/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	275
169/2	0.5	31	29		1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	270
85	0.5	31	29		1/4	1/4	3/4	2	1	1/8	1/8	1		3	57	A3	3	276
85	1.5	31	29		1/4	1/4	3/4	1	1	3/8	1/4	3/2		1	79	G5	5	271
171/2	0.5	31	29		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	277
86	0.5	31	29		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	278
173/2	0.5	31	29		5/8	5/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	279
173/2	0.25	31	29		5/8	5/8	3/4	1	1	1/16	1/16	1		-1	77	F5	5	272
347/4	0.25	31	29		11/16	11/16	3/4	1	1	1/16	1/16	1		1	79	G5	5	273
87	0.5	32	30		0	0	3/4	2	1	1/8	1/8	1		-1	53	F3	3	284
87	0.5	32	30		0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	280
175/2	0.5	32	30		1/8	1/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	285
175/2	0.5	32	30		1/8	1/8	3/4	1	1	1/8	1/8	1		-2	82	Bb5	5	281
88	0.5	32	30		1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	286
88	1.0	32	30		1/4	1/4	3/4	1	1	1/4	1/4	1		0	84	C6	6	282
177/2	0.5	32	30		3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	287
89	0.5	32	30		1/2	1/2	3/4	2	1	1/8	1/8	1		2	50	D3	3	288
89	1.0	32	30		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	283
179/2	0.5	32	30		5/8	5/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	289
