quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
26	0.5	8	7		1/4	1/4	2/2	2	1	1/8	1/8	1		7	49	C#3	3	89
26	0.5	8	7		1/4	1/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	82
53/2	0.5	8	7		3/8	3/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	90
53/2	0.5	8	7		3/8	3/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	83
27	0.5	8	7		1/2	1/2	2/2	2	1	1/8	1/8	1		6	42	F#2	2	91
27	1.0	8	7		1/2	1/2	2/2	1	1	1/4	1/4	1		3	81	A5	5	84
55/2	0.5	8	7		5/8	5/8	2/2	2	1	1/8	1/8	1		3	45	A2	2	92
28	1.0	8	7		3/4	3/4	2/2	2	1	1/4	1/4	1		2	50	D3	3	93
28	0.5	8	7		3/4	3/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	85
57/2	0.5	8	7		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	86
29	0.5	9	8		0	0	2/2	2	1	1/8	1/8	1		4	40	E2	2	100
29	1.0	9	8		0	0	2/2	1	1	1/4	1/4	1		1	79	G5	5	94
59/2	0.5	9	8		1/8	1/8	2/2	2	1	1/8	1/8	1		1	43	G2	2	101
30	0.5	9	8		1/4	1/4	2/2	2	1	1/8	1/8	1		3	45	A2	2	102
30	0.5	9	8		1/4	1/4	2/2	1	1	1/8	1/8	1		7	73	C#5	5	95
61/2	0.5	9	8		3/8	3/8	2/2	2	1	1/8	1/8	1		7	49	C#3	3	103
61/2	0.5	9	8		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	96
31	0.5	9	8		1/2	1/2	2/2	2	1	1/8	1/8	1		2	50	D3	3	104
31	1.0	9	8		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	97
63/2	0.5	9	8		5/8	5/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	105
32	0.5	9	8		3/4	3/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	106
32	0.5	9	8		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	98
65/2	0.5	9	8		7/8	7/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	107
65/2	0.5	9	8		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	99
33	0.5	10	9		0	0	2/2	2	1	1/8	1/8	1		1	55	G3	3	114
33	1.0	10	9		0	0	2/2	1	1	1/4	1/4	1		5	83	B5	5	108
67/2	0.5	10	9		1/8	1/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	115
34	0.5	10	9		1/4	1/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	116
34	1.0	10	9		1/4	1/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	109
69/2	0.5	10	9		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	117
35	1.0	10	9		1/2	1/2	2/2	2	1	1/4	1/4	1		3	57	A3	3	118
35	0.5	10	9		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	110
71/2	0.5	10	9		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	111
36	1.0	10	9		3/4	3/4	2/2	2	1	1/4	1/4	1		3	45	A2	2	119
36	0.5	10	9		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	112
73/2	0.5	10	9		7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	113
37	0.5	11	10		0	0	2/2	2	1	1/8	1/8	1		2	50	D3	3	121
37	3.0	11	10		0	0	2/2	1	1	3/4	1/2	3/2		2	74	D5	5	120
75/2	0.5	11	10		1/8	1/8	2/2	2	1	1/8	1/8	1		3	45	A2	2	122
38	0.5	11	10		1/4	1/4	2/2	2	1	1/8	1/8	1		6	42	F#2	2	123
77/2	0.5	11	10		3/8	3/8	2/2	2	1	1/8	1/8	1		3	45	A2	2	124
39	1.0	11	10		1/2	1/2	2/2	2	1	1/4	1/4	1		2	38	D2	2	125
40	0.5	12	10		0	3/4	2/2	1	1	1/8	1/8	1		3	81	A5	5	126
81/2	0.5	12	10		1/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	127
41	1.5	13	11		0	0	2/2	1	1	3/8	1/4	3/2		2	74	D5	5	128
83/2	0.5	13	11		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	134
42	0.5	13	11		1/4	1/4	2/2	2	1	1/8	1/8	1		3	57	A3	3	135
85/2	0.5	13	11		3/8	3/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	136
85/2	0.25	13	11		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	129
171/4	0.25	13	11		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	130
43	0.5	13	11		1/2	1/2	2/2	2	1	1/8	1/8	1		2	50	D3	3	137
43	1.5	13	11		1/2	1/2	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	131
87/2	0.5	13	11		5/8	5/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	138
44	0.5	13	11		3/4	3/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	139
89/2	0.5	13	11		7/8	7/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	140
89/2	0.25	13	11		7/8	7/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	132
179/4	0.25	13	11		15/16	15/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	133
45	0.5	14	12		0	0	2/2	2	1	1/8	1/8	1		5	47	B2	2	144
45	3.0	14	12		0	0	2/2	1	1	3/4	1/2	3/2		1	79	G5	5	141
91/2	0.5	14	12		1/8	1/8	2/2	2	1	1/8	1/8	1		5	59	B3	3	145
46	0.5	14	12		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	146
93/2	0.5	14	12		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	147
47	0.5	14	12		1/2	1/2	2/2	2	1	1/8	1/8	1		5	47	B2	2	148
95/2	0.5	14	12		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	149
48	0.5	14	12		3/4	3/4	2/2	2	1	1/8	1/8	1		5	47	B2	2	150
48	0.5	14	12		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	142
97/2	0.5	14	12		7/8	7/8	2/2	2	1	1/8	1/8	1		1	43	G2	2	151
97/2	0.5	14	12		7/8	7/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	143
49	0.5	15	13		0	0	2/2	2	1	1/8	1/8	1		3	45	A2	2	158
49	1.0	15	13		0	0	2/2	1	1	1/4	1/4	1		0	84	C6	6	152
99/2	0.5	15	13		1/8	1/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	159
50	0.5	15	13		1/4	1/4	2/2	2	1	1/8	1/8	1		3	45	A2	2	160
50	0.5	15	13		1/4	1/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	153
101/2	0.5	15	13		3/8	3/8	2/2	2	1	1/8	1/8	1		6	42	F#2	2	161
101/2	0.5	15	13		3/8	3/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	154
51	0.5	15	13		1/2	1/2	2/2	2	1	1/8	1/8	1		1	43	G2	2	162
51	1.0	15	13		1/2	1/2	2/2	1	1	1/4	1/4	1		5	83	B5	5	155
103/2	0.5	15	13		5/8	5/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	163
52	0.5	15	13		3/4	3/4	2/2	2	1	1/8	1/8	1		1	43	G2	2	164
52	0.5	15	13		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	156
105/2	0.5	15	13		7/8	7/8	2/2	2	1	1/8	1/8	1		4	40	E2	2	165
105/2	0.5	15	13		7/8	7/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	157
53	1.0	16	14		0	0	2/2	2	1	1/4	1/4	1		5	47	B2	2	173
53	0.5	16	14		0	0	2/2	1	1	1/8	1/8	1		6	78	F#5	5	166
107/2	0.5	16	14		1/8	1/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	167
54	1.0	16	14		1/4	1/4	2/2	2	1	1/4	1/4	1		7	49	C#3	3	174
54	0.5	16	14		1/4	1/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	168
109/2	0.5	16	14		3/8	3/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	169
55	0.5	16	14		1/2	1/2	2/2	2	1	1/8	1/8	1		9	51	D#3	3	175
55	1.0	16	14		1/2	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	170
111/2	0.5	16	14		5/8	5/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	176
56	0.5	16	14		3/4	3/4	2/2	2	1	1/8	1/8	1		5	59	B3	3	177
56	0.5	16	14		3/4	3/4	2/2	1	1	1/8	1/8	1		3	81	A5	5	171
113/2	0.5	16	14		7/8	7/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	178
113/2	0.5	16	14		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	172
57	0.5	17	15		0	0	2/2	2	1	1/8	1/8	1		4	52	E3	3	185
57	1.0	17	15		0	0	2/2	1	1	1/4	1/4	1		5	71	B4	4	179
115/2	0.5	17	15		1/8	1/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	186
58	0.5	17	15		1/4	1/4	2/2	2	1	1/8	1/8	1		5	59	B3	3	187
58	0.5	17	15		1/4	1/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	180
117/2	0.5	17	15		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	188
117/2	0.5	17	15		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	181
59	0.5	17	15		1/2	1/2	2/2	2	1	1/8	1/8	1		7	49	C#3	3	189
59	1.0	17	15		1/2	1/2	2/2	1	1	1/4	1/4	1		-2	70	Bb4	4	182
119/2	0.5	17	15		5/8	5/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	190
60	0.5	17	15		3/4	3/4	2/2	2	1	1/8	1/8	1		3	57	A3	3	191
60	0.5	17	15		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	183
121/2	0.5	17	15		7/8	7/8	2/2	2	1	1/8	1/8	1		7	49	C#3	3	192
121/2	0.5	17	15		7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	184
61	0.5	18	16		0	0	2/2	2	1	1/8	1/8	1		9	51	D#3	3	199
61	1.0	18	16		0	0	2/2	1	1	1/4	1/4	1		3	69	A4	4	193
123/2	0.5	18	16		1/8	1/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	200
62	0.5	18	16		1/4	1/4	2/2	2	1	1/8	1/8	1		3	57	A3	3	201
62	0.5	18	16		1/4	1/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	194
125/2	0.5	18	16		3/8	3/8	2/2	2	1	1/8	1/8	1		0	60	C4	4	202
125/2	0.5	18	16		3/8	3/8	2/2	1	1	1/8	1/8	1		9	75	D#5	5	195
63	0.5	18	16		1/2	1/2	2/2	2	1	1/8	1/8	1		5	59	B3	3	203
63	1.0	18	16		1/2	1/2	2/2	1	1	1/4	1/4	1		8	68	G#4	4	196
127/2	0.5	18	16		5/8	5/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	204
64	0.5	18	16		3/4	3/4	2/2	2	1	1/8	1/8	1		8	56	G#3	3	205
64	0.5	18	16		3/4	3/4	2/2	1	1	1/8	1/8	1		-1	77	F5	5	197
129/2	0.5	18	16		7/8	7/8	2/2	2	1	1/8	1/8	1		5	59	B3	3	206
129/2	0.5	18	16		7/8	7/8	2/2	1	1	1/8	1/8	1		9	75	D#5	5	198
65	0.5	19	17		0	0	2/2	2	1	1/8	1/8	1		0	60	C4	4	211
65	1.0	19	17		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	207
131/2	0.5	19	17		1/8	1/8	2/2	2	1	1/8	1/8	1		4	64	E4	4	212
66	0.5	19	17		1/4	1/4	2/2	2	1	1/8	1/8	1		0	60	C4	4	213
66	1.0	19	17		1/4	1/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	208
133/2	0.5	19	17		3/8	3/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	214
67	1.0	19	17		1/2	1/2	2/2	2	1	1/4	1/4	1		5	59	B3	3	215
67	1.0	19	17		1/2	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	209
68	1.0	19	17		3/4	3/4	2/2	2	1	1/4	1/4	1		5	47	B2	2	216
68	1.0	19	17		3/4	3/4	2/2	1	1	1/4	1/4	1		9	75	D#5	5	210
69	0.5	20	18		0	0	2/2	2	1	1/8	1/8	1		4	52	E3	3	220
69	3.0	20	18		0	0	2/2	1	1	3/4	1/2	3/2		4	76	E5	5	217
139/2	0.5	20	18		1/8	1/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	221
70	0.5	20	18		1/4	1/4	2/2	2	1	1/8	1/8	1		1	43	G2	2	222
141/2	0.5	20	18		3/8	3/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	223
71	1.0	20	18		1/2	1/2	2/2	2	1	1/4	1/4	1		4	40	E2	2	224
72	0.5	20	18		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	218
145/2	0.5	20	18		7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	219
73	1.5	21	19		0	0	2/2	1	1	3/8	1/4	3/2		5	71	B4	4	225
147/2	0.5	21	19		1/8	1/8	2/2	2	1	1/8	1/8	1		4	64	E4	4	230
74	0.5	21	19		1/4	1/4	2/2	2	1	1/8	1/8	1		5	59	B3	3	231
149/2	0.5	21	19		3/8	3/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	232
149/2	0.5	21	19		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	226
75	0.5	21	19		1/2	1/2	2/2	2	1	1/8	1/8	1		4	52	E3	3	233
75	1.5	21	19		1/2	1/2	2/2	1	1	3/8	1/4	3/2		0	72	C5	5	227
151/2	0.5	21	19		5/8	5/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	234
76	0.5	21	19		3/4	3/4	2/2	2	1	1/8	1/8	1		0	48	C3	3	235
153/2	0.5	21	19		7/8	7/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	236
153/2	0.25	21	19		7/8	7/8	2/2	1	1	1/16	1/16	1		5	71	B4	4	228
307/4	0.25	21	19		15/16	15/16	2/2	1	1	1/16	1/16	1		0	72	C5	5	229
77	0.5	22	20		0	0	2/2	2	1	1/8	1/8	1		5	47	B2	2	243
77	1.0	22	20		0	0	2/2	1	1	1/4	1/4	1		2	74	D5	5	237
155/2	0.5	22	20		1/8	1/8	2/2	2	1	1/8	1/8	1		5	59	B3	3	244
78	0.5	22	20		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	245
78	0.5	22	20		1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	238
157/2	0.5	22	20		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	246
157/2	0.5	22	20		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	239
79	0.5	22	20		1/2	1/2	2/2	2	1	1/8	1/8	1		5	47	B2	2	247
79	1.0	22	20		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	240
159/2	0.5	22	20		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	248
80	0.5	22	20		3/4	3/4	2/2	2	1	1/8	1/8	1		1	43	G2	2	249
80	0.5	22	20		3/4	3/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	241
161/2	0.5	22	20		7/8	7/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	250
161/2	0.5	22	20		7/8	7/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	242
81	0.5	23	21		0	0	2/2	2	1	1/8	1/8	1		0	48	C3	3	257
81	1.0	23	21		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	251
163/2	0.5	23	21		1/8	1/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	258
82	1.0	23	21		1/4	1/4	2/2	2	1	1/4	1/4	1		-1	53	F3	3	259
82	0.5	23	21		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	252
165/2	0.5	23	21		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	253
83	0.5	23	21		1/2	1/2	2/2	2	1	1/8	1/8	1		5	47	B2	2	260
83	1.0	23	21		1/2	1/2	2/2	1	1	1/4	1/4	1		2	74	D5	5	254
167/2	0.5	23	21		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	261
84	1.0	23	21		3/4	3/4	2/2	2	1	1/4	1/4	1		4	52	E3	3	262
84	0.5	23	21		3/4	3/4	2/2	1	1	1/8	1/8	1		8	68	G#4	4	255
169/2	0.5	23	21		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	256
85	0.5	24	22		0	0	2/2	2	1	1/8	1/8	1		3	45	A2	2	269
85	1.0	24	22		0	0	2/2	1	1	1/4	1/4	1		0	72	C5	5	263
171/2	0.5	24	22		1/8	1/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	270
86	0.5	24	22		1/4	1/4	2/2	2	1	1/8	1/8	1		4	52	E3	3	271
86	0.5	24	22		1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	264
173/2	0.5	24	22		3/8	3/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	272
173/2	0.5	24	22		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	265
87	0.5	24	22		1/2	1/2	2/2	2	1	1/8	1/8	1		6	54	F#3	3	273
87	1.0	24	22		1/2	1/2	2/2	1	1	1/4	1/4	1		3	69	A4	4	266
175/2	0.5	24	22		5/8	5/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	274
88	0.5	24	22		3/4	3/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	275
88	0.5	24	22		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	267
177/2	0.5	24	22		7/8	7/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	276
177/2	0.5	24	22		7/8	7/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	268
89	0.5	25	23		0	0	2/2	2	1	1/8	1/8	1		1	55	G3	3	283
89	1.0	25	23		0	0	2/2	1	1	1/4	1/4	1		5	71	B4	4	277
179/2	0.5	25	23		1/8	1/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	284
90	0.5	25	23		1/4	1/4	2/2	2	1	1/8	1/8	1		5	47	B2	2	285
90	0.5	25	23		1/4	1/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	278
181/2	0.5	25	23		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	286
181/2	0.5	25	23		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	279
91	0.5	25	23		1/2	1/2	2/2	2	1	1/8	1/8	1		1	43	G2	2	287
91	1.0	25	23		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	280
183/2	0.5	25	23		5/8	5/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	288
92	0.5	25	23		3/4	3/4	2/2	2	1	1/8	1/8	1		4	52	E3	3	289
92	0.5	25	23		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	281
185/2	0.5	25	23		7/8	7/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	290
185/2	0.5	25	23		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	282
