mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	3	10	10	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	70						
4	3	25/2	25/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	71						
4	3	13	13	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	72						
4	3	27/2	27/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	73						
5	4	14	14	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	74						
5	4	57/4	57/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	75						
5	4	29/2	29/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	76						
5	4	59/4	59/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	77						
5	4	15	15	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	78						
5	4	61/4	61/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	79						
5	4	31/2	31/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	80						
5	4	63/4	63/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	81						
5	4	16	16	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	82						
5	4	65/4	65/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	83						
5	4	33/2	33/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	84						
5	4	67/4	67/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	85						
5	4	17	17	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	86						
5	4	69/4	69/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	87						
5	4	35/2	35/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	88						
5	4	71/4	71/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	89						
5	4	14	14	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	90						
5	4	33/2	33/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	91						
5	4	17	17	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	92						
5	4	35/2	35/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	93						
6	5	18	18	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	94						
6	5	73/4	73/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	95						
6	5	37/2	37/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	96						
6	5	75/4	75/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	97						
6	5	19	19	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	98						
6	5	77/4	77/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	99						
6	5	39/2	39/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	100						
6	5	79/4	79/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	101						
6	5	20	20	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	102						
6	5	81/4	81/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	103						
6	5	41/2	41/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	104						
6	5	83/4	83/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	105						
6	5	21	21	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	106						
6	5	85/4	85/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	107						
6	5	43/2	43/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	108						
6	5	87/4	87/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	109						
6	5	18	18	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	110						
6	5	37/2	37/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	111						
6	5	19	19	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	112						
6	5	39/2	39/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	113						
6	5	20	20	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	114						
6	5	41/2	41/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	115						
6	5	83/4	83/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	116						
6	5	21	21	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	117						
6	5	43/2	43/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	118						
7	6		22	2.0	1	0	0	Chord	4/4	1	1	1/2	1/2	1	119						
7	6		22	0.25	1	0	0	Chord	4/4	2	1	1/16	1/16	1	120						
7	6		89/4	0.25	1	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	121						
7	6		45/2	0.25	1	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	122						
7	6		91/4	0.25	1	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	123						
7	6		23	0.25	1	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	124						
7	6		93/4	0.25	1	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	125						
7	6		47/2	0.25	1	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	126						
7	6		95/4	0.25	1	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	127						
8	6	22	24	2.0	2	0	0	Chord	4/4	1	1	1/2	1/2	1	128						
8	6	22	24	0.5	2	0	0	Chord	4/4	2	1	1/8	1/8	1	129						
8	6	45/2	49/2	0.5	2	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	130						
8	6	23	25	1.0	2	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	131						
9	6	24	26	0.25		0	1/2	Chord	4/4	1	1	1/16	1/16	1	132						
9	6	97/4	105/4	0.25		1/16	9/16	Chord	4/4	1	1	1/16	1/16	1	133						
9	6	49/2	53/2	0.25		1/8	5/8	Chord	4/4	1	1	1/16	1/16	1	134						
9	6	99/4	107/4	0.25		3/16	11/16	Chord	4/4	1	1	1/16	1/16	1	135						
9	6	25	27	0.25		1/4	3/4	Chord	4/4	1	1	1/16	1/16	1	136						
9	6	101/4	109/4	0.25		5/16	13/16	Chord	4/4	1	1	1/16	1/16	1	137						
9	6	51/2	55/2	0.25		3/8	7/8	Chord	4/4	1	1	1/16	1/16	1	138						
9	6	103/4	111/4	0.25		7/16	15/16	Chord	4/4	1	1	1/16	1/16	1	139						
9	6	24	26	1.0		0	1/2	Chord	4/4	2	1	1/4	1/4	1	140						
10	7	26	28	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	141						
10	7	55/2	59/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	142						
10	7	28	30	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	143						
10	7	113/4	121/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	144						
10	7	57/2	61/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	145						
10	7	115/4	123/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	146						
10	7	29	31	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	147						
10	7	117/4	125/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	148						
10	7	59/2	63/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	149						
10	7	119/4	127/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	150						
10	7	26	28	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	151						
10	7	105/4	113/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	152						
10	7	53/2	57/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	153						
10	7	107/4	115/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	154						
10	7	27	29	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	155						
10	7	109/4	117/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	156						
10	7	55/2	59/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	157						
10	7	111/4	119/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	158						
10	7	28	30	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	159						
10	7	57/2	61/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	160						
10	7	29	31	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	161						
10	7	59/2	63/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	162						
11	8	129/4	137/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	163						
11	8	65/2	69/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	164						
11	8	131/4	139/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	165						
11	8	33	35	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	166						
11	8	133/4	141/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	167						
11	8	67/2	71/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	168						
11	8	135/4	143/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	169						
11	8	30	32	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	170						
11	8	121/4	129/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	171						
11	8	61/2	65/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	172						
11	8	123/4	131/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	173						
11	8	31	33	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	174						
11	8	125/4	133/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	175						
11	8	63/2	67/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	176						
11	8	127/4	135/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	177						
11	8	32	34	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	178						
11	8	65/2	69/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	179						
11	8	33	35	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	180						
11	8	67/2	71/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	181						
11	8	30	32	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	182						
12	9	34	36	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	183						
12	9	137/4	145/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	184						
12	9	69/2	73/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	185						
12	9	145/4	153/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	186						
12	9	73/2	77/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	187						
12	9	147/4	155/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	188						
12	9	37	39	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	189						
12	9	149/4	157/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	190						
12	9	75/2	79/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	191						
12	9	151/4	159/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	192						
12	9	139/4	147/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	193						
12	9	35	37	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	194						
12	9	141/4	149/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	195						
12	9	71/2	75/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	196						
12	9	143/4	151/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	197						
12	9	36	38	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	198						
12	9	73/2	77/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	199						
12	9	37	39	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	200						
12	9	75/2	79/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	201						
12	9	34	36	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	202						
13	10	38	40	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	203						
13	10	153/4	161/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	204						
13	10	77/2	81/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	205						
13	10	81/2	85/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	206						
13	10	163/4	171/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	207						
13	10	41	43	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	208						
13	10	165/4	173/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	209						
13	10	83/2	87/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	210						
13	10	155/4	163/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	211						
13	10	39	41	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	212						
13	10	157/4	165/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	213						
13	10	79/2	83/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	214						
13	10	159/4	167/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	215						
13	10	40	42	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	216						
13	10	161/4	169/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	217						
13	10	81/2	85/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	218						
13	10	163/4	171/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	219						
13	10	41	43	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	220						
13	10	165/4	173/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	221						
13	10	83/2	87/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	222						
13	10	167/4	175/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	223						
13	10	38	40	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	224						
14	11	42	44	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	225						
14	11	85/2	89/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	226						
14	11	171/4	179/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	227						
14	11	43	45	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	228						
14	11	173/4	181/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	229						
14	11	87/2	91/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	230						
14	11	44	46	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	231						
14	11	89/2	93/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	232						
14	11	179/4	187/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	233						
14	11	45	47	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	234						
14	11	181/4	189/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	235						
14	11	91/2	95/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	236						
14	11	183/4	191/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	237						
14	11	42	44	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	238						
14	11	169/4	177/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	239						
14	11	85/2	89/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	240						
14	11	171/4	179/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	241						
14	11	43	45	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	242						
14	11	173/4	181/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	243						
14	11	87/2	91/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	244						
14	11	175/4	183/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	245						
14	11	44	46	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	246						
14	11	177/4	185/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	247						
14	11	89/2	93/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	248						
14	11	179/4	187/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	249						
14	11	45	47	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	250						
14	11	91/2	95/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	251						
15	12	46	48	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	252						
15	12	193/4	201/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	253						
15	12	97/2	101/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	254						
15	12	195/4	203/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	255						
15	12	49	51	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	256						
15	12	197/4	205/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	257						
15	12	99/2	103/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	258						
15	12	199/4	207/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	259						
15	12	185/4	193/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	260						
15	12	93/2	97/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	261						
15	12	187/4	195/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	262						
15	12	47	49	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	263						
15	12	189/4	197/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	264						
15	12	95/2	99/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	265						
15	12	191/4	199/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	266						
15	12	48	50	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	267						
15	12	97/2	101/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	268						
15	12	49	51	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	269						
15	12	99/2	103/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	270						
16	13	50	52	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	271						
16	13	103/2	107/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	272						
16	13	52	54	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	273						
16	13	209/4	217/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	274						
16	13	105/2	109/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	275						
16	13	211/4	219/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	276						
16	13	53	55	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	277						
16	13	213/4	221/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	278						
16	13	107/2	111/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	279						
16	13	215/4	223/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	280						
16	13	50	52	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	281						
16	13	201/4	209/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	282						
16	13	101/2	105/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	283						
16	13	203/4	211/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	284						
16	13	51	53	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	285						
16	13	205/4	213/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	286						
16	13	103/2	107/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	287						
