mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	11	173/4	173/4	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	284	ornamentShortTrill						
12	11	44	44	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	285							
12	11	161/4	161/4	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	286							
12	11	81/2	81/2	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	287							
12	11	163/4	163/4	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	288							
12	11	165/4	165/4	0.75		1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	289							
12	11	42	42	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	290							
12	11	169/4	169/4	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	291							
12	11	171/4	171/4	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	292							
12	11	173/4	173/4	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	293							
12	11	173/4	173/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	294							
12	11	175/4	175/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	295							
12	11	161/4	161/4	0.25		0	0	Chord	4/4	2	2	1/16	1/16	1	296							
12	11	81/2	81/2	0.25		1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	297							
12	11	163/4	163/4	0.25		1/8	1/8	Chord	4/4	2	2	1/16	1/16	1	298							
12	11	41	41	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	299							
12	11	165/4	165/4	0.25		1/4	1/4	Chord	4/4	2	2	1/16	1/16	1	300							
12	11	83/2	83/2	0.25		5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	301							
12	11	167/4	167/4	0.25		3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	302							
12	11	42	42	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	303							
12	11	169/4	169/4	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	304							
12	11	171/4	171/4	0.25		5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	305							
12	11	43	43	0.25		11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	306							
13	12		177/4	2.0	1	0	0	Chord	4/4	1	1	1/2	1/2	1	307							
13	12		185/4	0.25	1	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	308							
13	12		93/2	0.25	1	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	309							
13	12		187/4	0.25	1	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	310							
13	12		47	0.25	1	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	311							
13	12		189/4	0.75	1	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	312							
13	12		48	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	313							
13	12		45	0.25	1	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	314							
13	12		181/4	0.25	1	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	315							
13	12		91/2	0.25	1	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	316							
13	12		183/4	0.25	1	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	317							
13	12		46	0.25	1	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	318							
13	12		185/4	0.25	1	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	319							
13	12		93/2	0.75	1	9/16	9/16	Chord	4/4	1	2	3/16	1/8	3/2	320							
13	12		189/4	0.75	1	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	321							
13	12		89/2	0.25	1	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	322							
13	12		179/4	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	323							
13	12		181/4	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	324							
13	12		183/4	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	325							
13	12		185/4	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	326							
13	12		187/4	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	327							
13	12		189/4	0.25	1	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	328							
13	12		95/2	0.25	1	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	329							
13	12		191/4	0.25	1	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	330							
13	12		48	0.25	1	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	331							
13	12		177/4	2.0	1	0	0	Chord	4/4	2	2	1/2	1/2	1	332							
13	12		185/4	1.0	1	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	333							
13	12		189/4	0.75	1	3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	334							
14	12	177/4	193/4	2.0	2	0	0	Chord	4/4	1	1	1/2	1/2	1	335							
14	12	185/4	201/4	0.25	2	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	336							
14	12	93/2	101/2	0.25	2	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	337							
14	12	187/4	203/4	0.25	2	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	338							
14	12	47	51	0.25	2	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	339							
14	12	189/4	205/4	0.75	2	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	340							
14	12	45	49	0.25	2	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	341							
14	12	181/4	197/4	0.25	2	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	342							
14	12	91/2	99/2	0.25	2	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	343							
14	12	183/4	199/4	0.25	2	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	344							
14	12	46	50	0.25	2	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	345							
14	12	185/4	201/4	0.25	2	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	346							
14	12	93/2	101/2	0.75	2	9/16	9/16	Chord	4/4	1	2	3/16	1/8	3/2	347							
14	12	189/4	205/4	0.75	2	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	348							
14	12	89/2	97/2	0.25	2	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	349							
14	12	179/4	195/4	0.5	2	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	350							
14	12	181/4	197/4	0.5	2	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	351							
14	12	183/4	199/4	0.5	2	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	352							
14	12	185/4	201/4	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	353							
14	12	187/4	203/4	0.5	2	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	354							
14	12	189/4	205/4	0.75	2	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	355							
14	12	177/4	193/4	2.0	2	0	0	Chord	4/4	2	2	1/2	1/2	1	356							
14	12	185/4	201/4	1.0	2	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	357							
14	12	189/4	205/4	0.75	2	3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	358							
15	12	48	52	0.25		0	15/16	Chord	4/4	1	1	1/16	1/16	1	359							
16	13	193/4	209/4	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	360							
16	13	97/2	105/2	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	361							
16	13	195/4	211/4	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	362							
16	13	99/2	107/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	363							
16	13	199/4	215/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	364							
16	13	50	54	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	365							
16	13	201/4	217/4	0.75		1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	366							
16	13	51	55	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	367							
16	13	205/4	221/4	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	368							
16	13	103/2	111/2	0.125		13/16	13/16	Chord	4/4	1	2	1/32	1/32	1	369							
16	13	413/8	445/8	0.125		27/32	27/32	Chord	4/4	1	2	1/32	1/32	1	370							
16	13	207/4	223/4	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	371							
16	13	52	56	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	372							
16	13	97/2	105/2	0.75		1/16	1/16	Chord	4/4	1	3	3/16	1/8	3/2	373							
16	13	193/4	209/4	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	374							
16	13	49	53	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	375							
16	13	197/4	213/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	376							
16	13	99/2	107/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	377							
16	13	199/4	215/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	378							
16	13	50	54	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	379							
16	13	201/4	217/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	380							
16	13	101/2	109/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	381							
16	13	203/4	219/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	382							
16	13	51	55	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	383							
16	13	205/4	221/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	384							
16	13	103/2	111/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	385							
16	13	207/4	223/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	386							
16	13	52	56	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	387							
17	14	209/4	225/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	388							
17	14	105/2	113/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	389							
17	14	211/4	227/4	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	390							
17	14	213/4	229/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	391							
17	14	107/2	115/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	392							
17	14	215/4	231/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	393							
17	14	54	58	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	394							
17	14	217/4	233/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	395							
17	14	109/2	117/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	396							
17	14	219/4	235/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	397							
17	14	55	59	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	398							
17	14	53	57	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	399							
17	14	213/4	229/4	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	400							
17	14	107/2	115/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	401							
17	14	215/4	231/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	402							
17	14	54	58	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	403							
17	14	217/4	233/4	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	404							
17	14	221/4	237/4	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	405							
17	14	111/2	119/2	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	406							
17	14	223/4	239/4	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	407							0
17	14	56	60	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	408							
17	14	209/4	225/4	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	409							
17	14	217/4	233/4	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	410							
17	14	55	59	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	411							
17	14	221/4	237/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	412							1
17	14	111/2	119/2	0.125		13/16	13/16	Chord	4/4	2	1	1/32	1/32	1	413							1
17	14	445/8	477/8	0.125		27/32	27/32	Chord	4/4	2	1	1/32	1/32	1	414							
17	14	223/4	239/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	415							
17	14	56	60	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	416							
18	15	225/4	241/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	417							
18	15	57	61	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	418							
18	15	229/4	245/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	419							2
18	15	115/2	123/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	420							
18	15	231/4	247/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	421							3
18	15	58	62	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	422							
18	15	233/4	249/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	423							
18	15	59	63	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	424							
18	15	237/4	253/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	425							
18	15	119/2	127/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	426							
18	15	239/4	255/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	427							
18	15	60	64	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	428							
18	15	225/4	241/4	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	429							
18	15	113/2	121/2	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	430							
18	15	227/4	243/4	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	431							
18	15	57	61	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	432							
18	15	229/4	245/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	433							
18	15	115/2	123/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	434							
18	15	231/4	247/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	435							
18	15	58	62	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	436							
18	15	233/4	249/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	437							
18	15	117/2	125/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	438							
18	15	235/4	251/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	439							
18	15	59	63	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	440							
18	15	237/4	253/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	441							
18	15	119/2	127/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	442							
18	15	239/4	255/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	443							
18	15	60	64	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	444							
19	16	241/4	257/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	445							
19	16	61	65	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	446							
19	16	489/8	521/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	447							
19	16	245/4	261/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	448							
19	16	123/2	131/2	0.125		5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	449							
19	16	493/8	525/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	450							
19	16	247/4	263/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	451							
19	16	62	66	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	452							
19	16	497/8	529/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	453							
19	16	249/4	265/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	454							
19	16	125/2	133/2	0.125		9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	455							
19	16	501/8	533/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	456							
19	16	251/4	267/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	457							
19	16	63	67	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	458							
19	16	253/4	269/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	459							
19	16	127/2	135/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	460							
19	16	255/4	271/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	461							
19	16	64	68	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	462							
19	16	241/4	257/4	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	463							
19	16	121/2	129/2	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	464							
19	16	243/4	259/4	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	465							
19	16	61	65	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	466							
19	16	245/4	261/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	467							
19	16	123/2	131/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	468							
19	16	247/4	263/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	469							
19	16	62	66	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	470							
19	16	249/4	265/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	471							
19	16	251/4	267/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	472							
19	16	253/4	269/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	473							
19	16	255/4	271/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	474							
20	17	257/4	273/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	475							
20	17	261/4	277/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	476							
20	17	131/2	139/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	477							
20	17	263/4	279/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	478							
20	17	66	70	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	479							
20	17	265/4	281/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	480							
20	17	133/2	141/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	481							
20	17	267/4	283/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	482							
20	17	67	71	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	483							
20	17	257/4	273/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	484							
20	17	65	69	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	485							
20	17	269/4	285/4	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	486							
20	17	135/2	143/2	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	487							
20	17	271/4	287/4	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	488							
20	17	68	72	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	489							
20	17	257/4	273/4	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	490							
20	17	129/2	137/2	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	491							
20	17	259/4	275/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	492							
20	17	261/4	277/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	493							
20	17	131/2	139/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	494							
20	17	263/4	279/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	495							
20	17	66	70	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	496							
20	17	265/4	281/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	497							
20	17	133/2	141/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	498							
20	17	267/4	283/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	499							
20	17	67	71	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	500							
20	17	269/4	285/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	501							
20	17	135/2	143/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	502							
20	17	271/4	287/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	503							
20	17	68	72	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	504							
21	18	273/4	289/4	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	505							
21	18	137/2	145/2	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	506							
21	18	275/4	291/4	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	507							
21	18	277/4	293/4	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	508							
21	18	139/2	147/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	509							
21	18	279/4	295/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	510							
21	18	70	74	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	511							
21	18	281/4	297/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	512							
21	18	141/2	149/2	0.125		9/16	9/16	Chord	4/4	1	2	1/32	1/32	1	513							
21	18	565/8	597/8	0.125		19/32	19/32	Chord	4/4	1	2	1/32	1/32	1	514							
21	18	283/4	299/4	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	515							
21	18	71	75	0.125		11/16	11/16	Chord	4/4	1	2	1/32	1/32	1	516							
21	18	569/8	601/8	0.125		23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	517							
21	18	285/4	301/4	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	518							
21	18	287/4	303/4	0.125		7/8	7/8	Chord	4/4	1	2	1/32	1/32	1	519	ornamentShortTrill						
21	18	575/8	607/8	0.125		29/32	29/32	Chord	4/4	1	2	1/32	1/32	1	520							
21	18	72	76	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	521							
21	18	273/4	289/4	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	522							
21	18	69	73	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	523							
21	18	277/4	293/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	524							
21	18	139/2	147/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	525							
21	18	279/4	295/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	526							
21	18	70	74	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	527							
21	18	281/4	297/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	528							
21	18	141/2	149/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	529							
21	18	283/4	299/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	530							
21	18	71	75	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	531							
21	18	285/4	301/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	532							
21	18	143/2	151/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	533							
21	18	287/4	303/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	534							
21	18	72	76	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	535							
22	19	289/4	305/4	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	536							
22	19	145/2	153/2	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	537							
22	19	291/4	307/4	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	538							
22	19	73	77	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	539							
22	19	293/4	309/4	0.75		1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	540							
22	19	74	78	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	541							
22	19	297/4	313/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	542							
22	19	149/2	157/2	0.25		9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	543							
22	19	299/4	315/4	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	544							
22	19	75	79	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	545							
22	19	301/4	317/4	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	546							
22	19	151/2	159/2	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	547							
22	19	303/4	319/4	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	548							
22	19	76	80	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	549							
22	19	289/4	305/4	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	550							
22	19	73	77	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	551							
22	19	293/4	309/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	552							
22	19	147/2	155/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	553							
22	19	295/4	311/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	554							
22	19	74	78	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	555							
22	19	297/4	313/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	556							
22	19	149/2	157/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	557							
22	19	299/4	315/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	558							
22	19	75	79	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	559							
22	19	301/4	317/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	560							
22	19	151/2	159/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	561							
22	19	303/4	319/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	562							
22	19	76	80	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	563							
23	20	305/4	321/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	564	ornamentShortTrill						
23	20	153/2	161/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	565							
23	20	307/4	323/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	566							
23	20	77	81	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	567							
23	20	309/4	325/4	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	568							
23	20	155/2	163/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	569							
23	20	311/4	327/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	570							
23	20	78	82	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	571							
