mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	4	35/2	35/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	56							
6	5	18	18	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	57							
6	5	39/2	39/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	58							
6	5	79/4	79/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	59							
6	5	20	20	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	60							
6	5	21	21	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	61							
6	5	18	18	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	62							
6	5	37/2	37/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	63							
6	5	19	19	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	64							
6	5	39/2	39/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	65							
6	5	20	20	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	66							
6	5	41/2	41/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	67							
6	5	21	21	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	68							
6	5	43/2	43/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	69							
7	6	22	22	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	70							
7	6	23	23	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	71							
7	6	47/2	47/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	72							
7	6	24	24	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	73							
7	6	49/2	49/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	74							
7	6	25	25	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	75							
7	6	51/2	51/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	76							
7	6	22	22	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	77							
7	6	45/2	45/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	78							
7	6	23	23	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	79							
7	6	47/2	47/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	80							
7	6	24	24	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	81							
7	6	49/2	49/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	82							
7	6	25	25	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	83							
7	6	51/2	51/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	84							
8	7	26	26	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	85							
8	7	53/2	53/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	86							
8	7	27	27	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	87							
8	7	55/2	55/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	88							
8	7	28	28	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	89							
8	7	57/2	57/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	90							
8	7	29	29	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	91							
8	7	59/2	59/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	92							
8	7	26	26	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	93							
8	7	53/2	53/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	94							
8	7	27	27	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	95							
8	7	55/2	55/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	96							
8	7	28	28	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	97							
8	7	57/2	57/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	98							
8	7	29	29	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	99							
8	7	59/2	59/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	100							
9	8		30	2.0	1	0	0	Chord	2/2	1	1	1/2	1/2	1	101							
9	8		30	0.5	1	0	0	Chord	2/2	2	1	1/8	1/8	1	102							
9	8		61/2	0.5	1	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	103							
9	8		31	0.5	1	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	104							
9	8		63/2	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	105							
10	8	30	32	2.0	2	0	0	Chord	2/2	1	1	1/2	1/2	1	106							
10	8	30	32	0.5	2	0	0	Chord	2/2	2	1	1/8	1/8	1	107							
10	8	61/2	65/2	0.5	2	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	108							
10	8	31	33	0.5	2	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	109							
10	8	63/2	67/2	0.5	2	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	110							
11	8	32	34	1.0		0	1/2	Chord	2/2	1	1	1/4	1/4	1	111							
11	8	33	35	1.0		1/4	3/4	Chord	2/2	1	1	1/4	1/4	1	112							
11	8	32	34	0.5		0	1/2	Chord	2/2	2	1	1/8	1/8	1	113							
11	8	65/2	69/2	0.5		1/8	5/8	Chord	2/2	2	1	1/8	1/8	1	114							
11	8	33	35	0.5		1/4	3/4	Chord	2/2	2	1	1/8	1/8	1	115							
11	8	67/2	71/2	0.5		3/8	7/8	Chord	2/2	2	1	1/8	1/8	1	116							
12	9	34	36	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	117	ornamentShortTrill						
12	9	71/2	75/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	118							
12	9	143/4	151/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	119							
12	9	36	38	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	120							
12	9	73/2	77/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	121							
12	9	37	39	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	122							
12	9	75/2	79/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	123							
12	9	34	36	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	124							
12	9	69/2	73/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	125							
12	9	35	37	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	126							
12	9	71/2	75/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	127							
12	9	36	38	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	128							
12	9	73/2	77/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	129							
12	9	37	39	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	130							
12	9	75/2	79/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	131							
13	10	38	40	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	132							
13	10	39	41	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	133							
13	10	40	42	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	134							
13	10	41	43	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	135							
13	10	38	40	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	136							
13	10	77/2	81/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	137							
13	10	39	41	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	138							
13	10	79/2	83/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	139							
13	10	40	42	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	140							
13	10	81/2	85/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	141							
13	10	41	43	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	142							
13	10	83/2	87/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	143							
14	11	42	44	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	144							
14	11	85/2	89/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	145							
14	11	43	45	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	146							
14	11	87/2	91/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	147							
14	11	44	46	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	148							
14	11	89/2	93/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	149							
14	11	45	47	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	150							
14	11	91/2	95/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	151							
14	11	42	44	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	152							
14	11	85/2	89/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	153							
14	11	43	45	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	154							
14	11	87/2	91/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	155							
14	11	44	46	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	156							
14	11	89/2	93/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	157							
14	11	45	47	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	158							
14	11	91/2	95/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	159							
15	12	46	48	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	160							
15	12	48	50	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	161							
15	12	49	51	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	162							
15	12	46	48	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	163							
15	12	93/2	97/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	164							
15	12	47	49	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	165							
15	12	95/2	99/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	166							
15	12	48	50	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	167							
15	12	97/2	101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	168							
15	12	49	51	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	169							
15	12	99/2	103/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	170							
16	13	50	52	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	171							
16	13	103/2	107/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	172							
16	13	52	54	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	173							
16	13	105/2	109/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	174							
16	13	53	55	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	175							
16	13	107/2	111/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	176							
16	13	50	52	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	177							
16	13	101/2	105/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	178							
16	13	51	53	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	179							
16	13	103/2	107/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	180							
16	13	52	54	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	181							
16	13	105/2	109/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	182							
16	13	53	55	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	183							
16	13	107/2	111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	184							
17	14	54	56	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	185							
17	14	109/2	113/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	186							
17	14	55	57	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	187							
17	14	111/2	115/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	188							
17	14	56	58	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	189							
17	14	113/2	117/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	190							
17	14	57	59	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	191							
17	14	115/2	119/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	192							
17	14	54	56	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	193							
17	14	109/2	113/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	194							
17	14	55	57	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	195							
17	14	111/2	115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	196							
17	14	56	58	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	197							
17	14	113/2	117/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	198							
17	14	57	59	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	199							
17	14	115/2	119/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	200							
18	15	58	60	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	201							
18	15	117/2	121/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	202							
18	15	59	61	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	203							
18	15	119/2	123/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	204							
18	15	60	62	0.25		1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	205							
18	15	241/4	249/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	206							
18	15	121/2	125/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	207							
18	15	243/4	251/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	208							
18	15	61	63	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	209							
18	15	245/4	253/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	210							
18	15	123/2	127/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	211							
18	15	247/4	255/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	212							
18	15	58	60	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	213							
18	15	117/2	121/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	214							
18	15	59	61	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	215							
18	15	119/2	123/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	216							
18	15	60	62	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	217							
18	15	121/2	125/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	218							
18	15	61	63	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	219							
18	15	123/2	127/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	220							
19	16	62	64	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	221							
19	16	64	66	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	222							
19	16	65	67	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	223							
19	16	62	64	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	224							
19	16	125/2	129/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	225							
19	16	63	65	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	226							
19	16	127/2	131/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	227							
19	16	64	66	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	228							
19	16	129/2	133/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	229							
19	16	65	67	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	230							
19	16	131/2	135/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	231							
20	17	66	68	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	232	ornamentShortTrill						
20	17	135/2	139/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	233							
20	17	271/4	279/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	234							
20	17	68	70	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	235							
20	17	69	71	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	236							
20	17	66	68	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	237							
20	17	133/2	137/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	238							
20	17	67	69	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	239							
20	17	135/2	139/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	240							
20	17	68	70	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	241							
20	17	137/2	141/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	242							
20	17	69	71	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	243							
20	17	139/2	143/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	244							
21	18	70	72	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	245							
21	18	72	74	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	246							
21	18	73	75	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	247							
21	18	70	72	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	248							
21	18	141/2	145/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	249							
21	18	71	73	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	250							
21	18	143/2	147/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	251							
21	18	72	74	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	252							
21	18	145/2	149/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	253							
21	18	73	75	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	254							
21	18	147/2	151/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	255							
22	19	74	76	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	256	ornamentShortTrill						
22	19	151/2	155/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	257							
22	19	303/4	311/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	258							
22	19	76	78	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	259							
22	19	153/2	157/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	260							
22	19	77	79	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	261							
22	19	155/2	159/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	262							
22	19	74	76	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	263							
22	19	149/2	153/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	264							
22	19	75	77	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	265							
22	19	151/2	155/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	266							
22	19	76	78	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	267							
22	19	153/2	157/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	268							
22	19	77	79	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	269							
22	19	155/2	159/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	270							
23	20	78	80	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	271							
23	20	157/2	161/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	272							
23	20	79	81	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	273							
23	20	159/2	163/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	274							
23	20	80	82	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	275							
23	20	81	83	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	276							
23	20	78	80	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	277							
23	20	157/2	161/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	278							
23	20	79	81	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	279							
23	20	159/2	163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	280							
23	20	80	82	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	281							
23	20	161/2	165/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	282							
23	20	81	83	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	283							
23	20	163/2	167/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	284							
24	21	82	84	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	285	ornamentShortTrill						
24	21	167/2	171/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	286							
24	21	335/4	343/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	287							
24	21	84	86	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	288							
24	21	169/2	173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	289							
24	21	85	87	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	290							
24	21	171/2	175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	291							
24	21	82	84	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	292							
