mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
2	2	9	9	0.5		3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	31						
2	2	19/2	19/2	0.5		7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	32						
2	2	10	10	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	33						
2	2	6	6	2.0		0	0	Chord	3/2	1	3	1/2		1/2	1	34						
2	2	17/2	17/2	1.5		5/8	5/8	Chord	3/2	1	3	3/8		1/4	3/2	35						
2	2	10	10	2.0		1	1	Chord	3/2	1	3	1/2		1/2	1	36						
2	2	11	11	1.0		5/4	5/4	Chord	3/2	1	4	1/4		1/4	1	37						
2	2	9	9	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	38						
2	2	10	10	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	39						
2	2	6	6	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	40						
2	2	8	8	4.0		1/2	1/2	Chord	3/2	2	2	1		1	1	41						
3	3	12	12	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	42						
3	3	14	14	2.0		1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	43						
3	3	16	16	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	44						
3	3	33/2	33/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	45						
3	3	17	17	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	46						
3	3	35/2	35/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	47						
3	3	25/2	25/2	0.5		1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	48						
3	3	13	13	0.5		1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	49						
3	3	27/2	27/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	50						
3	3	14	14	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	51						
3	3	16	16	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	52						
3	3	12	12	2.0		0	0	Chord	3/2	1	3	1/2		1/2	1	53						
3	3	29/2	29/2	0.5		5/8	5/8	Chord	3/2	1	3	1/8		1/8	1	54						
3	3	15	15	0.5		3/4	3/4	Chord	3/2	1	3	1/8		1/8	1	55						
3	3	31/2	31/2	0.5		7/8	7/8	Chord	3/2	1	3	1/8		1/8	1	56						
3	3	16	16	2.0		1	1	Chord	3/2	1	3	1/2		1/2	1	57						
3	3	12	12	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	58						
3	3	14	14	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	59						
3	3	16	16	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	60						
4	4	18	18	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	61						
4	4	37/2	37/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	62						
4	4	19	19	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	63						
4	4	39/2	39/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	64						
4	4	20	20	0.5		1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	65						
4	4	41/2	41/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	66						
4	4	21	21	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	67						
4	4	43/2	43/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	68						
4	4	22	22	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	69						
4	4	45/2	45/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	70						
4	4	23	23	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	71						
4	4	47/2	47/2	0.25		11/8	11/8	Chord	3/2	1	1	1/16		1/16	1	72						
4	4	95/4	95/4	0.25		23/16	23/16	Chord	3/2	1	1	1/16		1/16	1	73						
4	4	18	18	4.0		0	0	Chord	3/2	1	2	1		1	1	74						
4	4	22	22	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	75						
4	4	18	18	3.0		0	0	Chord	3/2	1	3	3/4		1/2	3/2	76						
4	4	21	21	1.0		3/4	3/4	Chord	3/2	1	3	1/4		1/4	1	77						
4	4	22	22	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	78						
4	4	18	18	4.0		0	0	Chord	3/2	2	2	1		1	1	79						
4	4	22	22	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	80						
5	5	24	24	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	81	ornamentMordent					
5	5	49/2	49/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	82						
5	5	25	25	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	83						
5	5	51/2	51/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	84						
5	5	26	26	2.0		1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	85						
5	5	28	28	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	86						
5	5	57/2	57/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	87						
5	5	29	29	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	88						
5	5	59/2	59/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	89						
5	5	24	24	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	90						
5	5	53/2	53/2	0.5		5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	91						
5	5	27	27	0.5		3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	92						
5	5	55/2	55/2	0.5		7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	93						
5	5	28	28	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	94						
5	5	28	28	2.0		1	1	Chord	3/2	1	3	1/2		1/2	1	95						
5	5	24	24	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	96						
5	5	27	27	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	97						
5	5	28	28	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	98						
5	5	24	24	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	99						
5	5	26	26	4.0		1/2	1/2	Chord	3/2	2	2	1		1	1	100						
6	6	30	30	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	101						
6	6	61/2	61/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	102						
6	6	31	31	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	103						
6	6	63/2	63/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	104						
6	6	32	32	2.0		1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	105						
6	6	34	34	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	106						
6	6	69/2	69/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	107						
6	6	35	35	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	108						
6	6	71/2	71/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	109						
6	6	30	30	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	110						
6	6	65/2	65/2	1.5		5/8	5/8	Chord	3/2	1	2	3/8		1/4	3/2	111						
6	6	34	34	0.5		1	1	Chord	3/2	1	2	1/8		1/8	1	112						
6	6	30	30	2.0		0	0	Chord	3/2	1	3	1/2		1/2	1	113						
6	6	33	33	1.0		3/4	3/4	Chord	3/2	1	3	1/4		1/4	1	114						
6	6	30	30	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	115						
6	6	65/2	65/2	0.5		5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	116						
6	6	33	33	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	117						
6	6	67/2	67/2	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	118						
6	6	30	30	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	119						
6	6	32	32	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	120						
6	6	69/2	69/2	0.5		9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	121						
6	6	35	35	0.5		5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	122						
6	6	71/2	71/2	0.5		11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	123						
7	7	36	36	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	124						
7	7	73/2	73/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	125						
7	7	37	37	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	126						
7	7	75/2	75/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	127						
7	7	38	38	3.0		1/2	1/2	Chord	3/2	1	1	3/4		1/2	3/2	128						
7	7	41	41	1.0		5/4	5/4	Chord	3/2	1	1	1/4		1/4	1	129						
7	7	39	39	1.0		3/4	3/4	Chord	3/2	1	2	1/4		1/4	1	130						
7	7	40	40	0.5		1	1	Chord	3/2	1	2	1/8		1/8	1	131						
7	7	81/2	81/2	0.5		9/8	9/8	Chord	3/2	1	2	1/8		1/8	1	132						
7	7	41	41	0.5		5/4	5/4	Chord	3/2	1	2	1/8		1/8	1	133						
7	7	83/2	83/2	0.5		11/8	11/8	Chord	3/2	1	2	1/8		1/8	1	134						
7	7	77/2	77/2	0.5		5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	135						
7	7	39	39	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	136						
7	7	79/2	79/2	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	137						
7	7	40	40	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	138						
7	7	41	41	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	139						
7	7	36	36	0.5		0	0	Chord	3/2	2	2	1/8		1/8	1	140						
7	7	73/2	73/2	0.5		1/8	1/8	Chord	3/2	2	2	1/8		1/8	1	141						
7	7	37	37	0.5		1/4	1/4	Chord	3/2	2	2	1/8		1/8	1	142						
7	7	75/2	75/2	0.5		3/8	3/8	Chord	3/2	2	2	1/8		1/8	1	143						
7	7	77/2	77/2	0.0		5/8	5/8	Chord	3/2	2	2	0	appoggiatura	1	1	144						
7	7	77/2	77/2	1.5		5/8	5/8	Chord	3/2	2	2	3/8		1/4	3/2	145						
8	8		42	2.0	1	0	0	Chord	3/2	1	1	1/2		1/2	1	146						
8	8		89/2	0.5	1	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	147						
8	8		45	0.5	1	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	148						
8	8		91/2	0.5	1	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	149						
8	8		46	1.5	1	1	1	Chord	3/2	1	1	3/8		1/4	3/2	150						
8	8		95/2	0.5	1	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	151						
8	8		85/2	0.5	1	1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	152						
8	8		43	0.5	1	1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	153						
8	8		87/2	0.5	1	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	154						
8	8		44	2.0	1	1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	155						
8	8		46	2.0	1	1	1	Chord	3/2	1	2	1/2		1/2	1	156						
8	8		85/2	0.5	1	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	157						
8	8		43	0.5	1	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	158						
8	8		87/2	0.5	1	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	159						
8	8		44	2.0	1	1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	160						
8	8		46	2.0	1	1	1	Chord	3/2	2	1	1/2		1/2	1	161						
8	8		42	4.0	1	0	0	Chord	3/2	2	2	1		1	1	162						
8	8		46	0.5	1	1	1	Chord	3/2	2	2	1/8		1/8	1	163						
8	8		93/2	0.5	1	9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	164						
8	8		47	0.5	1	5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	165						
8	8		95/2	0.5	1	11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	166						
9	8	42	48	2.0	2	0	0	Chord	3/2	1	1	1/2		1/2	1	167						
9	8	89/2	101/2	0.5	2	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	168						
9	8	45	51	0.5	2	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	169						
9	8	91/2	103/2	0.5	2	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	170						
9	8	46	52	2.0	2	1	1	Chord	3/2	1	1	1/2		1/2	1	171						
9	8	85/2	97/2	0.5	2	1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	172						
9	8	43	49	0.5	2	1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	173						
9	8	87/2	99/2	0.5	2	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	174						
9	8	44	50	2.0	2	1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	175						
9	8	46	52	2.0	2	1	1	Chord	3/2	1	2	1/2		1/2	1	176						
9	8	85/2	97/2	0.5	2	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	177						
9	8	43	49	0.5	2	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	178						
9	8	87/2	99/2	0.5	2	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	179						
9	8	44	50	2.0	2	1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	180						
9	8	46	52	2.0	2	1	1	Chord	3/2	2	1	1/2		1/2	1	181						
9	8	42	48	4.0	2	0	0	Chord	3/2	2	2	1		1	1	182						
9	8	46	52	2.0	2	1	1	Chord	3/2	2	2	1/2		1/2	1	183						
10	9	48	54	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	184						
10	9	50	56	4.0		1/2	1/2	Chord	3/2	1	1	1		1	1	185						
10	9	99/2	111/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	186						
10	9	50	56	0.5		1/2	1/2	Chord	3/2	1	2	1/8		1/8	1	187						
10	9	101/2	113/2	0.5		5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	188						
10	9	51	57	0.5		3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	189						
10	9	103/2	115/2	0.5		7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	190						
10	9	52	58	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	191						
10	9	97/2	109/2	0.5		1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	192						
10	9	49	55	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	193						
10	9	50	56	4.0		1/2	1/2	Chord	3/2	2	1	1		1	1	194						
10	9	48	54	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	195						
10	9	50	56	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	196						
10	9	52	58	0.5		1	1	Chord	3/2	2	2	1/8		1/8	1	197						
10	9	105/2	117/2	0.5		9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	198						
10	9	53	59	0.5		5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	199						
10	9	107/2	119/2	0.5		11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	200						
11	10	54	60	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	201						
11	10	113/2	125/2	0.0		5/8	5/8	Chord	3/2	1	1	0	appoggiatura	1	1	202						
11	10	113/2	125/2	1.5		5/8	5/8	Chord	3/2	1	1	3/8		1/4	3/2	203						
11	10	58	64	2.0		1	1	Chord	3/2	1	1	1/2		1/2	1	204						
11	10	54	60	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	205						
11	10	113/2	125/2	0.5		5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	206						
11	10	57	63	0.5		3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	207						
11	10	115/2	127/2	0.5		7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	208						
11	10	58	64	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	209						
11	10	54	60	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	210						
11	10	56	62	2.0		1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	211						
11	10	117/2	129/2	0.5		9/8	9/8	Chord	3/2	2	1	1/8		1/8	1	212						
11	10	59	65	0.5		5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	213						
11	10	119/2	131/2	0.5		11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	214						
11	10	54	60	0.5		0	0	Chord	3/2	2	2	1/8		1/8	1	215						
11	10	109/2	121/2	0.5		1/8	1/8	Chord	3/2	2	2	1/8		1/8	1	216						
11	10	55	61	0.5		1/4	1/4	Chord	3/2	2	2	1/8		1/8	1	217						
11	10	111/2	123/2	0.5		3/8	3/8	Chord	3/2	2	2	1/8		1/8	1	218						
11	10	56	62	4.0		1/2	1/2	Chord	3/2	2	2	1		1	1	219						
12	11	60	66	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	220						
12	11	62	68	0.5		1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	221						
12	11	125/2	137/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	222						
12	11	63	69	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	223						
12	11	127/2	139/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	224						
12	11	64	70	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	225						
12	11	129/2	141/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	226						
12	11	65	71	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	227						
12	11	131/2	143/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	228						
12	11	60	66	0.5		0	0	Chord	3/2	1	2	1/8		1/8	1	229						
12	11	121/2	133/2	0.5		1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	230						
12	11	61	67	0.5		1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	231						
12	11	123/2	135/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	232						
12	11	62	68	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	233						
12	11	64	70	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	234						
12	11	60	66	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	235						
12	11	62	68	2.0		1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	236						
12	11	129/2	141/2	0.5		9/8	9/8	Chord	3/2	2	1	1/8		1/8	1	237						
12	11	65	71	0.5		5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	238						
12	11	131/2	143/2	0.5		11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	239						
12	11	60	66	1.0		0	0	Chord	3/2	2	2	1/4		1/4	1	240						
12	11	61	67	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	241						
12	11	62	68	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	242						
12	11	64	70	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	243						
13	12	66	72	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	244						
13	12	133/2	145/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	245						
13	12	67	73	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	246						
13	12	135/2	147/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	247						
13	12	68	74	0.5		1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	248						
13	12	137/2	149/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	249						
13	12	69	75	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	250						
13	12	139/2	151/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	251						
13	12	70	76	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	252						
13	12	141/2	153/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	253						
13	12	71	77	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	254						
13	12	143/2	155/2	0.25		11/8	11/8	Chord	3/2	1	1	1/16		1/16	1	255						
13	12	287/4	311/4	0.25		23/16	23/16	Chord	3/2	1	1	1/16		1/16	1	256						
13	12	66	72	3.0		0	0	Chord	3/2	1	2	3/4		1/2	3/2	257						
13	12	69	75	1.0		3/4	3/4	Chord	3/2	1	2	1/4		1/4	1	258						
13	12	70	76	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	259						
13	12	66	72	4.0		0	0	Chord	3/2	2	1	1		1	1	260						
13	12	70	76	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	261						
13	12	67	73	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	262						
13	12	68	74	1.0		1/2	1/2	Chord	3/2	2	2	1/4		1/4	1	263						
13	12	69	75	1.0		3/4	3/4	Chord	3/2	2	2	1/4		1/4	1	264						
13	12	70	76	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	265						
14	13	72	78	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	266						
14	13	149/2	161/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	267						
14	13	75	81	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	268						
14	13	151/2	163/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	269						
14	13	76	82	2.0		1	1	Chord	3/2	1	1	1/2		1/2	1	270						
14	13	145/2	157/2	0.5		1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	271						
14	13	73	79	0.5		1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	272						
14	13	147/2	159/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	273						
14	13	74	80	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	274						
14	13	153/2	165/2	0.5		9/8	9/8	Chord	3/2	1	2	1/8		1/8	1	275						
14	13	77	83	0.5		5/4	5/4	Chord	3/2	1	2	1/8		1/8	1	276						
14	13	155/2	167/2	0.5		11/8	11/8	Chord	3/2	1	2	1/8		1/8	1	277						
14	13	72	78	3.0		0	0	Chord	3/2	2	2	3/4		1/2	3/2	278						
14	13	75	81	1.0		3/4	3/4	Chord	3/2	2	2	1/4		1/4	1	279						
14	13	76	82	1.0		1	1	Chord	3/2	2	2	1/4		1/4	1	280						
14	13	77	83	1.0		5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	281						
15	14	78	84	1.0		0	0	Chord	3/2	1	1	1/4		1/4	1	282						
15	14	79	85	1.0		1/4	1/4	Chord	3/2	1	1	1/4		1/4	1	283						
15	14	161/2	173/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	284						
15	14	81	87	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	285						
15	14	163/2	175/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	286						
15	14	82	88	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	287						
15	14	165/2	177/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	288						
15	14	83	89	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	289						
15	14	167/2	179/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	290						
15	14	78	84	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	291						
15	14	80	86	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	292						
15	14	83	89	1.0		5/4	5/4	Chord	3/2	1	2	1/4		1/4	1	293						
15	14	157/2	169/2	0.5		1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	294						
15	14	79	85	0.5		1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	295						
15	14	159/2	171/2	0.5		3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	296						
15	14	83	89	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	297						
15	14	78	84	3.0		0	0	Chord	3/2	2	2	3/4		1/2	3/2	298						
15	14	81	87	1.0		3/4	3/4	Chord	3/2	2	2	1/4		1/4	1	299						
15	14	82	88	1.0		1	1	Chord	3/2	2	2	1/4		1/4	1	300						
15	14	83	89	1.0		5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	301						
16	15	84	90	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	302						
