mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
49	46	184	187	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	598						
49	46	369/2	375/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	599						
50	47	185	188	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	600						
50	47	186	189	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	601						
50	47	373/2	379/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	602						
50	47	187	190	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	603						
50	47	375/2	381/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	604						
50	47	188	191	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	605						
50	47	377/2	383/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	606						
50	47	185	188	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	607						
50	47	186	189	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	608						
50	47	187	190	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	609						
50	47	188	191	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	610						
51	48	189	192	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	611						
51	48	379/2	385/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	612						
51	48	190	193	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	613						
51	48	381/2	387/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	614						
51	48	191	194	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	615						
51	48	192	195	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	616						
51	48	189	192	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	617						
51	48	191	194	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	618						
51	48	383/2	389/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	619						
51	48	192	195	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	620						
51	48	385/2	391/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	621						
52	49	193	196	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	622						
52	49	387/2	393/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	623						
52	49	194	197	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	624						
52	49	389/2	395/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	625						
52	49	195	198	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	626						
52	49	391/2	397/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	627						
52	49	196	199	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	628						
52	49	393/2	399/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	629						
52	49	193	196	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	630						
52	49	194	197	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	631						
52	49	196	199	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	632						
53	50	197	200	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	633						
53	50	395/2	401/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	634						
53	50	198	201	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	635						
53	50	397/2	403/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	636						
53	50	199	202	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	637						
53	50	399/2	405/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	638						
53	50	200	203	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	639						
53	50	401/2	407/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	640						
53	50	197	200	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	641						
53	50	198	201	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	642						
53	50	199	202	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	643						
53	50	200	203	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	644						
54	51	201	204	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	645						
54	51	403/2	409/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	646						
54	51	202	205	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	647						
54	51	405/2	411/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	648						
54	51	203	206	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	649						
54	51	407/2	413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	650						
54	51	204	207	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	651						
54	51	409/2	415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	652						
54	51	201	204	1.0		0	0	Chord	2/2	2	2	1/4	1/4	1	653						
54	51	202	205	1.0		1/4	1/4	Chord	2/2	2	2	1/4	1/4	1	654						
54	51	203	206	2.0		1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	655						
55	52	205	208	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	656						
55	52	411/2	417/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	657						
55	52	206	209	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	658						
55	52	413/2	419/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	659						
55	52	207	210	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	660						
55	52	415/2	421/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	661						
55	52	208	211	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	662						
55	52	417/2	423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	663						
55	52	205	208	1.0		0	0	Chord	2/2	2	2	1/4	1/4	1	664						
55	52	206	209	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	665						
55	52	413/2	419/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	666						
55	52	207	210	0.5		1/2	1/2	Chord	2/2	2	2	1/8	1/8	1	667						
55	52	415/2	421/2	0.5		5/8	5/8	Chord	2/2	2	2	1/8	1/8	1	668						
55	52	208	211	0.5		3/4	3/4	Chord	2/2	2	2	1/8	1/8	1	669						
55	52	417/2	423/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8	1/8	1	670						
56	53	209	212	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	671						
56	53	419/2	425/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	672						
56	53	210	213	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	673						
56	53	421/2	427/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	674						
56	53	211	214	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	675						
56	53	423/2	429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	676						
56	53	212	215	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	677						
56	53	425/2	431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	678						
56	53	209	212	1.0		0	0	Chord	2/2	2	2	1/4	1/4	1	679						
56	53	210	213	1.0		1/4	1/4	Chord	2/2	2	2	1/4	1/4	1	680						
56	53	211	214	1.0		1/2	1/2	Chord	2/2	2	2	1/4	1/4	1	681						
56	53	212	215	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	682						
57	54	213	216	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	683						
57	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	684						
57	54	214	217	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	685						
57	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	686						
57	54	215	218	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	687						
57	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	688						
57	54	216	219	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	689						
57	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	690						
57	54	213	216	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	691						
57	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	692						
57	54	214	217	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	693						
57	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	694						
57	54	215	218	0.5		1/2	1/2	Chord	2/2	2	2	1/8	1/8	1	695						
57	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	2	2	1/8	1/8	1	696						
57	54	216	219	0.5		3/4	3/4	Chord	2/2	2	2	1/8	1/8	1	697						
57	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8	1/8	1	698						
58	55	217	220	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	699						
58	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	700						
58	55	219	222	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	701	ornamentTrill					
58	55	441/2	447/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	702						
58	55	217	220	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	703						
58	55	435/2	441/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	704						
58	55	218	221	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	705						
58	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	706						
58	55	219	222	1.0		1/2	1/2	Chord	2/2	2	2	1/4	1/4	1	707						
58	55	220	223	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	708						
59	56	221	224	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	709						
59	56	222	225	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	710						
59	56	223	226	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	711						
59	56	221	224	3.0		0	0	Chord	2/2	2	2	3/4	1/2	3/2	712						
