mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
9	8	31	31	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	105						
9	8	63/2	63/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	106						
9	8	32	32	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	107						
9	8	65/2	65/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	108						
9	8	29	29	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	109						
9	8	30	30	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	110						
9	8	31	31	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	111						
9	8	32	32	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	112						
10	9	33	33	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	113						
10	9	67/2	67/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	114						
10	9	34	34	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	115						
10	9	69/2	69/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	116						
10	9	35	35	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	117						
10	9	71/2	71/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	118						
10	9	36	36	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	119						
10	9	73/2	73/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	120						
10	9	33	33	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	121						
10	9	34	34	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	122						
10	9	35	35	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	123						
10	9	36	36	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	124						
11	10	37	37	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	125						
11	10	75/2	75/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	126						
11	10	38	38	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	127						
11	10	77/2	77/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	128						
11	10	39	39	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	129						
11	10	79/2	79/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	130						
11	10	40	40	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	131						
11	10	81/2	81/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	132						
11	10	37	37	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	133						
11	10	38	38	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	134						
11	10	39	39	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	135						
11	10	40	40	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	136						
12	11	41	41	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	137						
12	11	83/2	83/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	138						
12	11	42	42	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	139						
12	11	85/2	85/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	140						
12	11	43	43	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	141						
12	11	87/2	87/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	142						
12	11	44	44	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	143						
12	11	89/2	89/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	144						
12	11	41	41	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	145						
12	11	42	42	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	146						
12	11	43	43	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	147						
12	11	44	44	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	148						
13	12	45	45	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	149						
13	12	91/2	91/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	150						
13	12	46	46	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	151						
13	12	93/2	93/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	152						
13	12	47	47	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	153						
13	12	95/2	95/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	154						
13	12	48	48	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	155						
13	12	97/2	97/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	156						
13	12	45	45	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	157						
13	12	46	46	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	158						
13	12	47	47	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	159						
13	12	48	48	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	160						
14	13	49	49	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	161						
14	13	99/2	99/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	162						
14	13	50	50	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	163						
14	13	101/2	101/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	164						
14	13	51	51	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	165						
14	13	103/2	103/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	166						
14	13	52	52	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	167						
14	13	105/2	105/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	168						
14	13	49	49	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	169						
14	13	50	50	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	170						
14	13	51	51	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	171						
14	13	52	52	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	172						
15	14	53	53	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	173						
15	14	107/2	107/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	174						
15	14	54	54	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	175						
15	14	109/2	109/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	176						
15	14	55	55	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	177						
15	14	111/2	111/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	178						
15	14	56	56	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	179						
15	14	113/2	113/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	180						
15	14	53	53	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	181						
15	14	54	54	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	182						
15	14	55	55	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	183						
15	14	56	56	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	184						
16	15	57	57	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	185	ornamentShortTrill					
16	15	58	58	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	186						
16	15	117/2	117/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	187						
16	15	59	59	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	188						
16	15	60	60	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	189						
16	15	121/2	121/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	190						
16	15	57	57	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	191						
16	15	115/2	115/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	192						
16	15	58	58	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	193						
16	15	117/2	117/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	194						
16	15	59	59	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	195						
16	15	119/2	119/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	196						
16	15	60	60	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	197						
16	15	121/2	121/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	198						
17	16	61	61	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	199						
17	16	123/2	123/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	200						
17	16	62	62	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	201						
17	16	125/2	125/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	202						
17	16	63	63	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	203						
17	16	127/2	127/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	204						
17	16	64	64	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	205						
17	16	129/2	129/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	206						
17	16	61	61	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	207						
17	16	62	62	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	208						
17	16	63	63	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	209						
17	16	64	64	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	210						
18	17	65	65	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	211						
18	17	131/2	131/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	212						
18	17	66	66	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	213						
18	17	133/2	133/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	214						
18	17	67	67	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	215						
18	17	135/2	135/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	216						
18	17	68	68	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	217						
18	17	137/2	137/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	218						
18	17	65	65	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	219						
18	17	131/2	131/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	220						
18	17	66	66	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	221						
18	17	133/2	133/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	222						
18	17	67	67	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	223						
18	17	135/2	135/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	224						
18	17	68	68	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	225						
18	17	137/2	137/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	226						
19	18	69	69	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	227						
19	18	139/2	139/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	228						
19	18	70	70	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	229						
19	18	141/2	141/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	230						
19	18	71	71	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	231						
19	18	143/2	143/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	232						
19	18	72	72	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	233						
19	18	145/2	145/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	234						
19	18	69	69	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	235						
19	18	70	70	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	236						
19	18	71	71	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	237						
19	18	72	72	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	238						
20	19	73	73	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	239						
20	19	147/2	147/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	240						
20	19	74	74	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	241						
20	19	149/2	149/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	242						
20	19	75	75	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	243						
20	19	151/2	151/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	244						
20	19	76	76	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	245						
20	19	153/2	153/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	246						
20	19	73	73	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	247						
20	19	74	74	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	248						
20	19	75	75	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	249						
20	19	76	76	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	250						
21	20	77	77	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	251						
21	20	155/2	155/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	252						
21	20	78	78	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	253						
21	20	157/2	157/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	254						
21	20	79	79	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	255						
21	20	159/2	159/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	256						
21	20	80	80	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	257						
21	20	161/2	161/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	258						
21	20	77	77	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	259						
21	20	78	78	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	260						
21	20	79	79	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	261						
21	20	80	80	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	262						
22	21	81	81	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	263						
22	21	163/2	163/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	264						
22	21	82	82	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	265						
22	21	165/2	165/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	266						
22	21	83	83	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	267						
22	21	167/2	167/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	268						
22	21	84	84	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	269						
22	21	169/2	169/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	270						
22	21	81	81	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	271						
22	21	82	82	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	272						
22	21	83	83	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	273						
22	21	84	84	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	274						
23	22	85	85	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	275						
23	22	171/2	171/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	276						
23	22	86	86	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	277						
23	22	173/2	173/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	278						
23	22	87	87	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	279						
23	22	175/2	175/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	280						
23	22	88	88	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	281						
23	22	177/2	177/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	282						
23	22	85	85	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	283						
23	22	86	86	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	284						
23	22	87	87	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	285						
23	22	88	88	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	286						
24	23	89	89	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	287						
24	23	90	90	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	288						
24	23	91	91	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	289						
24	23	92	92	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	290	ornamentTrill					
24	23	89	89	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	291						
24	23	90	90	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	292						
24	23	91	91	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	293						
24	23	92	92	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	294						
25	24		93	3.0	1	0	0	Chord	2/2	1	1	3/4	1/2	3/2	295						
25	24		93	0.5	1	0	0	Chord	2/2	2	1	1/8	1/8	1	296						
25	24		187/2	0.5	1	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	297						
