mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
58	56	333/2	339/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	591							
58	56	167	170	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	592	ornamentShortTrill						
58	56	335/2	341/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	593							
58	56	168	171	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	594							
59	57	337/2	343/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	595							
59	57	169	172	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	596							
59	57	339/2	345/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	597							
59	57	170	173	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	598							
59	57	341/2	347/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	599							
59	57	171	174	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	600							
59	57	337/2	343/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	601							
59	57	169	172	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	602							
59	57	339/2	345/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	603							
59	57	170	173	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	604							
59	57	341/2	347/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	605							
59	57	171	174	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	606							
60	58	343/2	349/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	607							
60	58	172	175	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	608							
60	58	345/2	351/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	609							
60	58	173	176	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	610							
60	58	347/2	353/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	611							
60	58	174	177	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	612							
60	58	343/2	349/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	613							
60	58	172	175	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	614							
60	58	345/2	351/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	615							
60	58	173	176	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	616							
60	58	347/2	353/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	617							
60	58	174	177	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	618							
61	59	349/2	355/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	619							
61	59	175	178	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	620							
61	59	351/2	357/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	621							
61	59	176	179	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	622							
61	59	353/2	359/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	623							
61	59	177	180	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	624							
61	59	349/2	355/2	1.0		0	0	Chord	6/8	2	1	1/4	1/4	1	625							
61	59	351/2	357/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	626							
61	59	176	179	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	627							
61	59	177	180	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	628							
62	60	355/2	361/2	1.5		0	0	Chord	6/8	1	1	3/8	1/4	3/2	629							
62	60	180	183	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	630							
62	60	355/2	361/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	631							
62	60	178	181	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	632							
62	60	357/2	363/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	633							
62	60	179	182	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	634							
62	60	359/2	365/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	635							
62	60	180	183	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	636							
63	61	361/2	367/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	637							
63	61	181	184	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	638							
63	61	363/2	369/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	639							
63	61	182	185	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	640							
63	61	365/2	371/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	641							
63	61	183	186	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	642							
63	61	361/2	367/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	643							
63	61	183	186	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	644							
64	62	367/2	373/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	645							
64	62	184	187	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	646							
64	62	369/2	375/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	647							
64	62	185	188	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	648							
64	62	371/2	377/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	649							
64	62	186	189	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	650							
64	62	367/2	373/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	651							
64	62	184	187	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	652							
64	62	369/2	375/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	653							
64	62	185	188	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	654							
64	62	186	189	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	655							
65	63	373/2	379/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	656							
65	63	187	190	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	657							
65	63	375/2	381/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	658							
65	63	188	191	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	659							
65	63	377/2	383/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	660							
65	63	189	192	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	661							
65	63	373/2	379/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	662							
65	63	189	192	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	663							
66	64	379/2	385/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	664							
66	64	190	193	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	665							
66	64	381/2	387/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	666							
66	64	191	194	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	667							
66	64	383/2	389/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	668							
66	64	192	195	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	669							
66	64	379/2	385/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	670							
66	64	190	193	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	671							
66	64	381/2	387/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	672							
66	64	191	194	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	673							
66	64	192	195	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	674							
67	65	385/2	391/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	675							
67	65	193	196	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	676							
67	65	387/2	393/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	677							
67	65	194	197	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	678							
67	65	389/2	395/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	679							
67	65	195	198	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	680							
67	65	385/2	391/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	681							
67	65	194	197	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	682							
68	66	391/2	397/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	683							
68	66	196	199	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	684							
68	66	393/2	399/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	685							
68	66	197	200	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	686							
68	66	395/2	401/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	687							
68	66	198	201	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	688							
68	66	391/2	397/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	689							
68	66	197	200	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	690							
69	67	397/2	403/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	691							
69	67	199	202	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	692							
69	67	399/2	405/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	693							
69	67	200	203	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	694							
69	67	401/2	407/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	695							
69	67	201	204	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	696							
69	67	397/2	403/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	697							
69	67	200	203	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	698							
70	68	403/2	409/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	699							
70	68	202	205	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	700							
70	68	405/2	411/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	701							
70	68	203	206	1.0		3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	702							
70	68	204	207	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	703							
70	68	403/2	409/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	704							
70	68	203	206	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	705							
70	68	407/2	413/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	706							
70	68	204	207	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	707							
71	69	409/2	415/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	708							
71	69	205	208	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	709							
71	69	411/2	417/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	710							
71	69	206	209	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	711							
71	69	413/2	419/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	712							
71	69	207	210	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	713							
71	69	409/2	415/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	714							
71	69	205	208	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	715							
71	69	411/2	417/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	716							
71	69	206	209	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	717							
71	69	413/2	419/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	718							
71	69	207	210	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	719							
72	70	415/2	421/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	720							
72	70	208	211	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	721							
72	70	417/2	423/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	722							
72	70	209	212	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	723							
72	70	419/2	425/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	724							
72	70	210	213	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	725							
72	70	415/2	421/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	726							
72	70	208	211	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	727							
72	70	417/2	423/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	728							
72	70	209	212	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	729							
72	70	419/2	425/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	730							
72	70	210	213	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	731							
73	71	421/2	427/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	732							
73	71	211	214	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	733							
73	71	423/2	429/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	734							
73	71	212	215	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	735							
73	71	425/2	431/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	736							
73	71	213	216	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	737							
73	71	421/2	427/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	738							
73	71	211	214	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	739							
73	71	423/2	429/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	740							
73	71	212	215	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	741							
73	71	425/2	431/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	742							
73	71	213	216	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	743							
74	72	427/2	433/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	744							
74	72	214	217	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	745							
74	72	429/2	435/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	746							
74	72	215	218	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	747							
74	72	431/2	437/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	748							
74	72	216	219	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	749							
74	72	427/2	433/2	0.5		0	0	Chord	6/8	1	2	1/8	1/8	1	750							
74	72	214	217	0.5		1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	751							
74	72	429/2	435/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	752							
74	72	215	218	0.5		3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	753							
74	72	431/2	437/2	0.5		1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	754							
74	72	216	219	0.5		5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	755							
75	73	433/2	439/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	756							
75	73	217	220	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	757							
75	73	435/2	441/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	758							
75	73	218	221	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	759	ornamentShortTrill						
75	73	437/2	443/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	760							
75	73	219	222	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	761							
75	73	433/2	439/2	1.0		0	0	Chord	6/8	1	2	1/4	1/4	1	762							
75	73	435/2	441/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	763							
75	73	218	221	1.0		3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	764							
75	73	219	222	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	765							
76	74		445/2	0.5	1	0	0	Chord	6/8	1	1	1/8	1/8	1	766							
76	74		223	0.5	1	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	767							
76	74		447/2	0.5	1	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	768							
76	74		224	1.0	1	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	769							
76	74		225	0.5	1	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	770							
76	74		445/2	1.5	1	0	0	Chord	6/8	2	1	3/8	1/4	3/2	771							
76	74		224	0.5	1	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	772							
76	74		449/2	0.5	1	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	773							
76	74		225	0.5	1	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	774							
77	35		451/2	1.0	1	0	0	Chord	6/8	1	1	1/4	1/4	1	775							
77	35		453/2	0.5	1	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	776							
77	35		227	0.5	1	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	777							
77	35		455/2	0.5	1	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	778							
77	35		228	0.5	1	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	779							
77	35		451/2	0.5	1	0	0	Chord	6/8	2	1	1/8	1/8	1	780							
77	35		226	0.5	1	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	781							
77	35		453/2	0.5	1	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	782							
77	35		227	1.5	1	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	783							
78	74	439/2	457/2	0.5	2	0	0	Chord	6/8	1	1	1/8	1/8	1	784							
78	74	220	229	0.5	2	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	785							
78	74	441/2	459/2	0.5	2	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	786							
78	74	221	230	1.0	2	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	787							
78	74	222	231	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	788							
78	74	439/2	457/2	1.5	2	0	0	Chord	6/8	2	1	3/8	1/4	3/2	789							
78	74	221	230	0.5	2	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	790							
78	74	443/2	461/2	0.5	2	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	791							
78	74	222	231	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	792							
79	74		463/2	0.5	3	0	0	Chord	6/8	1	1	1/8	1/8	1	793							
79	74		232	0.5	3	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	794							
79	74		465/2	0.5	3	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	795							
79	74		233	1.0	3	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	796							
79	74		463/2	1.5	3	0	0	Chord	6/8	2	1	3/8	1/4	3/2	797							
79	74		233	1.0	3	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	798							
