mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
2	1	15/4	15/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	29		
3	2	17/4	17/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	30		
3	2	9/2	9/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	31		
3	2	37/8	37/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	32		
3	2	19/4	19/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	33		
3	2	5	5	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	34		
3	2	21/4	21/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	35		
3	2	11/2	11/2	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	36		
3	2	45/8	45/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	37		
3	2	23/4	23/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	38		
3	2	6	6	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	39		
3	2	25/4	25/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	40		
3	2	13/2	13/2	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	41		
3	2	53/8	53/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	42		
3	2	27/4	27/4	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	43		
3	2	55/8	55/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	44		
3	2	7	7	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	45		
3	2	29/4	29/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	46		
3	2	31/4	31/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	47		
3	2	17/4	17/4	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	48		
3	2	15/2	15/2	0.5	13/16	13/16	Chord	4/4	1	3	1/8	1/8	1	49		
3	2	8	8	0.25	15/16	15/16	Chord	4/4	1	3	1/16	1/16	1	50		
3	2	17/4	17/4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51		
3	2	21/4	21/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	52		
3	2	23/4	23/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	53		
3	2	25/4	25/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	54		
3	2	17/4	17/4	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	55		
3	2	19/4	19/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	56		
3	2	21/4	21/4	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	57		
3	2	23/4	23/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	58		
3	2	25/4	25/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	59		
3	2	27/4	27/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	60		
3	2	29/4	29/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	61		
3	2	31/4	31/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	62		
4	3	33/4	33/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	63		
4	3	17/2	17/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	64		
4	3	69/8	69/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	65		
4	3	35/4	35/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	66		
4	3	9	9	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	67		
4	3	37/4	37/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	68		
4	3	39/4	39/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	69		
4	3	45/4	45/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	70		
4	3	47/4	47/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	71		
4	3	33/4	33/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	72		
4	3	37/4	37/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	73		
4	3	19/2	19/2	0.5	5/16	5/16	Chord	4/4	1	2	1/8	1/8	1	74		
4	3	10	10	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	75		
4	3	41/4	41/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	76		
4	3	21/2	21/2	0.125	9/16	9/16	Chord	4/4	1	2	1/32	1/32	1	77		
4	3	85/8	85/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32	1/32	1	78		
4	3	43/4	43/4	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	79		
4	3	87/8	87/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	80		
4	3	11	11	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	81		
4	3	23/2	23/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8	1/8	1	82		
4	3	12	12	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	83		
4	3	33/4	33/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	84		
4	3	35/4	35/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	85		
4	3	37/4	37/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	86		
4	3	39/4	39/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	87		
4	3	41/4	41/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	88		
4	3	43/4	43/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	89		
4	3	45/4	45/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	90		
4	3	47/4	47/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	91		
5	4	49/4	49/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	92		
5	4	25/2	25/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	93		
5	4	101/8	101/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	94		
5	4	51/4	51/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	95		
5	4	13	13	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	96		
5	4	53/4	53/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	97		
5	4	55/4	55/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	98		
5	4	61/4	61/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	99		
5	4	63/4	63/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	100		
5	4	49/4	49/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	101		
5	4	53/4	53/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	102		
5	4	27/2	27/2	0.5	5/16	5/16	Chord	4/4	1	2	1/8	1/8	1	103		
5	4	14	14	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	104		
5	4	57/4	57/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	105		
5	4	29/2	29/2	0.125	9/16	9/16	Chord	4/4	1	2	1/32	1/32	1	106		
5	4	117/8	117/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32	1/32	1	107		
5	4	59/4	59/4	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	108		
5	4	119/8	119/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	109		
5	4	15	15	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	110		
5	4	31/2	31/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8	1/8	1	111		
5	4	16	16	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	112		
5	4	49/4	49/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	113		
5	4	51/4	51/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	114		
5	4	53/4	53/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	115		
5	4	55/4	55/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	116		
5	4	57/4	57/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	117		
5	4	59/4	59/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	118		
5	4	61/4	61/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	119		
5	4	63/4	63/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	120		
6	5	65/4	65/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	121		
6	5	33/2	33/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	122		
6	5	133/8	133/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	123		
6	5	67/4	67/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	124		
6	5	69/4	69/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	125		
6	5	71/4	71/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	126		
6	5	73/4	73/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	127		
6	5	37/2	37/2	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	128		
6	5	149/8	149/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	129		
6	5	75/4	75/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	130		
6	5	77/4	77/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	131		
6	5	79/4	79/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132		
6	5	65/4	65/4	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	133		
6	5	17	17	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	134		
6	5	69/4	69/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	135		
6	5	35/2	35/2	0.5	5/16	5/16	Chord	4/4	1	2	1/8	1/8	1	136		
6	5	18	18	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	137		
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	138		
6	5	19	19	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	139		
6	5	77/4	77/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	140		
6	5	39/2	39/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8	1/8	1	141		
6	5	20	20	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	142		
6	5	65/4	65/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	143		
6	5	67/4	67/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	144		
6	5	69/4	69/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	145		
6	5	71/4	71/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	146		
6	5	73/4	73/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	147		
6	5	75/4	75/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	148		
6	5	77/4	77/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	149		
6	5	79/4	79/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	150		
7	6	81/4	81/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	151		
7	6	41/2	41/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	152		
7	6	165/8	165/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	153		
7	6	83/4	83/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	154		
7	6	21	21	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	155		
7	6	85/4	85/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	156		
7	6	87/4	87/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	157		
7	6	89/4	89/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	158		
7	6	45/2	45/2	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	159		
7	6	181/8	181/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	160		
7	6	91/4	91/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	161		
7	6	23	23	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	162		
7	6	93/4	93/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	163		
7	6	95/4	95/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	164		
7	6	81/4	81/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	165		
7	6	43/2	43/2	0.5	5/16	5/16	Chord	4/4	1	2	1/8	1/8	1	166		
7	6	22	22	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	167		
7	6	89/4	89/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	168		
7	6	47/2	47/2	0.25	13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	169		
7	6	95/4	95/4	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	170		
7	6	24	24	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	171		
7	6	81/4	81/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	172		
7	6	83/4	83/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	173		
7	6	85/4	85/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	174		
7	6	87/4	87/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	175		
7	6	89/4	89/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	176		
7	6	91/4	91/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	177		
7	6	95/4	95/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	178		
8	7	97/4	97/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	179		
8	7	49/2	49/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	180		
8	7	197/8	197/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	181		
8	7	99/4	99/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	182		
8	7	25	25	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	183		
8	7	101/4	101/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	184		
8	7	103/4	103/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	185		
8	7	105/4	105/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	186		
8	7	27	27	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	187		
8	7	109/4	109/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	188		
8	7	55/2	55/2	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	189		
8	7	221/8	221/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	190		
8	7	111/4	111/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	191		
8	7	97/4	97/4	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	192		
8	7	51/2	51/2	0.5	5/16	5/16	Chord	4/4	1	3	1/8	1/8	1	193		
8	7	26	26	0.25	7/16	7/16	Chord	4/4	1	3	1/16	1/16	1	194		
8	7	105/4	105/4	0.25	1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	195		
8	7	53/2	53/2	0.125	9/16	9/16	Chord	4/4	1	3	1/32	1/32	1	196		
8	7	213/8	213/8	0.125	19/32	19/32	Chord	4/4	1	3	1/32	1/32	1	197		
8	7	107/4	107/4	0.5	5/8	5/8	Chord	4/4	1	3	1/8	1/8	1	198		
8	7	109/4	109/4	0.75	3/4	3/4	Chord	4/4	1	3	3/16	1/8	3/2	199		
8	7	28	28	0.25	15/16	15/16	Chord	4/4	1	3	1/16	1/16	1	200		
8	7	97/4	97/4	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	201		
8	7	99/4	99/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	202		
8	7	103/4	103/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	203		
8	7	105/4	105/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	204		
8	7	107/4	107/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	205		
8	7	109/4	109/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	206		
8	7	111/4	111/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	207		
9	8	113/4	113/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	208		
9	8	57/2	57/2	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	209		
9	8	229/8	229/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	210		
9	8	115/4	115/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	211		
9	8	117/4	117/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	212		
9	8	59/2	59/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	213		
9	8	119/4	119/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	214		
9	8	30	30	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	215		
9	8	121/4	121/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	216		
9	8	125/4	125/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	217		
9	8	123/4	123/4	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	218		
9	8	125/4	125/4	0.75	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	219		
9	8	113/4	113/4	0.75	0	0	Chord	4/4	1	3	3/16	1/8	3/2	220		
9	8	29	29	0.25	3/16	3/16	Chord	4/4	1	3	1/16	1/16	1	221		
9	8	117/4	117/4	1.0	1/4	1/4	Chord	4/4	1	3	1/4	1/4	1	222		
9	8	121/4	121/4	0.25	1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	223		
9	8	61/2	61/2	0.125	9/16	9/16	Chord	4/4	1	3	1/32	1/32	1	224		
9	8	245/8	245/8	0.125	19/32	19/32	Chord	4/4	1	3	1/32	1/32	1	225		
9	8	123/4	123/4	0.125	5/8	5/8	Chord	4/4	1	3	1/32	1/32	1	226		
9	8	247/8	247/8	0.125	21/32	21/32	Chord	4/4	1	3	1/32	1/32	1	227		
9	8	31	31	0.25	11/16	11/16	Chord	4/4	1	3	1/16	1/16	1	228		
9	8	125/4	125/4	0.75	3/4	3/4	Chord	4/4	1	3	3/16	1/8	3/2	229		
9	8	125/4	125/4	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	230		
9	8	113/4	113/4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	231		
9	8	121/4	121/4	1.75	1/2	1/2	Chord	4/4	2	2	7/16	1/4	7/4	232		
10	8	32	32	0.25	0	15/16	Chord	4/4	1	2	1/16	1/16	1	233		
11	9	67/2	67/2	0.5	5/16	5/16	Chord	4/4	1	1	1/8	1/8	1	234		
11	9	34	34	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	235		
11	9	69/2	69/2	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	236		
11	9	277/8	277/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	237		
11	9	139/4	139/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	238		
11	9	35	35	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	239		
11	9	141/4	141/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	240		
11	9	71/2	71/2	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	241		
11	9	285/8	285/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	242		
11	9	143/4	143/4	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	243		
11	9	287/8	287/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	244		
11	9	36	36	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	245		
11	9	129/4	129/4	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	246		
11	9	65/2	65/2	0.125	1/16	1/16	Chord	4/4	1	2	1/32	1/32	1	247		
11	9	261/8	261/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32	1/32	1	248		
11	9	131/4	131/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	249		
11	9	33	33	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	250		
11	9	133/4	133/4	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	251		
11	9	135/4	135/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	252		
11	9	137/4	137/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	253		
11	9	129/4	129/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	254		
11	9	135/4	135/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	255		
11	9	137/4	137/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	256		
11	9	129/4	129/4	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	257		
11	9	131/4	131/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	258		
11	9	135/4	135/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	259		
11	9	137/4	137/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	260		
11	9	139/4	139/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	261		
11	9	143/4	143/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	262		
12	10	75/2	75/2	0.5	5/16	5/16	Chord	4/4	1	1	1/8	1/8	1	263		
12	10	38	38	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	264		
12	10	77/2	77/2	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	265		
12	10	309/8	309/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	266		
12	10	155/4	155/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	267		
12	10	39	39	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	268		
12	10	73/2	73/2	0.125	1/16	1/16	Chord	4/4	1	2	1/32	1/32	1	269		
12	10	293/8	293/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32	1/32	1	270		
12	10	147/4	147/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	271		
12	10	37	37	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	272		
12	10	149/4	149/4	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	273		
12	10	151/4	151/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	274		
12	10	153/4	153/4	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	275		
12	10	157/4	157/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	276		
12	10	79/2	79/2	0.125	13/16	13/16	Chord	4/4	1	2	1/32	1/32	1	277		
12	10	317/8	317/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32	1/32	1	278		
12	10	159/4	159/4	0.125	7/8	7/8	Chord	4/4	1	2	1/32	1/32	1	279		
12	10	319/8	319/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32	1/32	1	280		
12	10	40	40	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	281		
12	10	159/4	159/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	282		
12	10	145/4	145/4	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	283		
