mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	9	9	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	33							
4	4	19/2	19/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	34							
4	4	10	10	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	35							
4	4	21/2	21/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	36							
4	4	11	11	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	37							
4	4	9	9	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	38							
4	4	11	11	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	39							
4	4	23/2	23/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	40							
5	5	12	12	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	41							
5	5	25/2	25/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	42							
5	5	13	13	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	43							
5	5	27/2	27/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	44							
5	5	14	14	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	45							
5	5	29/2	29/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	46							
5	5	12	12	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	47							
5	5	13	13	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	48							
5	5	27/2	27/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	49							
5	5	14	14	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	50							
5	5	29/2	29/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	51							
5	5	12	12	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	52							
6	6	15	15	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	53							
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	54							
6	6	16	16	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	55							
6	6	33/2	33/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	56							
6	6	17	17	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	57							
6	6	35/2	35/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	58							
6	6	15	15	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	59							
6	6	16	16	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	60	ornamentTrill						
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	61							
6	6	15	15	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	62							
6	6	16	16	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	63							
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	64							
7	7	18	18	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	65							
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	66							
7	7	19	19	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	67							
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	68							
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	69							
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	70							
7	7	18	18	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	71							
7	7	19	19	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	72							
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	73							
7	7	18	18	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	74							
7	7	19	19	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	75							
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	76							
8	8		21	2.0	1	0	0	Chord	3/4	1	1	1/2	1/2	1	77							
8	8		21	1.0	1	0	0	Chord	3/4	2	1	1/4	1/4	1	78							
8	8		21	1.0	1	0	0	Chord	3/4	2	2	1/4	1/4	1	79							
8	8		22	0.5	1	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	80							
8	8		45/2	0.5	1	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	81							
8	8		23	0.5	1	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	82							
8	8		47/2	0.5	1	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	83							
9	8	21	24	3.0	2	0	0	Chord	3/4	1	1	3/4	1/2	3/2	84							
9	8	21	24	3.0	2	0	0	Chord	3/4	2	1	3/4	1/2	3/2	85							
9	8	21	24	3.0	2	0	0	Chord	3/4	2	2	3/4	1/2	3/2	86							
10	9	24	27	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	87							
10	9	25	28	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	88	ornamentTrill						
10	9	26	29	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	89							
10	9	24	27	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	90							
10	9	24	27	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	91							
10	9	49/2	55/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	92							
10	9	25	28	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	93							
10	9	51/2	57/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	94							
10	9	26	29	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	95							
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	96							
11	10	27	30	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	97							
11	10	28	31	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	98							
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	99							
11	10	29	32	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	100							
11	10	27	30	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	101							
11	10	27	30	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	102							
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	103							
11	10	28	31	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	104							
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	105							
11	10	29	32	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	106							
11	10	59/2	65/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	107							
12	11	30	33	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	108							
12	11	61/2	67/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	109							
12	11	31	34	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	110							
12	11	63/2	69/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	111							
12	11	32	35	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	112							
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	113							
12	11	30	33	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	114							
12	11	30	33	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	115							
12	11	31	34	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	116	ornamentTremblement						
12	11	65/2	71/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	117							
12	11	131/4	143/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	118							
13	12	33	36	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	119							
13	12	67/2	73/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	120							
13	12	34	37	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	121							
13	12	69/2	75/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	122							
13	12	35	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	123							
13	12	33	36	2.0		0	0	Chord	3/4	1	2	1/2	1/2	1	124							
13	12	35	38	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	125							
13	12	71/2	77/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	126							
13	12	33	36	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	127							
13	12	34	37	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	128							
13	12	35	38	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	129							
14	13	36	39	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	130							
14	13	36	39	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	131							
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	132							
14	13	37	40	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	133							
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	134							
14	13	38	41	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	135							
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	136							
14	13	36	39	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	137							
14	13	37	40	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	138							
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	139							
14	13	38	41	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	140							
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	141							
15	14	39	42	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	142							
15	14	39	42	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	143							
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	144							
15	14	40	43	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	145							
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	146							
15	14	41	44	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	147							
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	148							
15	14	39	42	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	149							
15	14	40	43	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	150							
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	151							
15	14	41	44	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	152							
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	153							
16	15	42	45	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	154							
16	15	43	46	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	155							
16	15	44	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	156							
16	15	42	45	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	157							
16	15	43	46	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	158							
16	15	87/2	93/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	159							
16	15	44	47	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	160							
16	15	89/2	95/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	161							
16	15	42	45	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	162							
16	15	43	46	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	163							
16	15	44	47	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	164							
17	16	45	48	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	165							
17	16	91/2	97/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	166							
17	16	46	49	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	167							
17	16	93/2	99/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	168							
17	16	47	50	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	169							
17	16	95/2	101/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	170							
17	16	45	48	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	171							
17	16	45	48	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	172							
17	16	46	49	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	173							
17	16	47	50	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	174							
18	17	48	51	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	175							
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	176							
18	17	49	52	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	177							
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	178							
18	17	50	53	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	179							
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	180							
18	17	49	52	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	181							
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	182							
18	17	50	53	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	183							
18	17	48	51	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	184							
18	17	49	52	1.5		1/4	1/4	Chord	3/4	2	2	3/8	1/4	3/2	185							
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	186							
19	18	51	54	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	187							
19	18	103/2	109/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	188							
19	18	52	55	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	189							
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	190							
19	18	53	56	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	191							
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	192							
19	18	52	55	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	193							
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	194							
19	18	53	56	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	195							
19	18	51	54	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	196							
19	18	103/2	109/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	197							
19	18	52	55	1.5		1/4	1/4	Chord	3/4	2	2	3/8	1/4	3/2	198							
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	199							
20	19	54	57	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	200							
20	19	109/2	115/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	201							
20	19	55	58	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	202							
20	19	111/2	117/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	203							
20	19	56	59	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	204							
20	19	113/2	119/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	205							
20	19	55	58	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	206							
20	19	56	59	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	207							
20	19	54	57	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	208							
20	19	109/2	115/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	209							
20	19	55	58	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	210							
20	19	56	59	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	211							
21	20	57	60	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	212							
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	213							
21	20	58	61	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	214							
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	215							
21	20	59	62	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	216							
21	20	119/2	125/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	217							
21	20	57	60	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	218							
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	219							
21	20	58	61	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	220							
21	20	59	62	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	221							
21	20	57	60	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	222							
21	20	58	61	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	223							
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	224							
21	20	59	62	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	225							
21	20	119/2	125/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	226							
22	21	60	63	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	227							
22	21	60	63	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	228							
22	21	61	64	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	229	ornamentTrill						
22	21	62	65	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	230							
22	21	60	63	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	231							
22	21	121/2	127/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	232							
22	21	61	64	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	233							
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	234							
22	21	62	65	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	235							
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	236							
23	22	63	66	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	237							
23	22	63	66	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	238							
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	239							
23	22	64	67	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	240							
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	241							
23	22	65	68	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	242							
23	22	63	66	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	243							
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	244							
23	22	64	67	0.5		1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	245							
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	246							
23	22	65	68	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	247							
23	22	131/2	137/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	248							
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	249							
24	23	67	70	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	250							
24	23	135/2	141/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	251							
24	23	68	71	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	252							
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	253							
24	23	66	69	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	254							
24	23	67	70	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	255							
24	23	68	71	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	256							
24	23	66	69	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	257							
24	23	67	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	258							
24	23	68	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	259							
25	24	69	72	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	260							
25	24	69	72	3.0		0	0	Chord	3/4	1	2	3/4	1/2	3/2	261							
25	24	69	72	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	262							
25	24	69	72	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	263							
