mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
6	5	20	20	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	87							
6	5	41/2	41/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	88							
6	5	21	21	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	89							
6	5	43/2	43/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	90							
7	6	22	22	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	91							
7	6	47/2	47/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	92							
7	6	95/4	95/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	93							
7	6	24	24	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	94							
7	6	49/2	49/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	95							
7	6	25	25	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	96							
7	6	51/2	51/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	97							
7	6	22	22	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	98							
7	6	24	24	2.0		1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	99							
7	6	22	22	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	100							
7	6	45/2	45/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	101							
7	6	23	23	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	102							
7	6	47/2	47/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	103							
7	6	24	24	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	104							
7	6	49/2	49/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	105							
7	6	25	25	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	106							
7	6	51/2	51/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	107							
8	7	26	26	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	108							
8	7	53/2	53/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	109							
8	7	27	27	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	110							
8	7	55/2	55/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	111							
8	7	28	28	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	112	ornamentShortTrill						
8	7	59/2	59/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	113							
8	7	119/4	119/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	114							
8	7	26	26	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	115							
8	7	27	27	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	116							
8	7	28	28	2.0		1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	117							
8	7	26	26	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	118							
8	7	53/2	53/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	119							
8	7	27	27	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	120							
8	7	55/2	55/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	121							
8	7	28	28	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	122							
8	7	57/2	57/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	123							
8	7	29	29	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	124							
8	7	59/2	59/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	125							
9	8		30	2.0	1	0	0	Chord	2/2	1	1	1/2	1/2	1	126							
9	8		30	2.0	1	0	0	Chord	2/2	1	2	1/2	1/2	1	127							
9	8		30	0.5	1	0	0	Chord	2/2	2	1	1/8	1/8	1	128							
9	8		61/2	0.5	1	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	129							
9	8		31	0.5	1	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	130							
9	8		63/2	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	131							
10	8	30	32	2.0	2	0	0	Chord	2/2	1	1	1/2	1/2	1	132							
10	8	30	32	2.0	2	0	0	Chord	2/2	1	2	1/2	1/2	1	133							
10	8	30	32	2.0	2	0	0	Chord	2/2	2	1	1/2	1/2	1	134							
11	8	32	34	1.0		0	1/2	Chord	2/2	1	1	1/4	1/4	1	135							
11	8	33	35	1.0		1/4	3/4	Chord	2/2	1	1	1/4	1/4	1	136							
11	8	32	34	1.0		0	1/2	Chord	2/2	1	2	1/4	1/4	1	137							
11	8	33	35	1.0		1/4	3/4	Chord	2/2	1	2	1/4	1/4	1	138							
11	8	32	34	0.5		0	1/2	Chord	2/2	2	1	1/8	1/8	1	139							
11	8	65/2	69/2	0.5		1/8	5/8	Chord	2/2	2	1	1/8	1/8	1	140							
11	8	33	35	0.5		1/4	3/4	Chord	2/2	2	1	1/8	1/8	1	141							
11	8	67/2	71/2	0.5		3/8	7/8	Chord	2/2	2	1	1/8	1/8	1	142							
12	9	34	36	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	143	ornamentShortTrill						
12	9	71/2	75/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	144							
12	9	143/4	151/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	145							
12	9	36	38	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	146							
12	9	37	39	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	147							
12	9	34	36	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	148							
12	9	36	38	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	149							
12	9	37	39	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	150							
12	9	34	36	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	151							
12	9	69/2	73/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	152							
12	9	35	37	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	153							
12	9	71/2	75/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	154							
12	9	36	38	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	155							
12	9	73/2	77/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	156							
12	9	37	39	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	157							
12	9	75/2	79/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	158							
13	10	38	40	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	159							
13	10	40	42	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	160							
13	10	41	43	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	161							
13	10	38	40	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	162							
13	10	40	42	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	163							
13	10	41	43	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	164							
13	10	38	40	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	165							
13	10	77/2	81/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	166							
13	10	39	41	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	167							
13	10	79/2	83/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	168							
13	10	40	42	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	169							
13	10	81/2	85/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	170							
13	10	41	43	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	171							
13	10	83/2	87/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	172							
14	11	42	44	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	173							
14	11	87/2	91/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	174							
14	11	175/4	183/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	175							
14	11	44	46	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	176							
14	11	89/2	93/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	177							
14	11	45	47	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	178							
14	11	91/2	95/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	179							
14	11	42	44	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	180							
14	11	44	46	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	181							
14	11	45	47	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	182							
14	11	42	44	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	183							
14	11	85/2	89/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	184							
14	11	43	45	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	185							
14	11	87/2	91/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	186							
14	11	44	46	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	187							
14	11	89/2	93/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	188							
14	11	45	47	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	189							
14	11	91/2	95/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	190							
15	12	46	48	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	191							
15	12	47	49	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	192							
15	12	48	50	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	193							
15	12	49	51	0.25		3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	194							
15	12	197/4	205/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	195							
15	12	99/2	103/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	196							
15	12	46	48	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	197							
15	12	47	49	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	198							
15	12	48	50	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	199							
15	12	49	51	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	200							
15	12	46	48	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	201							
15	12	93/2	97/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	202							
15	12	47	49	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	203							
15	12	95/2	99/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	204							
15	12	48	50	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	205							
15	12	97/2	101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	206							
15	12	49	51	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	207							
15	12	99/2	103/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	208							
16	13	50	52	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	209							
16	13	103/2	107/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	210							
16	13	207/4	215/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	211							
16	13	52	54	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	212							
16	13	53	55	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	213							
16	13	50	52	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	214							
16	13	52	54	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	215							
16	13	53	55	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	216							
16	13	50	52	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	217							
16	13	101/2	105/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	218							
16	13	51	53	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	219							
16	13	103/2	107/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	220							
16	13	52	54	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	221							
16	13	105/2	109/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	222							
16	13	53	55	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	223							
16	13	107/2	111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	224							
17	14	54	56	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	225							
17	14	111/2	115/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	226							
17	14	223/4	231/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	227							
17	14	56	58	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	228							
17	14	113/2	117/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	229							
17	14	57	59	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	230							
17	14	115/2	119/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	231							
17	14	54	56	4.0		0	0	Chord	2/2	1	2	1	1	1	232							
17	14	54	56	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	233							
17	14	109/2	113/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	234							
17	14	55	57	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	235							
17	14	111/2	115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	236							
17	14	56	58	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	237							
17	14	57	59	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	238							
18	15	58	60	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	239							
18	15	117/2	121/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	240							
18	15	59	61	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	241							
18	15	119/2	123/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	242							
18	15	60	62	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	243							
18	15	121/2	125/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	244							
18	15	61	63	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	245							
18	15	123/2	127/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	246							
18	15	58	60	4.0		0	0	Chord	2/2	1	2	1	1	1	247							
18	15	58	60	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	248							
18	15	59	61	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	249							
18	15	60	62	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	250							
18	15	61	63	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	251							
19	16	62	64	4.0		0	0	Chord	2/2	1	1	1	1	1	252							
19	16	62	64	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	253							
19	16	125/2	129/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	254							
19	16	63	65	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	255							
19	16	127/2	131/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	256							
19	16	64	66	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	257							
19	16	129/2	133/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	258							
19	16	65	67	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	259							
19	16	131/2	135/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	260							
19	16	62	64	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	261							
19	16	63	65	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	262							
19	16	64	66	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	263							
19	16	65	67	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	264							
20	17	66	68	4.0		0	0	Chord	2/2	1	1	1	1	1	265							
20	17	66	68	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	266							
20	17	133/2	137/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	267							
20	17	67	69	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	268							
20	17	135/2	139/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	269							
20	17	68	70	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	270							
20	17	137/2	141/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	271							
20	17	69	71	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	272							
20	17	139/2	143/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	273							
20	17	66	68	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	274							
20	17	67	69	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	275							
20	17	68	70	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	276							
20	17	69	71	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	277							
21	18	70	72	4.0		0	0	Chord	2/2	1	1	1	1	1	278							
21	18	70	72	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	279							
21	18	141/2	145/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	280							
21	18	71	73	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	281							
21	18	143/2	147/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	282							
21	18	72	74	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	283							
21	18	145/2	149/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	284							
21	18	73	75	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	285							
21	18	147/2	151/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	286							
21	18	70	72	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	287							
21	18	71	73	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	288							
21	18	72	74	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	289							
21	18	73	75	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	290							
22	19	74	76	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	291							
22	19	149/2	153/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	292							
22	19	75	77	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	293							
22	19	151/2	155/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	294							
22	19	76	78	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	295							
22	19	153/2	157/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	296							
22	19	77	79	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	297							
