mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
6	5	25/2	25/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	58						
6	5	27/2	27/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	59						
6	5	83/6	83/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	60						
6	5	85/6	85/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	61						
6	5	29/2	29/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	62						
6	5	89/6	89/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	63						
6	5	91/6	91/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	64						
6	5	25/2	25/2	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	65						
6	5	77/6	77/6	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	66						
6	5	79/6	79/6	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	67						
6	5	27/2	27/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	68						
6	5	57/4	57/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	69						
6	5	29/2	29/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	70						
6	5	61/4	61/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	71						
7	6	31/2	31/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	72						
7	6	95/6	95/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	73						
7	6	97/6	97/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	74						
7	6	33/2	33/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	75						
7	6	101/6	101/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	76						
7	6	103/6	103/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	77						
7	6	35/2	35/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	78						
7	6	107/6	107/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	79						
7	6	109/6	109/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	80						
7	6	31/2	31/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	81						
7	6	65/4	65/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	82						
7	6	33/2	33/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	83						
7	6	69/4	69/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	84						
7	6	35/2	35/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	85						
7	6	73/4	73/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	86						
8	7	37/2	37/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	87						
8	7	39/2	39/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	88						
8	7	119/6	119/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	89						
8	7	121/6	121/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	90						
8	7	41/2	41/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	91						
8	7	125/6	125/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	92						
8	7	127/6	127/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	93						
8	7	37/2	37/2	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	94						
8	7	113/6	113/6	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	95						
8	7	115/6	115/6	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	96						
8	7	39/2	39/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	97						
8	7	81/4	81/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	98						
8	7	41/2	41/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	99						
8	7	85/4	85/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	100						
9	8	43/2	43/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	101						
9	8	131/6	131/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	102						
9	8	133/6	133/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	103						
9	8	45/2	45/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	104						
9	8	137/6	137/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	105						
9	8	139/6	139/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	106						
9	8	47/2	47/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	107						
9	8	143/6	143/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	108						
9	8	145/6	145/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	109						
9	8	43/2	43/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	110						
9	8	45/2	45/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	111						
9	8	93/4	93/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	112						
9	8	47/2	47/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	113						
9	8	97/4	97/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	114						
10	9	49/2	49/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	115						
10	9	149/6	149/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	116						
10	9	151/6	151/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	117						
10	9	51/2	51/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	118						
10	9	155/6	155/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	119						
10	9	157/6	157/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	120						
10	9	53/2	53/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	121						
10	9	161/6	161/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	122						
10	9	163/6	163/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	123						
10	9	49/2	49/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	124						
10	9	51/2	51/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	125						
10	9	105/4	105/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	126						
10	9	53/2	53/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	127						
10	9	109/4	109/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	128						
11	10	55/2	55/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	129						
11	10	167/6	167/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	130						
11	10	169/6	169/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	131						
11	10	57/2	57/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	132						
11	10	173/6	173/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	133						
11	10	175/6	175/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	134						
11	10	59/2	59/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	135						
11	10	179/6	179/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	136						
11	10	181/6	181/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	137						
11	10	55/2	55/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	138						
11	10	57/2	57/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	139						
11	10	117/4	117/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	140						
11	10	59/2	59/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	141						
11	10	121/4	121/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	142						
12	11	61/2	61/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	143						
12	11	185/6	185/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	144						
12	11	187/6	187/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	145						
12	11	63/2	63/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	146						
12	11	191/6	191/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	147						
12	11	193/6	193/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	148						
12	11	65/2	65/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	149						
12	11	197/6	197/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	150						
12	11	199/6	199/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	151						
12	11	61/2	61/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	152						
12	11	125/4	125/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	153						
12	11	63/2	63/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	154						
12	11	129/4	129/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	155						
12	11	65/2	65/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	156						
12	11	133/4	133/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	157						
13	12	67/2	67/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	158						
13	12	203/6	203/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	159						
13	12	205/6	205/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	160						
13	12	69/2	69/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	161						
13	12	209/6	209/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	162						
13	12	211/6	211/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	163						
13	12	71/2	71/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	164	ornamentShortTrill					
13	12	145/4	145/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	165						
13	12	67/2	67/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	166						
13	12	137/4	137/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	167						
13	12	69/2	69/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	168						
13	12	141/4	141/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	169						
13	12	71/2	71/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	170						
13	12	145/4	145/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	171						
14	13	73/2	73/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	172						
14	13	75/2	75/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	173						
14	13	227/6	227/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	174						
14	13	229/6	229/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	175						
14	13	77/2	77/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	176						
14	13	233/6	233/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	177						
14	13	235/6	235/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	178						
14	13	73/2	73/2	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	179						
14	13	221/6	221/6	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	180						
14	13	223/6	223/6	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	181						
14	13	75/2	75/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	182						
14	13	153/4	153/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	183						
14	13	77/2	77/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	184						
14	13	157/4	157/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	185						
15	14	79/2	79/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	186						
15	14	239/6	239/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	187						
15	14	241/6	241/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	188						
15	14	81/2	81/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	189						
15	14	245/6	245/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	190						
15	14	247/6	247/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	191						
15	14	83/2	83/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	192						
15	14	251/6	251/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	193						
15	14	253/6	253/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	194						
15	14	79/2	79/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	195						
15	14	161/4	161/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	196						
15	14	81/2	81/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	197						
15	14	165/4	165/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	198						
15	14	83/2	83/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	199						
15	14	169/4	169/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	200						
16	15	85/2	85/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	201						
16	15	257/6	257/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	202						
16	15	259/6	259/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	203						
16	15	87/2	87/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	204						
16	15	263/6	263/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	205						
16	15	265/6	265/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	206						
16	15	89/2	89/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	207						
16	15	269/6	269/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	208						
16	15	271/6	271/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	209						
16	15	85/2	85/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	210						
16	15	173/4	173/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	211						
16	15	87/2	87/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	212						
16	15	177/4	177/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	213						
16	15	89/2	89/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	214						
16	15	181/4	181/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	215						
17	16	91/2	91/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	216						
17	16	275/6	275/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	217						
17	16	277/6	277/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	218						
17	16	93/2	93/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	219						
17	16	95/2	95/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	220						
17	16	91/2	91/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	221						
17	16	281/6	281/6	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	222						
17	16	283/6	283/6	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	223						
17	16	95/2	95/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	224						
18	16	48	48	0.5	0	5/8	Chord	3/4	1	1	1/8	1/8	1	225						
19	17	97/2	97/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	226						
19	17	99/2	99/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	227						
19	17	299/6	299/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	228						
19	17	301/6	301/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	229						
19	17	101/2	101/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	230						
19	17	305/6	305/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	231						
19	17	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	232						
19	17	97/2	97/2	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	233						
19	17	293/6	293/6	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	234						
19	17	295/6	295/6	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	235						
19	17	99/2	99/2	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	236						
19	17	299/6	299/6	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	237						
19	17	301/6	301/6	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	238						
19	17	101/2	101/2	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	239						
19	17	305/6	305/6	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	240						
19	17	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	241						
20	18	103/2	103/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	242						
20	18	311/6	311/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	243						
20	18	313/6	313/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	244						
20	18	105/2	105/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	245						
20	18	107/2	107/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	246						
20	18	323/6	323/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	247						
20	18	325/6	325/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	248						
20	18	103/2	103/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	249						
20	18	105/2	105/2	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	250						
20	18	317/6	317/6	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	251						
20	18	319/6	319/6	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	252						
20	18	107/2	107/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	253						
20	18	217/4	217/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	254						
21	19	109/2	109/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	255						
21	19	329/6	329/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	256						
