mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
6	5	61/2	61/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	66							
6	5	57/2	57/2	2.0	3/4	3/4	Chord	6/4	1	2	1/2		1/2	1	67							
6	5	103/4	103/4	0.25	1/16	1/16	Chord	6/4	2	1	1/16		1/16	1	68							
6	5	26	26	0.25	1/8	1/8	Chord	6/4	2	1	1/16		1/16	1	69							
6	5	105/4	105/4	0.25	3/16	3/16	Chord	6/4	2	1	1/16		1/16	1	70							
6	5	53/2	53/2	0.25	1/4	1/4	Chord	6/4	2	1	1/16		1/16	1	71							
6	5	107/4	107/4	0.25	5/16	5/16	Chord	6/4	2	1	1/16		1/16	1	72							
6	5	27	27	0.25	3/8	3/8	Chord	6/4	2	1	1/16		1/16	1	73							
6	5	109/4	109/4	0.25	7/16	7/16	Chord	6/4	2	1	1/16		1/16	1	74							
6	5	55/2	55/2	0.25	1/2	1/2	Chord	6/4	2	1	1/16		1/16	1	75							
6	5	111/4	111/4	0.25	9/16	9/16	Chord	6/4	2	1	1/16		1/16	1	76							
6	5	28	28	0.25	5/8	5/8	Chord	6/4	2	1	1/16		1/16	1	77							
6	5	113/4	113/4	0.25	11/16	11/16	Chord	6/4	2	1	1/16		1/16	1	78							
6	5	57/2	57/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	79							
6	5	59/2	59/2	0.25	1	1	Chord	6/4	2	1	1/16		1/16	1	80							
6	5	119/4	119/4	0.25	17/16	17/16	Chord	6/4	2	1	1/16		1/16	1	81							
6	5	30	30	0.25	9/8	9/8	Chord	6/4	2	1	1/16		1/16	1	82							
6	5	121/4	121/4	0.25	19/16	19/16	Chord	6/4	2	1	1/16		1/16	1	83							
6	5	61/2	61/2	0.25	5/4	5/4	Chord	6/4	2	1	1/16		1/16	1	84							
6	5	123/4	123/4	0.25	21/16	21/16	Chord	6/4	2	1	1/16		1/16	1	85							
6	5	31	31	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	86							
7	6	69/2	69/2	3.0	3/4	3/4	Chord	6/4	1	1	3/4		1/2	3/2	87							
7	6	63/2	63/2	0.25	0	0	Chord	6/4	1	2	1/16		1/16	1	88							
7	6	127/4	127/4	0.25	1/16	1/16	Chord	6/4	1	2	1/16		1/16	1	89							
7	6	32	32	0.25	1/8	1/8	Chord	6/4	1	2	1/16		1/16	1	90							
7	6	129/4	129/4	0.25	3/16	3/16	Chord	6/4	1	2	1/16		1/16	1	91							
7	6	65/2	65/2	0.25	1/4	1/4	Chord	6/4	1	2	1/16		1/16	1	92							
7	6	131/4	131/4	0.25	5/16	5/16	Chord	6/4	1	2	1/16		1/16	1	93							
7	6	33	33	0.25	3/8	3/8	Chord	6/4	1	2	1/16		1/16	1	94							
7	6	133/4	133/4	0.25	7/16	7/16	Chord	6/4	1	2	1/16		1/16	1	95							
7	6	67/2	67/2	0.25	1/2	1/2	Chord	6/4	1	2	1/16		1/16	1	96							
7	6	135/4	135/4	0.25	9/16	9/16	Chord	6/4	1	2	1/16		1/16	1	97							
7	6	34	34	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	98							
7	6	36	36	0.5	9/8	9/8	Chord	6/4	1	2	1/8		1/8	1	99							
7	6	73/2	73/2	1.0	5/4	5/4	Chord	6/4	1	2	1/4		1/4	1	100							
7	6	63/2	63/2	1.0	0	0	Chord	6/4	2	2	1/4		1/4	1	101							
7	6	65/2	65/2	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	102							
7	6	67/2	67/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	103							
7	6	139/4	139/4	0.25	13/16	13/16	Chord	6/4	2	2	1/16		1/16	1	104							
7	6	35	35	0.25	7/8	7/8	Chord	6/4	2	2	1/16		1/16	1	105							
7	6	141/4	141/4	0.25	15/16	15/16	Chord	6/4	2	2	1/16		1/16	1	106							
7	6	71/2	71/2	0.25	1	1	Chord	6/4	2	2	1/16		1/16	1	107							
7	6	143/4	143/4	0.25	17/16	17/16	Chord	6/4	2	2	1/16		1/16	1	108							
7	6	36	36	0.25	9/8	9/8	Chord	6/4	2	2	1/16		1/16	1	109							
7	6	145/4	145/4	0.25	19/16	19/16	Chord	6/4	2	2	1/16		1/16	1	110							
7	6	73/2	73/2	0.25	5/4	5/4	Chord	6/4	2	2	1/16		1/16	1	111							
7	6	147/4	147/4	0.25	21/16	21/16	Chord	6/4	2	2	1/16		1/16	1	112							
7	6	37	37	0.25	11/8	11/8	Chord	6/4	2	2	1/16		1/16	1	113							
7	6	149/4	149/4	0.25	23/16	23/16	Chord	6/4	2	2	1/16		1/16	1	114							
8	7	75/2	75/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	115							
8	7	39	39	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	116							
8	7	79/2	79/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	117							
8	7	81/2	81/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	118	articStaccatoAbove						
8	7	83/2	83/2	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	119	articStaccatoAbove						
8	7	85/2	85/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	120	articStaccatoAbove						
8	7	75/2	75/2	0.0	0	0	Chord	6/4	1	2	0	grace4	1/4	1	121							
8	7	75/2	75/2	3.0	0	0	Chord	6/4	1	2	3/4		1/2	3/2	122							
8	7	81/2	81/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4		1/4	1	123							
8	7	83/2	83/2	1.0	1	1	Chord	6/4	1	2	1/4		1/4	1	124							
8	7	85/2	85/2	1.0	5/4	5/4	Chord	6/4	1	2	1/4		1/4	1	125							
8	7	38	38	0.5	1/8	1/8	Chord	6/4	2	1	1/8		1/8	1	126							
8	7	77/2	77/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8		1/8	1	127							
8	7	39	39	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	128							
8	7	79/2	79/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	129							
8	7	40	40	0.5	5/8	5/8	Chord	6/4	2	1	1/8		1/8	1	130							
8	7	81/2	81/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	131	articStaccatoAbove						
8	7	75/2	75/2	2.0	0	0	Chord	6/4	2	2	1/2		1/2	1	132							
8	7	83/2	83/2	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	133	articStaccatoAbove						
8	7	85/2	85/2	1.0	5/4	5/4	Chord	6/4	2	2	1/4		1/4	1	134	articStaccatoAbove						
9	8	87/2	87/2	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	135							
9	8	93/2	93/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	136							
9	8	87/2	87/2	3.0	0	0	Chord	6/4	1	2	3/4		1/2	3/2	137							
9	8	93/2	93/2	1.5	3/4	3/4	Chord	6/4	1	2	3/8		1/4	3/2	138							
9	8	87/2	87/2	3.0	0	0	Chord	6/4	1	3	3/4		1/2	3/2	139							
9	8	93/2	93/2	1.5	3/4	3/4	Chord	6/4	1	3	3/8		1/4	3/2	140							
9	8	87/2	87/2	1.5	0	0	Chord	6/4	2	1	3/8		1/4	3/2	141							
9	8	45	45	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	142							
9	8	91/2	91/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	143							
9	8	93/2	93/2	1.5	3/4	3/4	Chord	6/4	2	1	3/8		1/4	3/2	144							
10	8	48	48	0.5	0	9/8	Chord	6/4	1	2	1/8		1/8	1	145							
10	8	97/2	97/2	1.0	1/8	5/4	Chord	6/4	1	2	1/4		1/4	1	146							
11	9	99/2	99/2	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	147							
11	9	105/2	105/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	148							
11	9	54	54	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	149							
11	9	109/2	109/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	150							
11	9	51	51	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	151							
11	9	103/2	103/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	152							
11	9	105/2	105/2	1.5	3/4	3/4	Chord	6/4	2	1	3/8		1/4	3/2	153							
11	9	54	54	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	154							
11	9	109/2	109/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	155							
11	9	105/2	105/2	3.0	3/4	3/4	Chord	6/4	2	2	3/4		1/2	3/2	156							
12	10	111/2	111/2	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	157							
12	10	117/2	117/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	158							
12	10	60	60	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	159							
12	10	121/2	121/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	160							
12	10	56	56	0.5	1/8	1/8	Chord	6/4	1	2	1/8		1/8	1	161							
12	10	113/2	113/2	0.5	1/4	1/4	Chord	6/4	1	2	1/8		1/8	1	162							
12	10	57	57	0.5	3/8	3/8	Chord	6/4	1	2	1/8		1/8	1	163							
12	10	115/2	115/2	1.0	1/2	1/2	Chord	6/4	1	2	1/4		1/4	1	164							
12	10	117/2	117/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4		1/4	1	165							
12	10	56	56	1.5	1/8	1/8	Chord	6/4	1	3	3/8		1/4	3/2	166							
12	10	115/2	115/2	1.0	1/2	1/2	Chord	6/4	1	3	1/4		1/4	1	167							
12	10	117/2	117/2	1.0	3/4	3/4	Chord	6/4	1	3	1/4		1/4	1	168							
12	10	113/2	113/2	1.0	1/4	1/4	Chord	6/4	1	4	1/4		1/4	1	169							
12	10	115/2	115/2	1.0	1/2	1/2	Chord	6/4	1	4	1/4		1/4	1	170							
12	10	117/2	117/2	1.0	3/4	3/4	Chord	6/4	1	4	1/4		1/4	1	171							
12	10	111/2	111/2	1.5	0	0	Chord	6/4	2	1	3/8		1/4	3/2	172							
12	10	115/2	115/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	173							
12	10	117/2	117/2	1.5	3/4	3/4	Chord	6/4	2	1	3/8		1/4	3/2	174							
12	10	60	60	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	175							
12	10	121/2	121/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	176							
12	10	111/2	111/2	1.5	0	0	Chord	6/4	2	2	3/8		1/4	3/2	177							
12	10	57	57	0.5	3/8	3/8	Chord	6/4	2	2	1/8		1/8	1	178							
12	10	117/2	117/2	3.0	3/4	3/4	Chord	6/4	2	2	3/4		1/2	3/2	179							
13	11	123/2	123/2	0.25	0	0	Chord	6/4	1	1	1/16		1/16	1	180							
13	11	247/4	247/4	0.25	1/16	1/16	Chord	6/4	1	1	1/16		1/16	1	181							
13	11	62	62	0.25	1/8	1/8	Chord	6/4	1	1	1/16		1/16	1	182							
13	11	249/4	249/4	0.25	3/16	3/16	Chord	6/4	1	1	1/16		1/16	1	183							
13	11	125/2	125/2	0.75	1/4	1/4	Chord	6/4	1	1	3/16		1/8	3/2	184							
13	11	253/4	253/4	0.25	7/16	7/16	Chord	6/4	1	1	1/16		1/16	1	185							
13	11	127/2	127/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	186							
13	11	129/2	129/2	0.0	3/4	3/4	Chord	6/4	1	1	0	appoggiatura	1/8	1	187							
13	11	129/2	129/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	188							
13	11	66	66	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	189							
13	11	133/2	133/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	190							
13	11	127/2	127/2	1.0	1/2	1/2	Chord	6/4	1	2	1/4		1/4	1	191							
13	11	129/2	129/2	2.0	3/4	3/4	Chord	6/4	1	2	1/2		1/2	1	192							
13	11	133/2	133/2	1.0	5/4	5/4	Chord	6/4	1	2	1/4		1/4	1	193							
13	11	123/2	123/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	194							
13	11	125/2	125/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	195							
13	11	127/2	127/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	196							
13	11	129/2	129/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	197							
13	11	131/2	131/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	198							
13	11	133/2	133/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	199							
13	11	123/2	123/2	1.0	0	0	Chord	6/4	2	2	1/4		1/4	1	200							
13	11	125/2	125/2	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	201							
13	11	127/2	127/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	202							
13	11	129/2	129/2	3.0	3/4	3/4	Chord	6/4	2	2	3/4		1/2	3/2	203							
14	12	135/2	135/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	204	ornamentShortTrill						
14	12	69	69	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	205							
14	12	139/2	139/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	206							
14	12	141/2	141/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	207							
14	12	143/2	143/2	0.25	1	1	Chord	6/4	1	1	1/16		1/16	1	208							
14	12	287/4	287/4	0.25	17/16	17/16	Chord	6/4	1	1	1/16		1/16	1	209							
14	12	72	72	0.25	9/8	9/8	Chord	6/4	1	1	1/16		1/16	1	210							
14	12	289/4	289/4	0.25	19/16	19/16	Chord	6/4	1	1	1/16		1/16	1	211							
14	12	145/2	145/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	212							
14	12	135/2	135/2	2.0	0	0	Chord	6/4	1	2	1/2		1/2	1	213							
14	12	135/2	135/2	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	214							
14	12	141/2	141/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	215							
14	12	143/2	143/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	216							
14	12	145/2	145/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	217							
14	12	137/2	137/2	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	218							
14	12	139/2	139/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	219							
15	13	147/2	147/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	220							
15	13	75	75	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	221							
15	13	151/2	151/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	222							
15	13	153/2	153/2	2.0	3/4	3/4	Chord	6/4	1	1	1/2		1/2	1	223							
15	13	157/2	157/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	224							
15	13	153/2	153/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4		1/4	1	225							
15	13	155/2	155/2	0.25	1	1	Chord	6/4	1	2	1/16		1/16	1	226							
15	13	311/4	311/4	0.25	17/16	17/16	Chord	6/4	1	2	1/16		1/16	1	227							
15	13	78	78	0.25	9/8	9/8	Chord	6/4	1	2	1/16		1/16	1	228							
15	13	313/4	313/4	0.25	19/16	19/16	Chord	6/4	1	2	1/16		1/16	1	229							
15	13	147/2	147/2	0.5	0	0	Chord	6/4	2	1	1/8		1/8	1	230							
15	13	74	74	0.5	1/8	1/8	Chord	6/4	2	1	1/8		1/8	1	231							
15	13	151/2	151/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	232							
15	13	76	76	0.25	5/8	5/8	Chord	6/4	2	1	1/16		1/16	1	233							
15	13	305/4	305/4	0.25	11/16	11/16	Chord	6/4	2	1	1/16		1/16	1	234							
15	13	79	79	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	235							
15	13	149/2	149/2	0.5	1/4	1/4	Chord	6/4	2	2	1/8		1/8	1	236							
15	13	75	75	0.25	3/8	3/8	Chord	6/4	2	2	1/16		1/16	1	237							
15	13	301/4	301/4	0.25	7/16	7/16	Chord	6/4	2	2	1/16		1/16	1	238							
15	13	151/2	151/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	239							
15	13	153/2	153/2	0.5	3/4	3/4	Chord	6/4	2	2	1/8		1/8	1	240							
15	13	77	77	0.25	7/8	7/8	Chord	6/4	2	2	1/16		1/16	1	241							
15	13	309/4	309/4	0.25	15/16	15/16	Chord	6/4	2	2	1/16		1/16	1	242							
15	13	155/2	155/2	0.5	1	1	Chord	6/4	2	2	1/8		1/8	1	243							
15	13	78	78	0.5	9/8	9/8	Chord	6/4	2	2	1/8		1/8	1	244							
15	13	157/2	157/2	1.0	5/4	5/4	Chord	6/4	2	2	1/4		1/4	1	245							
16	14	159/2	159/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	246							
16	14	81	81	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	247							
16	14	163/2	163/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	248							
16	14	165/2	165/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	249							
16	14	167/2	167/2	0.25	1	1	Chord	6/4	1	1	1/16		1/16	1	250							
16	14	335/4	335/4	0.25	17/16	17/16	Chord	6/4	1	1	1/16		1/16	1	251							
16	14	84	84	0.25	9/8	9/8	Chord	6/4	1	1	1/16		1/16	1	252							
16	14	337/4	337/4	0.25	19/16	19/16	Chord	6/4	1	1	1/16		1/16	1	253							
16	14	169/2	169/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	254							
16	14	165/2	165/2	3.0	3/4	3/4	Chord	6/4	1	2	3/4		1/2	3/2	255							
16	14	159/2	159/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	256							
16	14	159/2	159/2	0.5	0	0	Chord	6/4	2	2	1/8		1/8	1	257							
16	14	80	80	0.5	1/8	1/8	Chord	6/4	2	2	1/8		1/8	1	258							
16	14	161/2	161/2	0.5	1/4	1/4	Chord	6/4	2	2	1/8		1/8	1	259							
16	14	81	81	0.5	3/8	3/8	Chord	6/4	2	2	1/8		1/8	1	260							
16	14	163/2	163/2	0.5	1/2	1/2	Chord	6/4	2	2	1/8		1/8	1	261							
16	14	82	82	0.5	5/8	5/8	Chord	6/4	2	2	1/8		1/8	1	262							
16	14	165/2	165/2	0.5	3/4	3/4	Chord	6/4	2	2	1/8		1/8	1	263							
16	14	83	83	0.25	7/8	7/8	Chord	6/4	2	2	1/16		1/16	1	264							
16	14	333/4	333/4	0.25	15/16	15/16	Chord	6/4	2	2	1/16		1/16	1	265							
16	14	167/2	167/2	0.5	1	1	Chord	6/4	2	2	1/8		1/8	1	266							
16	14	84	84	0.5	9/8	9/8	Chord	6/4	2	2	1/8		1/8	1	267							
16	14	169/2	169/2	0.5	5/4	5/4	Chord	6/4	2	2	1/8		1/8	1	268							
16	14	85	85	0.25	11/8	11/8	Chord	6/4	2	2	1/16		1/16	1	269							
16	14	341/4	341/4	0.25	23/16	23/16	Chord	6/4	2	2	1/16		1/16	1	270							
17	15	171/2	171/2	0.25	0	0	Chord	6/4	1	1	1/16		1/16	1	271							
17	15	343/4	343/4	0.25	1/16	1/16	Chord	6/4	1	1	1/16		1/16	1	272							
17	15	86	86	0.25	1/8	1/8	Chord	6/4	1	1	1/16		1/16	1	273							
17	15	345/4	345/4	0.25	3/16	3/16	Chord	6/4	1	1	1/16		1/16	1	274							
17	15	173/2	173/2	0.25	1/4	1/4	Chord	6/4	1	1	1/16		1/16	1	275							
17	15	347/4	347/4	0.25	5/16	5/16	Chord	6/4	1	1	1/16		1/16	1	276							
17	15	87	87	0.25	3/8	3/8	Chord	6/4	1	1	1/16		1/16	1	277							
17	15	349/4	349/4	0.25	7/16	7/16	Chord	6/4	1	1	1/16		1/16	1	278							
17	15	175/2	175/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	279							
17	15	177/2	177/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	280	articStaccatoAbove						
17	15	179/2	179/2	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	281	articStaccatoAbove						
17	15	181/2	181/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	282	articStaccatoAbove						
