mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	11	62	68	2.0	1/2	1/2	3/2	2	1		III.viio6	d	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
12	11	64	70	1.0	1	1	3/2	2	1		I	d	III		I	I							M	1	0	0, 4, 1		0	0
12	11	65	71	1.0	5/4	5/4	3/2	2	1		vii%43	d	III		vii%43	vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
13	12	66	72	4.0	0	0	3/2	2	1		V|HC}	d	III		V	V					HC	}	M	1	0	1, 5, 2		1	1
13	12	70	76	2.0	1	1	3/2	2	1		V2	d	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
14	13	72	78	4.0	0	0	3/2	2	1		I6{	d	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
14	13	76	82	2.0	1	1	3/2	2	1		I	d	III		I	I							M	1	0	0, 4, 1		0	0
15	14	78	84	1.0	0	0	3/2	2	1		ii6(2)	d	III		ii6(2)	ii		6	2				m	1	0	-1, 3, 4		2	-1
15	14	79	85	3.0	1/4	1/4	3/2	2	1		ii6	d	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
15	14	82	88	1.0	1	1	3/2	2	1		ii7	d	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
15	14	83	89	1.0	5/4	5/4	3/2	2	1		V2	d	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
16	15	84	90	1.0	0	0	3/2	2	1		I6	d	III		I6	I		6					M	1	0	4, 1, 0		0	4
16	15	85	91	1.0	1/4	1/4	3/2	2	1		IV	d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
16	15	86	92	2.0	1/2	1/2	3/2	2	1		V(64)	d	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
16	15	88	94	1.0	1	1	3/2	2	1		V	d	III		V	V							M	1	0	1, 5, 2		1	1
16	15	89	95	1.0	5/4	5/4	3/2	2	1		V7	d	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16	90	96	6.0	0	0	3/2	2	1		I|PAC}	d	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
18	17	96	102	4.0	0	0	3/2	2	1		i.V6/iv{	d	i		V6/iv	V		6		iv		{	M	1	1	4, 1, 0		0	4
18	17	100	106	2.0	1	1	3/2	2	1		V2/iv	d	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
19	18	102	108	1.0	0	0	3/2	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	18	103	109	1.0	1/4	1/4	3/2	2	1		iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
19	18	104	110	2.0	1/2	1/2	3/2	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	18	106	112	1.0	1	1	3/2	2	1		iv65	d	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
19	18	107	113	1.0	5/4	5/4	3/2	2	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	19	108	114	2.0	0	0	3/2	2	1		#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
20	19	110	116	2.0	1/2	1/2	3/2	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	19	112	118	2.0	1	1	3/2	2	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
21	20	114	120	5.0	0	0	3/2	2	1		V6}	d	i		V6	V		6				}	M	1	1	5, 2, 1		1	5
21	20	119	125	1.0	5/4	5/4	3/2	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	21	120	126	4.0	0	0	3/2	2	1		V2/IV{	d	i		V2/IV	V		2		IV		{	Mm7	1	1	-2, 0, 4, 1		0	-2
22	21	124	130	4.0	1	1	3/2	2	1		IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
23	22	128	134	4.0	1/2	1/2	3/2	2	1		#viio2	d	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
24	23	132	138	1.0	0	0	3/2	2	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
24	23	133	139	4.0	1/4	1/4	3/2	2	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
24	23	137	143	1.0	5/4	5/4	3/2	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24		144		0	0	3/2	2	1	1	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
26	24	138	150	6.0	0	0	3/2	2	1	2	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
