mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
29	28	82	85	2.0	1/4	1/4	3/4	2	1		i|IAC		d	i		i	i					IAC		m	1	1	0, -3, 1		0	0
30	29	84	87	1.0	0	0	3/4	2	1		iv{		d	i		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
30	29	85	88	1.0	1/4	1/4	3/4	2	1		iv(9)		d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
30	29	86	89	1.0	1/2	1/2	3/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
31	30	87	90	1.0	0	0	3/4	2	1		bII6		d	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
31	30	88	91	1.0	1/4	1/4	3/4	2	1		V2		d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
31	30	89	92	1.0	1/2	1/2	3/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	31	90	93	0.5	0	0	3/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
32	31	181/2	187/2	0.5	1/8	1/8	3/4	2	1		iio6		d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
32	31	91	94	2.0	1/4	1/4	3/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
33	32		96		0	0	3/4	2	1	1	i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
34	32	93	99	3.0	0	0	3/4	2	1	2	i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
