quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
585/4	0.75	49	49	9/16	9/16	12/16	2	1	#viio65	d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
147	0.75	50	50	0	0	12/16	2	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
591/4	0.75	50	50	3/16	3/16	12/16	2	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
297/2	0.75	50	50	3/8	3/8	12/16	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
597/4	0.75	50	50	9/16	9/16	12/16	2	1	#vio	d	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
150	0.75	51	51	0	0	12/16	2	1	V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
603/4	0.75	51	51	3/16	3/16	12/16	2	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
303/2	0.75	51	51	3/8	3/8	12/16	2	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
609/4	0.75	51	51	9/16	9/16	12/16	2	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
153	0.75	52	52	0	0	12/16	2	1	V[#viio7	d	i	V	#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
615/4	0.5	52	52	3/16	3/16	12/16	2	1	v6(b2)	d	i	V	v6(b2)	v		6	b2				m	1	1	-2, 2, -11		1	-2
617/4	0.25	52	52	5/16	5/16	12/16	2	1	v6	d	i	V	v6	v		6					m	1	1	-2, 2, 1		1	-2
309/2	0.75	52	52	3/8	3/8	12/16	2	1	#vi%7	d	i	V	#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
621/4	0.5	52	52	9/16	9/16	12/16	2	1	iv6(2)	d	i	V	iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
623/4	0.25	52	52	11/16	11/16	12/16	2	1	iv6	d	i	V	iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
156	0.75	53	53	0	0	12/16	2	1	V7	d	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
627/4	0.5	53	53	3/16	3/16	12/16	2	1	i(4)	d	i	V	i(4)	i			4				m	1	1	0, -1, 1		0	0
629/4	0.25	53	53	5/16	5/16	12/16	2	1	i	d	i	V	i	i							m	1	1	0, -3, 1		0	0
315/2	0.75	53	53	3/8	3/8	12/16	2	1	viio7/V	d	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
633/4	0.5	53	53	9/16	9/16	12/16	2	1	bII6(2)	d	i	V	bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
635/4	0.25	53	53	11/16	11/16	12/16	2	1	bII6	d	i	V	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
159	0.75	54	54	0	0	12/16	2	1	#viio7/iv	d	i	V	#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
639/4	0.5	54	54	3/16	3/16	12/16	2	1	i6(b2)	d	i	V	i6(b2)	i		6	b2				m	1	1	-3, 1, -5		0	-3
641/4	0.25	54	54	5/16	5/16	12/16	2	1	i6	d	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
321/2	0.75	54	54	3/8	3/8	12/16	2	1	ii%7	d	i	V	ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
645/4	0.5	54	54	9/16	9/16	12/16	2	1	IV	d	i	V	IV	IV							M	1	1	-1, 3, 0		-1	-1
647/4	0.25	54	54	11/16	11/16	12/16	2	1	#viio64]	d	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
162	0.75	55	55	0	0	12/16	2	1	V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
651/4	0.75	55	55	3/16	3/16	12/16	2	1	#viio43(+6)/iv	d	i		#viio43(+6)/iv	#vii	o	43	+6	iv			o7	1	1	-2, -5, 4, 1	0	4	-2
327/2	0.75	55	55	3/8	3/8	12/16	2	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
657/4	0.75	55	55	9/16	9/16	12/16	2	1	#viio65(+6)/iv	d	i		#viio65(+6)/iv	#vii	o	65	+6	iv			o7	1	1	1, -2, -5, 4	0	4	1
165	0.75	56	56	0	0	12/16	2	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
663/4	0.75	56	56	3/16	3/16	12/16	2	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
333/2	0.75	56	56	3/8	3/8	12/16	2	1	#viio43(+2)	d	i		#viio43(+2)	#vii	o	43	+2				o7	1	1	-1, -4, 5, 2	0	5	-1
669/4	0.75	56	56	9/16	9/16	12/16	2	1	I\\	d	i		I	I						\\	M	1	1	0, 4, 1		0	0
