mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	19	19	1.0	1/4	1/4	3/4	2	1		iv/v		d	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
7	7	20	20	1.0	1/2	1/2	3/4	2	1		V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
8	8		21		0	0	3/4	2	1	1	i/v|PAC}		d	i		i/v	i				v	PAC	}	m	1	1	1, -2, 2		1	1
8	8		23		1/2	1/2	3/4	2	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
9	8	21	24	3.0	0	0	3/4	2	1	2	i/v|PAC}		d	i		i/v	i				v	PAC	}	m	1	1	1, -2, 2		1	1
10	9	24	27	1.0	0	0	3/4	2	1		III.I{		d	III		I	I						{	M	1	0	0, 4, 1		0	0
10	9	25	28	1.0	1/4	1/4	3/4	2	1		ii7		d	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
10	9	26	29	1.0	1/2	1/2	3/4	2	1		I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
11	10	27	30	1.0	0	0	3/4	2	1		IV6		d	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
11	10	28	31	1.0	1/4	1/4	3/4	2	1		viio(+2)		d	III		viio(+2)	vii	o		+2				o	1	0	5, 2, -1	0	5	5
11	10	29	32	1.0	1/2	1/2	3/4	2	1		I		d	III		I	I							M	1	0	0, 4, 1		0	0
12	11	30	33	1.0	0	0	3/4	2	1		ii6		d	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
12	11	31	34	2.0	1/4	1/4	3/4	2	1		viio/V		d	III		viio/V	vii	o			V			o	1	0	6, 3, 0		6	6
13	12	33	36	2.0	0	0	3/4	2	1		V|HC}		d	III		V	V					HC	}	M	1	0	1, 5, 2		1	1
13	12	35	38	1.0	1/2	1/2	3/4	2	1		V6	V65	d	III		V6	V		6					M	1	0	5, 2, 1		1	5
14	13	36	39	3.0	0	0	3/4	2	1		V2/IV{		d	III		V2/IV	V		2		IV		{	Mm7	1	0	-2, 0, 4, 1		0	-2
15	14	39	42	3.0	0	0	3/4	2	1		IV6		d	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
16	15	42	45	1.0	0	0	3/4	2	1		I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
16	15	43	46	1.0	1/4	1/4	3/4	2	1		ii6		d	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
16	15	44	47	1.0	1/2	1/2	3/4	2	1		V		d	III		V	V							M	1	0	1, 5, 2		1	1
17	16	45	48	3.0	0	0	3/4	2	1		I|PAC}		d	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
18	17	48	51	1.0	0	0	3/4	2	1		viio/IV{		d	III		viio/IV	vii	o			IV		{	o	1	0	4, 1, -2		4	4
18	17	49	52	1.5	1/4	1/4	3/4	2	1		IV		d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
18	17	101/2	107/2	0.5	5/8	5/8	3/4	2	1		ii7		d	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
19	18	51	54	1.0	0	0	3/4	2	1		V65/V		d	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
19	18	52	55	1.5	1/4	1/4	3/4	2	1		V		d	III		V	V							M	1	0	1, 5, 2		1	1
19	18	107/2	113/2	0.5	5/8	5/8	3/4	2	1		iii7		d	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
20	19	54	57	1.0	0	0	3/4	2	1		i.V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
20	19	55	58	1.0	1/4	1/4	3/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
20	19	56	59	1.0	1/2	1/2	3/4	2	1		VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	20	57	60	1.0	0	0	3/4	2	1		V(2)}		d	i		V(2)	V			2			}	M	1	1	-4, 5, 2		1	-4
21	20	58	61	2.0	1/4	1/4	3/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
22	21	60	63	1.0	0	0	3/4	2	1		V6/iv{		d	i		V6/iv	V		6		iv		{	M	1	1	4, 1, 0		0	4
22	21	61	64	1.0	1/4	1/4	3/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	21	62	65	1.0	1/2	1/2	3/4	2	1		V43/iv		d	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
23	22	63	66	1.0	0	0	3/4	2	1		iv64		d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
23	22	64	67	1.0	1/4	1/4	3/4	2	1		ii%7		d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
23	22	65	68	1.0	1/2	1/2	3/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	23	66	69	1.0	0	0	3/4	2	1		VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
24	23	67	70	1.0	1/4	1/4	3/4	2	1		iio6		d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
24	23	68	71	1.0	1/2	1/2	3/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
25	24	69	72	3.0	0	0	3/4	2	1		i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
