quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
119/2	0.5	40	40	1/4	1/4	3/8	2	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
60	0.5	41	41	0	0	3/8	2	1	#viio	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
121/2	0.5	41	41	1/8	1/8	3/8	2	1	#viio43	g	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
61	0.5	41	41	1/4	1/4	3/8	2	1	#viio2	g	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
123/2	0.5	42	42	0	0	3/8	2	1	#viio7	g	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
62	0.5	42	42	1/8	1/8	3/8	2	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
125/2	0.5	42	42	1/4	1/4	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
63	1.0	43	43	0	0	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
64	0.5	43	43	1/4	1/4	3/8	2	1	V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
129/2	0.5	44	44	0	0	3/8	2	1	i64(9)	g	i		i64(9)	i		64	9				m	1	1	1, 0, -3	2	0	1
65	0.5	44	44	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
131/2	0.5	44	44	1/4	1/4	3/8	2	1	#viio43/v	g	i		#viio43/v	#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0
66	0.5	45	45	0	0	3/8	2	1	v(4)	g	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
133/2	0.5	45	45	1/8	1/8	3/8	2	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
67	0.5	45	45	1/4	1/4	3/8	2	1	#viio6/v	g	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
135/2	1.0	46	46	0	0	3/8	2	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
137/2	0.5	46	46	1/4	1/4	3/8	2	1	#viio6/v	g	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
69	0.5	47	47	0	0	3/8	2	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
139/2	0.5	47	47	1/8	1/8	3/8	2	1	V7/iv	g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
70	0.5	47	47	1/4	1/4	3/8	2	1	ii64/iv	g	i		ii64/iv	ii		64		iv			m	1	1	2, 1, -2		1	2
141/2	0.5	48	48	0	0	3/8	2	1	V65/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
71	0.5	48	48	1/8	1/8	3/8	2	1	ii64/iv	g	i		ii64/iv	ii		64		iv			m	1	1	2, 1, -2		1	2
143/2	0.5	48	48	1/4	1/4	3/8	2	1	V7/iv	g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
72	1.0	49	49	0	0	3/8	2	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
73	0.5	49	49	1/4	1/4	3/8	2	1	#viio6/iv	g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
147/2	1.0	50	50	0	0	3/8	2	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
149/2	0.5	50	50	1/4	1/4	3/8	2	1	#viio6/iv	g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
75	0.5	51	51	0	0	3/8	2	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
151/2	0.5	51	51	1/8	1/8	3/8	2	1	V7/III	g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
76	0.5	51	51	1/4	1/4	3/8	2	1	ii64/III	g	i		ii64/III	ii		64		III			m	1	1	0, -1, -4		-1	0
153/2	0.5	52	52	0	0	3/8	2	1	V65/III	g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
77	0.5	52	52	1/8	1/8	3/8	2	1	ii64/III	g	i		ii64/III	ii		64		III			m	1	1	0, -1, -4		-1	0
155/2	0.5	52	52	1/4	1/4	3/8	2	1	V7/III	g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
78	1.5	53	53	0	0	3/8	2	1	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
159/2	0.5	54	54	0	0	3/8	2	1	III64	g	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
80	0.5	54	54	1/8	1/8	3/8	2	1	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
161/2	0.5	54	54	1/4	1/4	3/8	2	1	vii%43/VII	g	i		vii%43/VII	vii	%	43		VII			%7	1	1	-3, 1, 3, 0		3	-3
81	0.5	55	55	0	0	3/8	2	1	VII(4)	g	i		VII(4)	VII			4				M	1	1	-2, -3, -1		-2	-2
163/2	0.5	55	55	1/8	1/8	3/8	2	1	VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
82	0.5	55	55	1/4	1/4	3/8	2	1	viio6/VII	g	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
165/2	1.0	56	56	0	0	3/8	2	1	VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
167/2	0.5	56	56	1/4	1/4	3/8	2	1	viio6/VII	g	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
84	0.5	57	57	0	0	3/8	2	1	VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
169/2	0.5	57	57	1/8	1/8	3/8	2	1	V7/VI	g	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
85	0.5	57	57	1/4	1/4	3/8	2	1	ii64/VI	g	i		ii64/VI	ii		64		VI			m	1	1	-1, -2, -5		-2	-1
171/2	0.5	58	58	0	0	3/8	2	1	V65/VI	g	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
86	0.5	58	58	1/8	1/8	3/8	2	1	ii64/VI	g	i		ii64/VI	ii		64		VI			m	1	1	-1, -2, -5		-2	-1
173/2	0.5	58	58	1/4	1/4	3/8	2	1	V7/VI	g	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
87	1.0	59	59	0	0	3/8	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
88	0.5	59	59	1/4	1/4	3/8	2	1	viio6/VI	g	i		viio6/VI	vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
177/2	1.0	60	60	0	0	3/8	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
179/2	0.5	60	60	1/4	1/4	3/8	2	1	viio6/VI	g	i		viio6/VI	vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
90	0.5	61	61	0	0	3/8	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
181/2	0.5	61	61	1/8	1/8	3/8	2	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
91	0.5	61	61	1/4	1/4	3/8	2	1	VI64	g	i		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
183/2	0.5	62	62	0	0	3/8	2	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
92	0.5	62	62	1/8	1/8	3/8	2	1	VI64	g	i		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
185/2	0.5	62	62	1/4	1/4	3/8	2	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
93	0.5	63	63	0	0	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
187/2	0.5	63	63	1/8	1/8	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
94	0.5	63	63	1/4	1/4	3/8	2	1	VII6(+4)	g	i		VII6(+4)	VII		6	+4				M	1	1	2, -1, -2	-3	-2	2
189/2	0.5	64	64	0	0	3/8	2	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
95	0.5	64	64	1/8	1/8	3/8	2	1	v6(+6)	g	i		v6(+6)	v		6	+6				m	1	1	-2, 2, 1	-3	1	-2
191/2	0.5	64	64	1/4	1/4	3/8	2	1	iv65	g	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
96	0.5	65	65	0	0	3/8	2	1	III.I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
193/2	0.5	65	65	1/8	1/8	3/8	2	1	V43(+4)	g	III		V43(+4)	V		43	+4				Mm7	1	0	2, -1, 1, 5	0	1	2
97	0.5	65	65	1/4	1/4	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
195/2	0.5	66	66	0	0	3/8	2	1	IVM7	g	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
98	1.0	66	66	1/8	1/8	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
99	1.0	67	67	0	0	3/8	2	1	I\\	g	III		I	I						\\	M	1	0	0, 4, 1		0	0
100	0.5	67	67	1/4	1/4	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
201/2	0.5	68	68	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
101	1.0	68	68	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
102	0.5	69	69	0	0	3/8	2	1	V6	g	III		V6	V		6					M	1	0	5, 2, 1		1	5
205/2	1.0	69	69	1/8	1/8	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
207/2	0.5	70	70	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
104	1.0	70	70	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
105	0.5	71	71	0	0	3/8	2	1	V6	g	III		V6	V		6					M	1	0	5, 2, 1		1	5
211/2	1.0	71	71	1/8	1/8	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
213/2	0.5	72	72	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
107	1.0	72	72	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
108	1.5	73	73	0	0	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
219/2	0.5	74	74	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
110	0.5	74	74	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
221/2	0.5	74	74	1/4	1/4	3/8	2	1	I64	g	III		I64	I		64					M	1	0	1, 0, 4		0	1
111	1.5	75	75	0	0	3/8	2	1	IVM7	g	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
225/2	1.0	76	76	0	0	3/8	2	1	viio	g	III		viio	vii	o						o	1	0	5, 2, -1		5	5
227/2	0.5	76	76	1/4	1/4	3/8	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
114	1.5	77	77	0	0	3/8	2	1	iii7	g	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
231/2	1.0	78	78	0	0	3/8	2	1	vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
233/2	0.5	78	78	1/4	1/4	3/8	2	1	vi64	g	III		vi64	vi		64					m	1	0	4, 3, 0		3	4
117	1.5	79	79	0	0	3/8	2	1	ii7	g	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
237/2	1.0	80	80	0	0	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
239/2	0.5	80	80	1/4	1/4	3/8	2	1	V64	g	III		V64	V		64					M	1	0	2, 1, 5		1	2
120	1.0	81	81	0	0	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
121	0.5	81	81	1/4	1/4	3/8	2	1	I64	g	III		I64	I		64					M	1	0	1, 0, 4		0	1
243/2	1.5	82	82	0	0	3/8	2	1	IVM7	g	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
123	1.0	83	83	0	0	3/8	2	1	viio	g	III		viio	vii	o						o	1	0	5, 2, -1		5	5
124	0.5	83	83	1/4	1/4	3/8	2	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
249/2	1.5	84	84	0	0	3/8	2	1	iii7	g	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
126	1.5	85	85	0	0	3/8	2	1	vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
255/2	1.5	86	86	0	0	3/8	2	1	ii7	g	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
129	1.0	87	87	0	0	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
130	0.5	87	87	1/4	1/4	3/8	2	1	viio6	g	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
261/2	1.0	88	88	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
263/2	0.5	88	88	1/4	1/4	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
132	1.0	89	89	0	0	3/8	2	1	V6	g	III		V6	V		6					M	1	0	5, 2, 1		1	5
133	0.5	89	89	1/4	1/4	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
267/2	0.5	90	90	0	0	3/8	2	1	V65/IV	g	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
134	0.5	90	90	1/8	1/8	3/8	2	1	V7/IV	g	III		V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
269/2	0.5	90	90	1/4	1/4	3/8	2	1	V43/IV	g	III		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
135	0.5	91	91	0	0	3/8	2	1	IV(94)	g	III		IV(94)	IV			94				M	1	0	-1, 5, 0	1	-1	-1
271/2	0.5	91	91	1/8	1/8	3/8	2	1	IV64	g	III		IV64	IV		64					M	1	0	0, -1, 3		-1	0
136	0.5	91	91	1/4	1/4	3/8	2	1	IV6	g	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
273/2	0.5	92	92	0	0	3/8	2	1	V65/V	g	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
137	0.5	92	92	1/8	1/8	3/8	2	1	V7/V	g	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
275/2	0.5	92	92	1/4	1/4	3/8	2	1	V43/V	g	III		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
138	0.5	93	93	0	0	3/8	2	1	V(94)	g	III		V(94)	V			94				M	1	0	1, 0, 2	3	1	1
277/2	0.5	93	93	1/8	1/8	3/8	2	1	V2	g	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
139	0.5	93	93	1/4	1/4	3/8	2	1	V64	g	III		V64	V		64					M	1	0	2, 1, 5		1	2
279/2	0.5	94	94	0	0	3/8	2	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
140	0.5	94	94	1/8	1/8	3/8	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
281/2	0.5	94	94	1/4	1/4	3/8	2	1	V43	g	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
141	0.5	95	95	0	0	3/8	2	1	I(94)	g	III		I(94)	I			94				M	1	0	0, -1, 1	2	0	0
283/2	0.5	95	95	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
142	0.5	95	95	1/4	1/4	3/8	2	1	V7/IV	g	III		V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
285/2	0.5	96	96	0	0	3/8	2	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
143	0.5	96	96	1/8	1/8	3/8	2	1	V(64)	g	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
287/2	0.5	96	96	1/4	1/4	3/8	2	1	ii65	g	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
144	1.0	97	97	0	0	3/8	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
145	0.5	97	97	1/4	1/4	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
291/2	0.25	98	98	0	0	3/8	2	1	IVM7	g	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
583/4	0.25	98	98	1/16	1/16	3/8	2	1	ii6	g	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
146	1.0	98	98	1/8	1/8	3/8	2	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
147	0.5	99	99	0	0	3/8	2	1	I\\	g	III		I	I						\\	M	1	0	0, 4, 1		0	0
295/2	1.0	99	99	1/8	1/8	3/8	2	1	I64	g	III		I64	I		64					M	1	0	1, 0, 4		0	1
297/2	0.5	100	100	0	0	3/8	2	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
149	0.5	100	100	1/8	1/8	3/8	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
299/2	0.5	100	100	1/4	1/4	3/8	2	1	viio64/V	g	III		viio64/V	vii	o	64		V			o	1	0	0, 6, 3		6	0
