mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	3/8	3/8	3/4	1	1	#viio6	e	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
6	6	1/2	1/2	3/4	1	1	i	e	i		i	i						m	1	1	0, -3, 1		0	0
6	6	5/8	5/8	3/4	1	1	V7/VII	e	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1	-1
7	7	0	0	3/4	1	1	VII	e	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
7	7	1/8	1/8	3/4	1	1	v	e	i		v	v						m	1	1	1, -2, 2		1	1
7	7	1/4	1/4	3/4	1	1	iv/v	e	i		iv/v	iv				v		m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	3/4	1	1	iio6/v	e	i		iio6/v	ii	o	6		v		o	1	1	0, -3, 3		3	0
7	7	5/8	5/8	3/4	1	1	iv7/v	e	i		iv7/v	iv		7		v		mm7	1	1	0, -3, 1, -2		0	0
8	8	0	0	3/4	1	1	V/v	e	i		V/v	V				v		M	1	1	2, 6, 3		2	2
8	8	1/4	1/4	3/4	1	1	V\\	e	i		V	V					\\	M	1	1	1, 5, 2		1	1
9	9	1/8	1/8	3/4	1	1	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
9	9	3/8	3/8	3/4	1	1	V2	e	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
9	9	1/2	1/2	3/4	1	1	#vio64	e	i		#vio64	#vi	o	64				o	1	1	-3, 3, 0		3	-3
9	9	5/8	5/8	3/4	1	1	#viio6	e	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
10	10	0	0	3/4	1	1	i	e	i		i	i						m	1	1	0, -3, 1		0	0
10	10	1/8	1/8	3/4	1	1	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
10	10	1/4	1/4	3/4	1	1	i	e	i		i	i						m	1	1	0, -3, 1		0	0
10	10	1/2	1/2	3/4	1	1	viio/VII	e	i		viio/VII	vii	o			VII		o	1	1	3, 0, -3		3	3
11	11	0	0	3/4	1	1	V7/VII	e	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1	-1
11	11	1/8	1/8	3/4	1	1	viio/VII	e	i		viio/VII	vii	o			VII		o	1	1	3, 0, -3		3	3
11	11	1/4	1/4	3/4	1	1	V7/VII	e	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1	-1
11	11	3/8	3/8	3/4	1	1	V2(9)/VII	e	i		V2(9)/VII	V		2	9	VII		Mm7	1	1	-3, -1, 3, 0	1	-1	-3
11	11	1/2	1/2	3/4	1	1	vi43/VII	e	i		vi43/VII	vi		43		VII		mm7	1	1	2, -1, 1, -2		1	2
11	11	5/8	5/8	3/4	1	1	viio6/VII	e	i		viio6/VII	vii	o	6		VII		o	1	1	0, -3, 3		3	0
12	12	0	0	3/4	1	1	VII	e	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
12	12	1/8	1/8	3/4	1	1	VII6	e	i		VII6	VII		6				M	1	1	2, -1, -2		-2	2
12	12	1/4	1/4	3/4	1	1	VII	e	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
12	12	1/2	1/2	3/4	1	1	ii7/iv	e	i		ii7/iv	ii		7		iv		mm7	1	1	1, -2, 2, -1		1	1
13	13	0	0	3/4	1	1	#vii%7/iv	e	i		#vii%7/iv	#vii	%	7		iv		%7	1	1	4, 1, -2, 2		4	4
13	13	1/8	1/8	3/4	1	1	#viio7/iv	e	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
13	13	3/8	3/8	3/4	1	1	#viio/iv	e	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
13	13	5/8	5/8	3/4	1	1	V6/iv	e	i		V6/iv	V		6		iv		M	1	1	4, 1, 0		0	4
14	14	0	0	3/4	1	1	#viio7/iv	e	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
14	14	1/8	1/8	3/4	1	1	#iii43/iv	e	i		#iii43/iv	#iii		43		iv		mm7	1	1	4, 1, 3, 0		3	4
14	14	1/4	1/4	3/4	1	1	#viio7/iv	e	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
14	14	3/8	3/8	3/4	1	1	#iii64/iv	e	i		#iii64/iv	#iii		64		iv		m	1	1	4, 3, 0		3	4
14	14	1/2	1/2	3/4	1	1	#viio7/iv	e	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
15	15	0	0	3/4	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
15	15	1/4	1/4	3/4	1	1	iv/iv	e	i		iv/iv	iv				iv		m	1	1	-2, -5, -1		-2	-2
15	15	3/8	3/8	3/4	1	1	V(64)/iv	e	i		V(64)/iv	V			64	iv		M	1	1	0, -1, -4		0	0
15	15	1/2	1/2	3/4	1	1	iio64/iv	e	i		iio64/iv	ii	o	64		iv		o	1	1	-5, 1, -2		1	-5
15	15	5/8	5/8	3/4	1	1	iv7/iv	e	i		iv7/iv	iv		7		iv		mm7	1	1	-2, -5, -1, -4		-2	-2
16	16	0	0	3/4	1	1	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
16	16	1/8	1/8	3/4	1	1	V/iv	e	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
16	16	1/4	1/4	3/4	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
16	16	1/2	1/2	3/4	1	1	viio/III	e	i		viio/III	vii	o			III		o	1	1	2, -1, -4		2	2
17	17	0	0	3/4	1	1	V/III	e	i		V/III	V				III		M	1	1	-2, 2, -1		-2	-2
17	17	3/8	3/8	3/4	1	1	V7/III	e	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
17	17	1/2	1/2	3/4	1	1	IV6/III	e	i		IV6/III	IV		6		III		M	1	1	0, -3, -4		-4	0
17	17	5/8	5/8	3/4	1	1	viio/III	e	i		viio/III	vii	o			III		o	1	1	2, -1, -4		2	2
18	18	0	0	3/4	1	1	III(4)	e	i		III(4)	III			4			M	1	1	-3, -4, -2		-3	-3
18	18	1/8	1/8	3/4	1	1	V64/III	e	i		V64/III	V		64		III		M	1	1	-1, -2, 2		-2	-1
18	18	1/4	1/4	3/4	1	1	III	e	i		III	III						M	1	1	-3, 1, -2		-3	-3
18	18	5/16	5/16	3/4	1	1	viio64/VII	e	i		viio64/VII	vii	o	64		VII		o	1	1	-3, 3, 0		3	-3
18	18	3/8	3/8	3/4	1	1	VII6	e	i		VII6	VII		6				M	1	1	2, -1, -2		-2	2
18	18	1/2	1/2	3/4	1	1	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
18	18	5/8	5/8	3/4	1	1	IV6/iv	e	i		IV6/iv	IV		6		iv		M	1	1	2, -1, -2		-2	2
18	18	11/16	11/16	3/4	1	1	#viio/iv	e	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
19	19	0	0	3/4	1	1	IV	e	i		IV	IV						M	1	1	-1, 3, 0		-1	-1
19	19	5/16	5/16	3/4	1	1	#viio64	e	i		#viio64	#vii	o	64				o	1	1	-1, 5, 2		5	-1
19	19	3/8	3/8	3/4	1	1	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
19	19	1/2	1/2	3/4	1	1	V7/V	e	i		V7/V	V		7		V		Mm7	1	1	2, 6, 3, 0		2	2
19	19	5/8	5/8	3/4	1	1	IV6/V	e	i		IV6/V	IV		6		V		M	1	1	4, 1, 0		0	4
19	19	11/16	11/16	3/4	1	1	viio/V	e	i		viio/V	vii	o			V		o	1	1	6, 3, 0		6	6
20	20	0	0	3/4	1	1	V(4)	e	i		V(4)	V			4			M	1	1	1, 0, 2		1	1
20	20	1/8	1/8	3/4	1	1	V	e	i		V	V						M	1	1	1, 5, 2		1	1
20	20	3/8	3/8	3/4	1	1	iio6	e	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
20	20	1/2	1/2	3/4	1	1	i6(2)	e	i		i6(2)	i		6	2			m	1	1	-3, 1, 2		0	-3
20	20	5/8	5/8	3/4	1	1	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
21	21	0	0	3/4	1	1	VI	e	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
21	21	1/8	1/8	3/4	1	1	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
21	21	3/16	3/16	3/4	1	1	V(64)	e	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
21	21	1/4	1/4	3/4	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
21	21	3/8	3/8	3/4	1	1	V(64)	e	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
21	21	1/2	1/2	3/4	1	1	iio64	e	i		iio64	ii	o	64				o	1	1	-4, 2, -1		2	-4
21	21	5/8	5/8	3/4	1	1	iv7	e	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
22	22	0	0	3/4	1	1	V	e	i		V	V						M	1	1	1, 5, 2		1	1
22	22	1/8	1/8	3/4	1	1	V(94)	e	i		V(94)	V			94			M	1	1	1, 0, 2	-4	1	1
22	22	1/4	1/4	3/4	1	1	V(9)	e	i		V(9)	V			9			M	1	1	1, 5, 2	-4	1	1
22	22	3/8	3/8	3/4	1	1	#viio2	e	i		#viio2	#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
22	22	1/2	1/2	3/4	1	1	V(64)	e	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
22	22	5/8	5/8	3/4	1	1	#viio64	e	i		#viio64	#vii	o	64				o	1	1	-1, 5, 2		5	-1
23	23	0	0	3/4	1	1	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
23	23	1/8	1/8	3/4	1	1	i	e	i		i	i						m	1	1	0, -3, 1		0	0
23	23	1/4	1/4	3/4	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
23	23	3/8	3/8	3/4	1	1	V(64)	e	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
23	23	1/2	1/2	3/4	1	1	iio64	e	i		iio64	ii	o	64				o	1	1	-4, 2, -1		2	-4
23	23	5/8	5/8	3/4	1	1	iv7	e	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
24	24	0	0	3/4	1	1	V	e	i		V	V						M	1	1	1, 5, 2		1	1
24	24	1/4	1/4	3/4	1	1	i\\	e	i		i	i					\\	m	1	1	0, -3, 1		0	0
