mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	6	24	24	1.0	1/2	1/2	2/2	2	1		ii	viio6	D	I	I	ii	ii							m	0	0	2, -1, 3		2	2
7	6	25	25	1.0	3/4	3/4	2/2	2	1		I6		D	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
8	7	26	26	1.0	0	0	2/2	2	1		viio64		D	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
8	7	27	27	1.0	1/4	1/4	2/2	2	1		I6		D	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
8	7	28	28	1.0	1/2	1/2	2/2	2	1		viio6		D	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	7	29	29	1.0	3/4	3/4	2/2	2	1		viio64		D	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
9	8		30		0	0	2/2	2	1	1	I6|PAC}		D	I	I	I6	I		6			PAC	}	M	0	0	4, 1, 0		0	4
10	8	30	32	4.0	0	0	2/2	2	1	2	I6|PAC}		D	I	I	I6	I		6			PAC	}	M	0	0	4, 1, 0		0	4
11	8	32	34	0.0	0	1/2	2/2	2	1		{		D	I	I								{		0	0				
12	9	34	36	2.0	0	0	2/2	2	1		I		D	I	I	I	I							M	0	0	0, 4, 1		0	0
12	9	36	38	1.0	1/2	1/2	2/2	2	1		IV		D	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
12	9	37	39	1.0	3/4	3/4	2/2	2	1		V64/IV		D	I	I	V64/IV	V		64		IV			M	0	0	1, 0, 4		0	1
13	10	38	40	1.0	0	0	2/2	2	1		I6/IV		D	I	I	I6/IV	I		6		IV			M	0	0	3, 0, -1		-1	3
13	10	39	41	1.0	1/4	1/4	2/2	2	1		V2/IV		D	I	I	V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
13	10	40	42	1.0	1/2	1/2	2/2	2	1		I6/IV		D	I	I	I6/IV	I		6		IV			M	0	0	3, 0, -1		-1	3
13	10	41	43	1.0	3/4	3/4	2/2	2	1		V64/IV		D	I	I	V64/IV	V		64		IV			M	0	0	1, 0, 4		0	1
14	11	42	44	1.0	0	0	2/2	2	1		I/IV		D	I	I	I/IV	I				IV			M	0	0	-1, 3, 0		-1	-1
14	11	43	45	1.0	1/4	1/4	2/2	2	1		V43/IV		D	I	I	V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
14	11	44	46	1.0	1/2	1/2	2/2	2	1		I6/IV		D	I	I	I6/IV	I		6		IV			M	0	0	3, 0, -1		-1	3
14	11	45	47	1.0	3/4	3/4	2/2	2	1		V2/IV		D	I	I	V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
15	12	46	48	2.0	0	0	2/2	2	1		I6/IV}		D	I	I	I6/IV	I		6		IV		}	M	0	0	3, 0, -1		-1	3
15	12	48	50	3.0	1/2	1/2	2/2	2	1		ii6{		D	I	I	ii6	ii		6				{	m	0	0	-1, 3, 2		2	-1
16	13	51	53	1.0	1/4	1/4	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
16	13	52	54	1.0	1/2	1/2	2/2	2	1		IV6		D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	13	53	55	1.0	3/4	3/4	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
17	14	54	56	1.0	0	0	2/2	2	1		ii6		D	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
17	14	55	57	1.0	1/4	1/4	2/2	2	1		IV6		D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	14	56	58	1.0	1/2	1/2	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
17	14	57	59	1.0	3/4	3/4	2/2	2	1		IV		D	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
18	15	58	60	1.0	0	0	2/2	2	1		I6		D	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
18	15	59	61	1.0	1/4	1/4	2/2	2	1		ii6		D	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	15	60	62	1.0	1/2	1/2	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
18	15	61	63	1.0	3/4	3/4	2/2	2	1		vi7		D	I	I	vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
19	16	62	64	2.0	0	0	2/2	2	1		viio|HC}		D	I	I	viio	vii	o				HC	}	o	0	0	5, 2, -1		5	5
19	16	64	66	3.0	1/2	1/2	2/2	2	1		I{		D	I	I	I	I						{	M	0	0	0, 4, 1		0	0
20	17	67	69	1.0	1/4	1/4	2/2	2	1		V2/IV		D	I	I	V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
20	17	68	70	1.0	1/2	1/2	2/2	2	1		IV6		D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	17	69	71	1.0	3/4	3/4	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
21	18	70	72	3.0	0	0	2/2	2	1		ii6		D	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	18	73	75	1.0	3/4	3/4	2/2	2	1		ii		D	I	I	ii	ii							m	0	0	2, -1, 3		2	2
22	19	74	76	1.0	0	0	2/2	2	1		viio		D	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
22	19	75	77	1.0	1/4	1/4	2/2	2	1		ii64		D	I	I	ii64	ii		64					m	0	0	3, 2, -1		2	3
22	19	76	78	1.0	1/2	1/2	2/2	2	1		I64	V(64)	D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
22	19	77	79	1.0	3/4	3/4	2/2	2	1		viio64	V2	D	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
23	20	78	80	2.0	0	0	2/2	2	1		I6|PAC}		D	I	I	I6	I		6			PAC	}	M	0	0	4, 1, 0		0	4
23	20	80	82	2.0	1/2	1/2	2/2	2	1		I64{		D	I	I	I64	I		64				{	M	0	0	1, 0, 4		0	1
24	21	82	84	2.0	0	0	2/2	2	1		I		D	I	I	I	I							M	0	0	0, 4, 1		0	0
24	21	84	86	1.0	1/2	1/2	2/2	2	1		IV6		D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
24	21	85	87	1.0	3/4	3/4	2/2	2	1		I6		D	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
25	22	86	88	1.0	0	0	2/2	2	1		viio/V		D	I	I	viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
25	22	87	89	1.0	1/4	1/4	2/2	2	1		I64		D	I	I	I64	I		64					M	0	0	1, 0, 4		0	1
25	22	88	90	1.0	1/2	1/2	2/2	2	1		viio6/V		D	I	I	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
25	22	89	91	1.0	3/4	3/4	2/2	2	1		viio64/V		D	I	I	viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
26	23	90	92	1.0	0	0	2/2	2	1		V6		D	I	I	V6	V		6					M	0	0	5, 2, 1		1	5
26	23	91	93	1.0	1/4	1/4	2/2	2	1		IV6		D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	23	92	94	1.0	1/2	1/2	2/2	2	1		V		D	I	I	V	V							M	0	0	1, 5, 2		1	1
26	23	93	95	1.0	3/4	3/4	2/2	2	1		V2		D	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
27	24		96		0	0	2/2	2	1	1	I6|PAC}		D	I	I	I6	I		6			PAC	}	M	0	0	4, 1, 0		0	4
28	24	94	98	2.0	0	0	2/2	2	1	2	I]|PAC}		D	I	I	I	I					PAC	}	M	0	0	0, 4, 1		0	0
