quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	1.0	6	6	0	0	3/4	2	1		viio/V		Eb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
16	1.0	6	6	1/4	1/4	3/4	2	1		V7/V		Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
17	1.0	6	6	1/2	1/2	3/4	2	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
18	1.0	7	7	0	0	3/4	2	1		ii65/V		Eb	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
19	1.0	7	7	1/4	1/4	3/4	2	1		V(64)/V		Eb	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
20	1.0	7	7	1/2	1/2	3/4	2	1		V7/V		Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
		8	8	0	0	3/4	2	1	1	V\\		Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
		8	8	1/4	1/4	3/4	2	1	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	3.5	9	8	0	0	3/4	2	1	2	V\\		Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
49/2	0.5	10	9	1/8	1/8	3/4	2	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	1.0	10	9	1/4	1/4	3/4	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
26	1.0	10	9	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
27	1.0	11	10	0	0	3/4	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
28	1.0	11	10	1/4	1/4	3/4	2	1		V7(2)		Eb	I		V7(2)	V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
29	1.0	11	10	1/2	1/2	3/4	2	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	1.0	12	11	0	0	3/4	2	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	1.0	12	11	1/4	1/4	3/4	2	1		iv6/ii		Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
32	1.0	12	11	1/2	1/2	3/4	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
33	1.0	13	12	0	0	3/4	2	1		#viio7/ii		Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
34	1.0	13	12	1/4	1/4	3/4	2	1		#viio64/ii		Eb	I		#viio64/ii	#vii	o	64		ii			o	0	0	1, 7, 4		7	1
35	1.0	13	12	1/2	1/2	3/4	2	1		#viio6/ii		Eb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
36	1.0	14	13	0	0	3/4	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
37	1.0	14	13	1/4	1/4	3/4	2	1		viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	1.0	14	13	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
39	1.0	15	14	0	0	3/4	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
40	1.0	15	14	1/4	1/4	3/4	2	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	1.0	15	14	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
42	1.0	16	15	0	0	3/4	2	1		vi64		Eb	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
43	1.0	16	15	1/4	1/4	3/4	2	1		I6(11)		Eb	I		I6(11)	I		6	11				M	0	0	4, 1, 0	-1	0	4
44	0.5	16	15	1/2	1/2	3/4	2	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
89/2	0.5	16	15	5/8	5/8	3/4	2	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
		17	16	0	0	3/4	2	1	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
45	3.0	18	16	0	0	3/4	2	1	2	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
