mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
31	28	111	113	2.0	1/4	1/4	2/2	2	1		i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
31	28	112	114	0.0	1/2	1/2	2/2	2	1		{		d	i									{		1	1				
31	28	113	115	0.5	3/4	3/4	2/2	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	28	227/2	231/2	0.5	7/8	7/8	2/2	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
32	29	114	116	2.0	0	0	2/2	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
32	29	116	118	1.0	1/2	1/2	2/2	2	1		iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
32	29	117	119	1.0	3/4	3/4	2/2	2	1		iv7(9)		d	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
33	30	118	120	1.5	0	0	2/2	2	1		VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
33	30	239/2	243/2	0.5	3/8	3/8	2/2	2	1		#viio		d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
33	30	120	122	1.5	1/2	1/2	2/2	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
33	30	243/2	247/2	0.5	7/8	7/8	2/2	2	1		#viio64		d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
34	31	122	124	2.0	0	0	2/2	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	31	124	126	2.0	1/2	1/2	2/2	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
35	32	126	128	2.0	0	0	2/2	2	1		i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
