mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	29	29	1.0	1/2	1/2	3/4	2	1		V7		F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	30	30	1.0	0	0	3/4	2	1		I		F	V		I	I							M	0	0	0, 4, 1		0	0
11	11	31	31	2.0	1/4	1/4	3/4	2	1		viio6		F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	33	33	2.0	0	0	3/4	2	1		I6}		F	V		I6	I		6				}	M	0	0	4, 1, 0		0	4
12	12	35	35	1.0	1/2	1/2	3/4	2	1		I		F	V		I	I							M	0	0	0, 4, 1		0	0
13	13	36	36	1.0	0	0	3/4	2	1		IV{		F	V		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
13	13	37	37	2.0	1/4	1/4	3/4	2	1		ii6		F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	14	39	39	2.0	0	0	3/4	2	1		V2		F	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	41	41	1.0	1/2	1/2	3/4	2	1		vi		F	V		vi	vi							m	0	0	3, 0, 4		3	3
15	15	42	42	1.0	0	0	3/4	2	1		ii7		F	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
15	15	43	43	2.0	1/4	1/4	3/4	2	1		V		F	V		V	V							M	0	0	1, 5, 2		1	1
16	16		45		0	0	3/4	2	1	1	I|PAC}		F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
17	1		48		0	0	3/4	2	1	1	I.I6{		F	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
17	1		49		1/4	1/4	3/4	2	1	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
17	1		50		1/2	1/2	3/4	2	1	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
18	16	45	51	3.0	0	0	3/4	2	1	2	I|PAC}		F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	17	48	54	1.0	0	0	3/4	2	1		I.V2{		F	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
19	17	49	55	1.0	1/4	1/4	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	17	50	56	1.0	1/2	1/2	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
20	18	51	57	2.0	0	0	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
20	18	53	59	1.0	1/2	1/2	3/4	2	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	19	54	60	1.0	0	0	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	19	55	61	1.0	1/4	1/4	3/4	2	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	19	56	62	1.0	1/2	1/2	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
22	20	57	63	2.0	0	0	3/4	2	1		I|IAC}		F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
22	20	59	65	1.0	1/2	1/2	3/4	2	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
23	21	60	66	1.0	0	0	3/4	2	1		vi.V6{		F	vi		V6	V		6				{	M	0	1	5, 2, 1		1	5
23	21	61	67	1.0	1/4	1/4	3/4	2	1		#viio6		F	vi		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
23	21	62	68	1.0	1/2	1/2	3/4	2	1		i6		F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
24	22	63	69	1.0	0	0	3/4	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
24	22	64	70	1.0	1/4	1/4	3/4	2	1		V6		F	vi		V6	V		6					M	0	1	5, 2, 1		1	5
24	22	65	71	1.0	1/2	1/2	3/4	2	1		i		F	vi		i	i							m	0	1	0, -3, 1		0	0
25	23	66	72	1.0	0	0	3/4	2	1		VI		F	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
25	23	67	73	1.0	1/4	1/4	3/4	2	1		iio6	iv7	F	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
25	23	68	74	1.0	1/2	1/2	3/4	2	1		V		F	vi		V	V							M	0	1	1, 5, 2		1	1
26	24	69	75	3.0	0	0	3/4	2	1		i|PAC}		F	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
27	25	72	78	1.0	0	0	3/4	2	1		I.V6/IV{		F	I		V6/IV	V		6		IV		{	M	0	0	4, 1, 0		0	4
27	25	73	79	1.0	1/4	1/4	3/4	2	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
27	25	74	80	1.0	1/2	1/2	3/4	2	1		viio/IV		F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
28	26	75	81	2.0	0	0	3/4	2	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	26	77	83	1.0	1/2	1/2	3/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
29	27	78	84	1.0	0	0	3/4	2	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	27	79	85	1.0	1/4	1/4	3/4	2	1		ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
29	27	80	86	1.0	1/2	1/2	3/4	2	1		viio/V		F	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
30	28	81	87	2.0	0	0	3/4	2	1		V}		F	I		V	V						}	M	0	0	1, 5, 2		1	1
30	28	83	89	1.0	1/2	1/2	3/4	2	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
31	29	84	90	1.0	0	0	3/4	2	1		I6{		F	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
31	29	85	91	1.0	1/4	1/4	3/4	2	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
31	29	86	92	1.0	1/2	1/2	3/4	2	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
32	30	87	93	3.0	0	0	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
33	31	90	96	1.0	0	0	3/4	2	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	31	91	97	1.0	1/4	1/4	3/4	2	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
33	31	92	98	1.0	1/2	1/2	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
34	32		99		0	0	3/4	2	1	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
34	32		101		1/2	1/2	3/4	2	1	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	32	93	102	3.0	0	0	3/4	2	1	2	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
