quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
59/2	0.5	6	5	5/4	5/4	3/2	2	1	III64		d	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
30	0.5	6	5	11/8	11/8	3/2	2	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
61/2	4.0	7	6	0	0	3/2	2	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
69/2	1.0	7	6	1	1	3/2	2	1	V65/VI		d	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
71/2	1.0	7	6	5/4	5/4	3/2	2	1	V7/VI		d	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
73/2	4.0	8	7	0	0	3/2	2	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
81/2	1.5	8	7	1	1	3/2	2	1	V2/III		d	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
42	0.5	8	7	11/8	11/8	3/2	2	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
85/2	1.0	9	8	0	0	3/2	2	1	iv(9)		d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
87/2	0.5	9	8	1/4	1/4	3/2	2	1	viio/III		d	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
44	0.5	9	8	3/8	3/8	3/2	2	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
89/2	1.0	9	8	1/2	1/2	3/2	2	1	III(9)		d	i		III(9)	III			9				M	1	1	-3, 1, -2	-1	-3	-3
91/2	0.5	9	8	3/4	3/4	3/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
46	0.5	9	8	7/8	7/8	3/2	2	1	V65/VII		d	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
93/2	0.5	9	8	1	1	3/2	2	1	#viio(42)		d	i		#viio(42)	#vii	o		42				o	1	1	0, -3, -1		5	0
47	0.5	9	8	9/8	9/8	3/2	2	1	#viio(4)		d	i		#viio(4)	#vii	o		4				o	1	1	5, -3, -1		5	5
95/2	1.0	9	8	5/4	5/4	3/2	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
97/2	1.0	10	9	0	0	3/2	2	1	i[i(9)		d	i	i	i(9)	i			9				m	1	1	0, -3, 1	2	0	0
99/2	0.5	10	9	1/4	1/4	3/2	2	1	i		d	i	i	i	i							m	1	1	0, -3, 1		0	0
50	0.5	10	9	3/8	3/8	3/2	2	1	#viio64		d	i	i	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
101/2	1.0	10	9	1/2	1/2	3/2	2	1	i]		d	i	i	i	i							m	1	1	0, -3, 1		0	0
103/2	1.0	10	9	3/4	3/4	3/2	2	1	i2		d	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
105/2	2.0	10	9	1	1	3/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
109/2	2.0	11	10	0	0	3/2	2	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
113/2	8.0	11	10	1/2	1/2	3/2	2	1	V\\		d	i		V	V						\\	M	1	1	1, 5, 2		1	1
129/2	1.0	13	11	1	1	3/2	2	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
131/2	1.0	13	11	5/4	5/4	3/2	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
133/2	0.5	14	12	0	0	3/2	2	1	i(4)		d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
67	1.5	14	12	1/8	1/8	3/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
137/2	2.0	14	12	1/2	1/2	3/2	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
141/2	2.0	14	12	1	1	3/2	2	1	V2/iv		d	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
145/2	2.0	15	13	0	0	3/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
149/2	0.5	15	13	1/2	1/2	3/2	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	0.5	15	13	5/8	5/8	3/2	2	1	vii6		d	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
151/2	1.0	15	13	3/4	3/4	3/2	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
153/2	0.5	15	13	1	1	3/2	2	1	#viio(2)/vii		d	i		#viio(2)/vii	#vii	o		2	vii			o	1	1	-2, 0, -3		3	-2
77	0.5	15	13	9/8	9/8	3/2	2	1	#viio/vii		d	i		#viio/vii	#vii	o			vii			o	1	1	3, 0, -3		3	3
155/2	1.0	15	13	5/4	5/4	3/2	2	1	V7/vii		d	i		V7/vii	V		7		vii			Mm7	1	1	-1, 3, 0, -3		-1	-1
157/2	2.0	16	14	0	0	3/2	2	1	vii\\		d	i		vii	vii						\\	m	1	1	-2, -5, -1		-2	-2
161/2	1.0	16	14	1/2	1/2	3/2	2	1	V43/iv		d	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
163/2	0.5	16	14	3/4	3/4	3/2	2	1	iv6(9#7)		d	i		iv6(9#7)	iv		6	9#7				m	1	1	-4, 0, 4	1	-1	-4
82	0.5	16	14	7/8	7/8	3/2	2	1	iv64		d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
165/2	1.0	16	14	1	1	3/2	2	1	#viio43/iv		d	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
167/2	0.5	16	14	5/4	5/4	3/2	2	1	#viio6/iv		d	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
84	0.5	16	14	11/8	11/8	3/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
169/2	1.0	17	15	0	0	3/2	2	1	V6/iv		d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
171/2	1.0	17	15	1/4	1/4	3/2	2	1	V7/iv		d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
173/2	1.0	17	15	1/2	1/2	3/2	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
175/2	0.5	17	15	3/4	3/4	3/2	2	1	IV7/iv		d	i		IV7/iv	IV		7		iv			Mm7	1	1	-2, 2, -1, -4		-2	-2
88	0.5	17	15	7/8	7/8	3/2	2	1	ii65/iv		d	i		ii65/iv	ii		65		iv			mm7	1	1	-2, 2, -1, 1		1	-2
177/2	2.0	17	15	1	1	3/2	2	1	V/iv		d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
181/2	2.0	18	16	0	0	3/2	2	1	iv\\		d	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
185/2	1.5	18	16	1/2	1/2	3/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
94	0.5	18	16	7/8	7/8	3/2	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
189/2	0.5	18	16	1	1	3/2	2	1	viio(2)/III		d	i		viio(2)/III	vii	o		2	III			o	1	1	-3, -1, -4		2	-3
95	0.5	18	16	9/8	9/8	3/2	2	1	viio6/III		d	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
191/2	0.5	18	16	5/4	5/4	3/2	2	1	III6(11)		d	i		III6(11)	III		6	11				M	1	1	1, -2, -3	-4	-3	1
96	0.5	18	16	11/8	11/8	3/2	2	1	ii6/III	viio64/III	d	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
193/2	3.0	19	17	0	0	3/2	2	1	V7/III		d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
199/2	0.5	19	17	3/4	3/4	3/2	2	1	III64		d	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
100	0.5	19	17	7/8	7/8	3/2	2	1	vii6		d	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
201/2	0.5	19	17	1	1	3/2	2	1	viio(2)/IV		d	i		viio(2)/IV	vii	o		2	IV			o	1	1	-1, 1, -2		4	-1
101	1.0	19	17	9/8	9/8	3/2	2	1	viio/IV		d	i		viio/IV	vii	o			IV			o	1	1	4, 1, -2		4	4
102	0.5	19	17	11/8	11/8	3/2	2	1	V7/IV		d	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
205/2	1.0	20	18	0	0	3/2	2	1	IV(94)		d	i		IV(94)	IV			94				M	1	1	-1, -2, 0	1	-1	-1
207/2	1.0	20	18	1/4	1/4	3/2	2	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
209/2	1.0	20	18	1/2	1/2	3/2	2	1	V2/VII		d	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
211/2	1.0	20	18	3/4	3/4	3/2	2	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
213/2	2.0	20	18	1	1	3/2	2	1	iio64		d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
217/2	1.0	21	19	0	0	3/2	2	1	#viio7		d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
219/2	1.0	21	19	1/4	1/4	3/2	2	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
221/2	1.0	21	19	1/2	1/2	3/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
223/2	1.0	21	19	3/4	3/4	3/2	2	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
225/2	2.0	21	19	1	1	3/2	2	1	iio64		d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
229/2	0.5	22	20	0	0	3/2	2	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
115	1.0	22	20	1/8	1/8	3/2	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
116	0.5	22	20	3/8	3/8	3/2	2	1	V2		d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
233/2	1.5	22	20	1/2	1/2	3/2	2	1	#viio/iv		d	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
118	1.5	22	20	7/8	7/8	3/2	2	1	V7/iv		d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
239/2	1.0	22	20	5/4	5/4	3/2	2	1	V65/iv		d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
241/2	0.5	23	21	0	0	3/2	2	1	iv(4)		d	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
121	1.0	23	21	1/8	1/8	3/2	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
122	0.5	23	21	3/8	3/8	3/2	2	1	iv2		d	i		iv2	iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
245/2	1.0	23	21	1/2	1/2	3/2	2	1	iio		d	i		iio	ii	o						o	1	1	2, -1, -4		2	2
247/2	0.5	23	21	3/4	3/4	3/2	2	1	#viio		d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
124	0.5	23	21	7/8	7/8	3/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
249/2	1.0	23	21	1	1	3/2	2	1	ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
251/2	1.0	23	21	5/4	5/4	3/2	2	1	#viio2		d	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
253/2	0.5	24	22	0	0	3/2	2	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
127	1.5	24	22	1/8	1/8	3/2	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
257/2	1.5	24	22	1/2	1/2	3/2	2	1	VIM2		d	i		VIM2	VI	M	2					MM7	1	1	1, -4, 0, -3		-4	1
130	0.5	24	22	7/8	7/8	3/2	2	1	V/VI		d	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
261/2	2.0	24	22	1	1	3/2	2	1	bII6		d	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
265/2	0.5	25	23	0	0	3/2	2	1	V2		d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
133	0.5	25	23	1/8	1/8	3/2	2	1	V64		d	i		V64	V		64					M	1	1	2, 1, 5		1	2
267/2	0.5	25	23	1/4	1/4	3/2	2	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
134	0.5	25	23	3/8	3/8	3/2	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
269/2	1.0	25	23	1/2	1/2	3/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
271/2	0.5	25	23	3/4	3/4	3/2	2	1	iv7		d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
136	0.5	25	23	7/8	7/8	3/2	2	1	iio6		d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
273/2	1.0	25	23	1	1	3/2	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
275/2	1.0	25	23	5/4	5/4	3/2	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
277/2	1.0	26	24	0	0	3/2	2	1	I(4)		d	i		I(4)	I			4				M	1	1	0, -1, 1		0	0
279/2	1.0	26	24	1/4	1/4	3/2	2	1	I(9)		d	i		I(9)	I			9				M	1	1	0, 4, 1	2	0	0
281/2	3.5	26	24	1/2	1/2	3/2	2	1	I\\		d	i		I	I						\\	M	1	1	0, 4, 1		0	0
