mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	5/8	5/8	3/4	2	1	V					F	V		V	V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
8	8	0	0	3/4	2	1	I(^9#7)					F	V		I(^9#7)	I			^9#7				M	0	0	0, 4, 1	2, 12	0	0	1	5	0.16666666666666666	0.125	0.875	0.125
8	8	1/4	1/4	3/4	2	1	I|PAC}					F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0	1	10	0.09090909090909091	0.03125	3.46875	0.008928571428571428
9	9	1/4	1/4	3/4	2	1	V2/IV					F	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2	0	4	0.0	0.0	2.0	0.0
10	10	0	0	3/4	2	1	V7/ii					F	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3	0	6	0.0	0.0	1.5	0.0
10	10	1/4	1/4	3/4	2	1	vi.V2					F	vi		V2	V		2					Mm7	0	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	2.0	0.0
11	11	0	0	3/4	2	1	#viio43					F	vi		#viio43	#vii	o	43					o7	0	1	1, -2, 7, 4		7	1	1	4	0.2	0.125	0.875	0.125
11	11	1/4	1/4	3/4	2	1	i6					F	vi		i6	i		6					m	0	1	-1, 3, 2		2	-1	1	4	0.2	0.125	0.875	0.125
11	11	1/2	1/2	3/4	2	1	#viio6					F	vi		#viio6	#vii	o	6					o	0	1	4, 1, 7		7	4	1	6	0.14285714285714285	0.0625	0.9375	0.0625
12	12	0	0	3/4	2	1	i					F	vi		i	i							m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	3/4	2	1	V7					F	vi		V7	V		7					Mm7	0	1	3, 7, 4, 1		3	3	1	4	0.2	0.125	0.875	0.125
12	12	1/2	1/2	3/4	2	1	i|PAC}					F	vi		i	i					PAC	}	m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
13	13	0	0	3/4	2	1	ii.V2{					F	ii		V2	V		2				{	Mm7	0	1	0, 2, 6, 3		2	0	1	6	0.14285714285714285	0.03125	1.21875	0.025
13	13	1/4	1/4	3/4	2	1	i6					F	ii		i6	i		6					m	0	1	-2, 2, 1		1	-2	0	5	0.0	0.0	2.5	0.0
14	14	0	0	3/4	2	1	#viio7					F	ii		#viio7	#vii	o	7					o7	0	1	6, 3, 0, -3		6	6	1	5	0.16666666666666666	0.125	0.875	0.125
14	14	1/4	1/4	3/4	2	1	#viio43/iv					F	ii		#viio43/iv	#vii	o	43		iv			o7	0	1	-1, -4, 5, 2		5	-1	0	5	0.0	0.0	2.0	0.0
15	15	0	0	3/4	2	1	iv6					F	ii		iv6	iv		6					m	0	1	-3, 1, 0		0	-3	1	4	0.2	0.0625	0.9375	0.0625
15	15	1/4	1/4	3/4	2	1	ii%65					F	ii		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3	0	0	5	0.0	0.0	1.625	0.0
15	15	1/2	1/2	3/4	2	1	V7					F	ii		V7	V		7					Mm7	0	1	2, 6, 3, 0		2	2	1	3	0.25	0.125	0.75	0.14285714285714285
16	16	0	0	3/4	2	1	i(4)					F	ii		i(4)	i			4				m	0	1	1, 0, 2		1	1	1	4	0.2	0.125	0.875	0.125
16	16	1/4	1/4	3/4	2	1	i|PAC}					F	ii		i	i					PAC	}	m	0	1	1, -2, 2		1	1	0	5	0.0	0.0	2.5	0.0
17	17	0	0	3/4	2	1	V2/iv{					F	ii		V2/iv	V		2		iv		{	Mm7	0	1	-1, 1, 5, 2		1	-1	1	6	0.14285714285714285	0.03125	1.21875	0.025
17	17	1/4	1/4	3/4	2	1	IV6					F	ii		IV6	IV		6					M	0	1	4, 1, 0		0	4	0	6	0.0	0.0	2.5	0.0
18	18	0	0	3/4	2	1	IV.V2					F	IV		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	6	0.0	0.0	1.25	0.0
18	18	1/4	1/4	3/4	2	1	I6					F	IV		I6	I		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.0625	1.9375	0.03125
19	19	0	0	3/4	2	1	ii7					F	IV		ii7	ii		7					mm7	0	0	0, -3, 1, -2		0	0	0	6	0.0	0.0	1.25	0.0
19	19	1/4	1/4	3/4	2	1	V7(4)					F	IV		V7(4)	V		7	4				Mm7	0	0	-1, -2, 0, -3		-1	-1	0	6	0.0	0.0	1.25	0.0
19	19	1/2	1/2	3/4	2	1	V7					F	IV		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	5	0.16666666666666666	0.125	1.125	0.1
20	20	0	0	3/4	2	1	I					F	IV		I	I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
20	20	1/4	1/4	3/4	2	1	V7					F	IV		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	4	0.2	0.125	0.875	0.125
20	20	1/2	1/2	3/4	2	1	I|PAC}					F	IV		I	I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
21	21	0	0	3/4	2	1	I.V65/V{					F	I		V65/V	V		65		V		{	Mm7	0	0	5, 2, -1, 1		1	5	1	5	0.16666666666666666	0.0625	0.9375	0.0625
21	21	1/4	1/4	3/4	2	1	V(94)					F	I		V(94)	V			94				M	0	0	0, -1, 1	2	0	0	0	4	0.0	0.0	1.5	0.0
21	21	1/2	1/2	3/4	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
22	22	0	0	3/4	2	1	#viio7(4)/vi					F	I		#viio7(4)/vi	#vii	o	7	4	vi			o7	0	0	7, -1, 1, -2		7	7	1	5	0.16666666666666666	0.0625	0.9375	0.0625
22	22	1/4	1/4	3/4	2	1	viio65/V					F	I		viio65/V	vii	o	65		V			o7	0	0	2, -1, -4, 5		5	2	3	6	0.3333333333333333	0.1875	1.8125	0.09375
23	23	0	0	3/4	2	1	V6					F	I		V6	V		6					M	0	0	4, 1, 0		0	4	2	6	0.25	0.25	0.75	0.25
23	23	1/4	1/4	3/4	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
23	23	3/8	3/8	3/4	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.625	0.0
23	23	1/2	1/2	3/4	2	1	V(64)					F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	0	5	0.0	0.0	0.625	0.0
23	23	5/8	5/8	3/4	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.625	0.0
24	24	0	0	3/4	2	1	I(4)					F	I		I(4)	I			4				M	0	0	-1, -2, 0		-1	-1	1	5	0.16666666666666666	0.125	1.125	0.1
24	24	1/4	1/4	3/4	2	1	I|PAC}					F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	3.0	0.0
