mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
49	47	9/8	9/8	12/8	2	1	viio6/V					F	I		viio6/V	vii	o	6		V			o	0	0	2, -1, 5		5	2	1	4	0.2	0.125	0.625	0.16666666666666666
50	48	0	0	12/8	2	1	V|HC}					F	I		V	V					HC	}	M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.25	1.125	0.18181818181818182
50	48	3/4	3/4	12/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
50	48	9/8	9/8	12/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
51	49	0	0	12/8	2	1	I6{					F	I		I6	I		6				{	M	0	0	3, 0, -1		-1	3	0	10	0.0	0.0	1.5	0.0
51	49	3/4	3/4	12/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	1.5	0.0
52	50	0	0	12/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	1.5	0.0
52	50	3/4	3/4	12/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	1.5	0.0
53	51	0	0	12/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	1	3	0.25	0.125	0.375	0.25
53	51	1/4	1/4	12/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
53	51	3/8	3/8	12/8	2	1	viio6					F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	1	3	0.25	0.125	0.375	0.25
53	51	5/8	5/8	12/8	2	1	iii6					F	I		iii6	iii		6					m	0	0	0, 4, 3		3	0	0	2	0.0	0.0	0.25	0.0
53	51	3/4	3/4	12/8	2	1	vi6					F	I		vi6	vi		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.125	0.375	0.25
53	51	1	1	12/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
53	51	9/8	9/8	12/8	2	1	V6					F	I		V6	V		6					M	0	0	4, 1, 0		0	4	1	3	0.25	0.125	0.375	0.25
53	51	11/8	11/8	12/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
54	52	0	0	12/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	1	3	0.25	0.125	0.375	0.25
54	52	1/4	1/4	12/8	2	1	ii7					F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
54	52	3/8	3/8	12/8	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.75	0.0
54	52	3/4	3/4	12/8	2	1	I|PAC}					F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
