mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	3/8	3/8	3/4	2	1	iv7/v			d	i		iv7/v	iv		7		v			mm7	1	1	2, -1, 3, 0		2	2	0	1	0.0	0.0	0.125	0.0
7	7	1/2	1/2	3/4	2	1	V/v			d	i		V/v	V				v			M	1	1	4, 8, 5		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	0	0	3/4	2	1	v\\	1		d	i		v	v						\\	m	1	1	3, 0, 4		3	3	1	4	0.2	0.125	1.125	0.1
8	8	1/2	1/2	3/4	2	1	V	1		d	i		V	V							M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
9	8	0	0	3/4	2	1	v\\	2		d	i		v	v						\\	m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	2.25	0.0
10	9	0	0	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	1.25	0.0
10	9	1/4	1/4	3/4	2	1	iv7			d	i		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.5	0.0
10	9	1/2	1/2	3/4	2	1	III6			d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
11	10	0	0	3/4	2	1	VI6			d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	0	4	0.0	0.0	1.25	0.0
11	10	1/4	1/4	3/4	2	1	iio(+2)			d	i		iio(+2)	ii	o		+2				o	1	1	4, 1, -2	-1	4	4	1	3	0.25	0.125	0.375	0.25
11	10	1/2	1/2	3/4	2	1	i6		III	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
12	11	0	0	3/4	2	1	iv6(2)			d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	0	3	0.0	0.0	1.125	0.0
12	11	1/8	1/8	3/4	2	1	iv6			d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.125	0.0
12	11	1/4	1/4	3/4	2	1	viio/VII			d	i		viio/VII	vii	o			VII			o	1	1	5, 2, -1		5	5	3	4	0.42857142857142855	0.3125	0.6875	0.3125
13	12	0	0	3/4	2	1	V(4)/III			d	i		V(4)/III	V			4	III			M	1	1	0, -1, 1		0	0	0	3	0.0	0.0	0.875	0.0
13	12	1/8	1/8	3/4	2	1	V/III			d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	2	2	0.5	0.375	0.25	0.6
13	12	1/2	1/2	3/4	2	1	V65/III			d	i		V65/III	V		65		III			Mm7	1	1	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.75	0.0
14	13	0	0	3/4	2	1	V2/VI			d	i		V2/VI	V		2		VI			Mm7	1	1	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	1.25	0.0
14	13	1/4	1/4	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
14	13	3/8	3/8	3/4	2	1	iio(+2)			d	i		iio(+2)	ii	o		+2				o	1	1	4, 1, -2	-1	4	4	1	1	0.5	0.125	0.125	0.5
14	13	1/2	1/2	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	2	6	0.25	0.25	1.5	0.14285714285714285
15	14	1/4	1/4	3/4	2	1	V7(4)/III			d	i		V7(4)/III	V		7	4	III			Mm7	1	1	0, -1, 1, -2		0	0	0	2	0.0	0.0	0.25	0.0
15	14	3/8	3/8	3/4	2	1	viio64(+2)/III			d	i		viio64(+2)/III	vii	o	64	+2	III			o	1	1	-2, 4, 1	-1	4	-2	0	2	0.0	0.0	0.25	0.0
15	14	1/2	1/2	3/4	2	1	III6			d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	1	6	0.14285714285714285	0.125	1.125	0.1
16	15	1/4	1/4	3/4	2	1	ii6/III			d	i		ii6/III	ii		6		III			m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.125	0.625	0.16666666666666666
16	15	1/2	1/2	3/4	2	1	V/III			d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
17	16	0	0	3/4	2	1	III\\			d	i		III	III						\\	M	1	1	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
17	16	1/2	1/2	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
18	17	0	0	3/4	2	1	viio/VI			d	i		viio/VI	vii	o			VI			o	1	1	3, 0, -3		3	3	0	3	0.0	0.0	0.5	0.0
18	17	1/4	1/4	3/4	2	1	VI			d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.25	1.0	0.2
18	17	5/8	5/8	3/4	2	1	iv7			d	i		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
19	18	0	0	3/4	2	1	VII			d	i		VII	VII							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
19	18	1/8	1/8	3/4	2	1	viio/VII			d	i		viio/VII	vii	o			VII			o	1	1	5, 2, -1		5	5	0	2	0.0	0.0	0.25	0.0
19	18	1/4	1/4	3/4	2	1	VII			d	i		VII	VII							M	1	1	0, 4, 1		0	0	2	5	0.2857142857142857	0.25	1.0	0.2
19	18	5/8	5/8	3/4	2	1	v7			d	i		v7	v		7					mm7	1	1	3, 0, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
20	19	0	0	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
20	19	1/8	1/8	3/4	2	1	#viio			d	i		#viio	#vii	o						o	1	1	7, 4, 1		7	7	0	2	0.0	0.0	0.25	0.0
20	19	1/4	1/4	3/4	2	1	i			d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.125	0.625	0.16666666666666666
20	19	1/2	1/2	3/4	2	1	VI			d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
21	20	0	0	3/4	2	1	#viio2			d	i		#viio2	#vii	o	2					o7	1	1	-2, 7, 4, 1		7	-2	0	3	0.0	0.0	0.5	0.0
21	20	1/8	1/8	3/4	2	1	VI			d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
21	20	1/4	1/4	3/4	2	1	V			d	i		V	V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
21	20	3/8	3/8	3/4	2	1	ii6			d	i		ii6	ii		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
21	20	1/2	1/2	3/4	2	1	V64(6)			d	i		V64(6)	V		64	6				M	1	1	-1, 3, 7		3	-1	0	3	0.0	0.0	0.5	0.0
21	20	5/8	5/8	3/4	2	1	V64			d	i		V64	V		64					M	1	1	4, 3, 7		3	4	0	2	0.0	0.0	0.25	0.0
22	21	0	0	3/4	2	1	V6/iv			d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.25	0.0
22	21	1/4	1/4	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.5	0.0
22	21	1/2	1/2	3/4	2	1	V43/iv			d	i		V43/iv	V		43		iv			Mm7	1	1	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.5	0.0
23	22	0	0	3/4	2	1	V7/iv			d	i		V7/iv	V		7		iv			Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	1.0	0.0
23	22	1/8	1/8	3/4	2	1	iv			d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
23	22	1/4	1/4	3/4	2	1	ii%7			d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	1	3	0.25	0.125	0.375	0.25
23	22	1/2	1/2	3/4	2	1	i6			d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
24	23	0	0	3/4	2	1	VI			d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
24	23	1/4	1/4	3/4	2	1	iv7			d	i		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.625	0.0
24	23	3/8	3/8	3/4	2	1	iio6			d	i		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	1	0.0	0.0	0.125	0.0
24	23	1/2	1/2	3/4	2	1	V(4)			d	i		V(4)	V			4				M	1	1	3, 2, 4		3	3	0	3	0.0	0.0	0.625	0.0
24	23	5/8	5/8	3/4	2	1	V			d	i		V	V							M	1	1	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
25	24	0	0	3/4	2	1	i\\		I\\	d	i		i	i						\\	m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	3.0	0.0
