mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
27	25	1/2	1/2	3/4	2	1	viio/IV						F	I		viio/IV	vii	o			IV			o	0	0	3, 0, -3		3.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
28	26	0	0	3/4	2	1	IV						F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	2	5	0.2857142857142857	0.25	0.75	0.25
28	26	1/2	1/2	3/4	2	1	ii						F	I		ii	ii							m	0	0	1, -2, 2		1.0	1.0	1	2	0.3333333333333333	0.125	0.375	0.25
29	27	0	0	3/4	2	1	ii6	0	3.6	/			F	I		ii6	ii		6					m	0	0	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.125	0.375	0.25
29	27	1/4	1/4	3/4	2	1	ii7						F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1.0	1.0	2	2	0.5	0.25	0.25	0.5
29	27	1/2	1/2	3/4	2	1	viio/V						F	I		viio/V	vii	o			V			o	0	0	5, 2, -1		5.0	5.0	1	2	0.3333333333333333	0.125	0.375	0.25
30	28	0	0	3/4	2	1	V}						F	I		V	V						}	M	0	0	0, 4, 1		0.0	0.0	3	4	0.42857142857142855	0.375	0.625	0.375
30	28	1/2	1/2	3/4	2	1	V2						F	I		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0.0	-2.0	1	3	0.25	0.125	0.375	0.25
31	29	0	0	3/4	2	1	I6{						F	I		I6	I		6				{	M	0	0	3, 0, -1		-1.0	3.0	2	2	0.5	0.25	0.25	0.5
31	29	1/4	1/4	3/4	2	1	viio6						F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4.0	1.0	1	2	0.3333333333333333	0.125	0.5	0.2
31	29	1/2	1/2	3/4	2	1	viio						F	I		viio	vii	o						o	0	0	4, 1, -2		4.0	4.0	2	2	0.5	0.1875	0.1875	0.5
32	30	0	0	3/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	4	6	0.4	0.5	1.0	0.3333333333333333
33	31	0	0	3/4	2	1	IV						F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.125	0.375	0.25
33	31	1/4	1/4	3/4	2	1	viio6						F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4.0	1.0	1	3	0.25	0.0625	0.4375	0.125
33	31	1/2	1/2	3/4	2	1	V						F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
34	32	0	0	3/4	2	1	I|PAC}				1.0		F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	1	4	0.2	0.125	1.125	0.1
34	32	1/2	1/2	3/4	2	1	I6				1.0		F	I		I6	I		6					M	0	0	3, 0, -1		-1.0	3.0	1	1	0.5	0.125	0.125	0.5
35	32	0	0	3/4	2	1	I|PAC}				2.0		F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	1.5	0.0
